met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
single	0.05475847408162114	0.27333480445470865	0.09123866768688348	huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	6	1	2
ward.D2	0.08630884790767936	0.09220906732623983	0.08916145314761392	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	3	2	2
average	0.08630884790767936	0.09220906732623983	0.08916145314761392	huldigen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	6	40	5
ward.D2	0.09067643569260579	0.08708820277079084	0.08884610444901574	huldigen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	2	4	3
average	0.08785824128327412	0.0884315566239572	0.08814396670885798	huldigen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	5	44	6
complete	0.08183272599642288	0.09331112724973385	0.0871957966793491	huldigen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	mds	4	6	3
ward.D	0.08739832329689193	0.08631828429646704	0.08685494636223899	huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	3	3	3
mcquitty	0.0917079222478589	0.0809566943021907	0.08599758740212894	huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	3	19	3
mcquitty	0.0822467309884104	0.0871475866636892	0.0846262639262597	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	5	15	4
mcquitty	0.08884269875275762	0.08008058150077098	0.08423439288582056	huldigen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	4	21	5
ward.D	0.0836855356701425	0.08216192605594208	0.08291673230475166	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	4	5	4
ward.D	0.0792531301406637	0.08539331061613331	0.08220872711605391	huldigen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	8	4	5
complete	0.08347686262782789	0.07937585947870768	0.08137472474467083	huldigen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	3	11	4
complete	0.08079154889157841	0.0818655797601646	0.08132501839365126	huldigen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	5	9	5
ward.D	0.08079154889157841	0.0818655797601646	0.08132501839365126	huldigen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	6	6	6
ward.D	0.08360614042556987	0.07840765881149657	0.08092349866374073	huldigen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	5	8	7
ward.D	0.08035584143287684	0.07985027924841293	0.08010226263977906	huldigen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	7	7	8
average	0.08035584143287684	0.07985027924841293	0.08010226263977906	huldigen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	7	54	7
complete	0.07535716914311902	0.08050871320244386	0.07784780898799604	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	7	10	6
average	0.07535716914311902	0.08050871320244386	0.07784780898799604	huldigen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	8	51	8
mcquitty	0.07535716914311902	0.08050871320244386	0.07784780898799604	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	6	20	6
average	0.07535716914311902	0.08050871320244386	0.07784780898799604	huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	9	52	9
average	0.07535716914311902	0.08050871320244386	0.07784780898799604	huldigen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	10	53	10
average	0.04542707525742775	0.26168450244567254	0.07741526174434483	huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds	92	1	11
single	0.07246203617180952	0.07876223403443357	0.07548089792454539	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	1	148	3
complete	0.07658713693227404	0.07318371050453869	0.07484675360453825	huldigen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	6	15	7
ward.D	0.07923091342330302	0.07084443245900109	0.07480334710118446	huldigen.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	9	14	9
average	0.07400070765789032	0.07550401409582287	0.07474480282042928	huldigen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	11	59	12
mcquitty	0.07400070765789032	0.07550401409582287	0.07474480282042928	huldigen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	7	24	7
ward.D2	0.07963955484791824	0.06933341246505802	0.07412998753262211	huldigen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	4	15	4
average	0.07161501258608477	0.07588235350832925	0.07368695245828584	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	13	58	13
ward.D2	0.07161501258608477	0.07588235350832925	0.07368695245828584	huldigen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	8	6	5
ward.D	0.07161501258608477	0.07588235350832925	0.07368695245828584	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	12	9	10
ward.D	0.07359406292438461	0.07359406292438461	0.07359406292438461	huldigen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	11	11	11
ward.D	0.07813562934582594	0.06885672117051013	0.07320330921233807	huldigen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	10	19	12
ward.D2	0.07813562934582594	0.06885672117051013	0.07320330921233807	huldigen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	5	17	6
mcquitty	0.06965127331928833	0.07710529650963166	0.07318898346857942	huldigen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	9	23	8
average	0.06965127331928833	0.07710529650963166	0.07318898346857942	huldigen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	18	57	14
complete	0.07096553611860251	0.07346036438335456	0.07219140228745892	huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	9	13	8
complete	0.07096553611860251	0.07346036438335456	0.07219140228745892	huldigen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	10	14	9
ward.D2	0.0732487990356292	0.0707201479027518	0.07196226702576024	huldigen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	7	11	7
ward.D2	0.07328937478565767	0.0696888566620544	0.07144378109274775	huldigen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	6	12	8
complete	0.07328937478565767	0.0696888566620544	0.07144378109274775	huldigen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	8	19	10
ward.D2	0.06557264536626722	0.07812648671282461	0.0713012017931015	huldigen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	14	5	9
average	0.06557264536626722	0.07812648671282461	0.0713012017931015	huldigen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	26	56	15
ward.D2	0.06873416907465904	0.0740593871726797	0.07129748110867533	huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds	10	7	10
ward.D2	0.06873416907465904	0.0740593871726797	0.07129748110867533	huldigen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	11	8	11
average	0.06873416907465904	0.0740593871726797	0.07129748110867533	huldigen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	19	62	16
mcquitty	0.06873416907465904	0.0740593871726797	0.07129748110867533	huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	10	26	9
average	0.06873416907465904	0.0740593871726797	0.07129748110867533	huldigen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	20	63	17
average	0.06873416907465904	0.0740593871726797	0.07129748110867533	huldigen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	21	64	18
average	0.06873416907465904	0.0740593871726797	0.07129748110867533	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	22	65	19
mcquitty	0.07346212823236886	0.06889438331551503	0.0711049739359755	huldigen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	8	28	10
complete	0.0704929570709503	0.07143007998728065	0.07095842460096077	huldigen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	11	18	11
ward.D	0.07018095104867812	0.06973940461860854	0.06995948113998152	huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	14	16	13
average	0.06801937543184905	0.0714976980494894	0.06971517743011857	huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	23	69	20
ward.D2	0.06801937543184905	0.0714976980494894	0.06971517743011857	huldigen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	12	10	12
ward.D	0.06801937543184905	0.0714976980494894	0.06971517743011857	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	17	13	14
ward.D	0.07001662918062518	0.06834706809817838	0.0691717757869743	huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	15	20	15
average	0.07001662918062518	0.06834706809817838	0.0691717757869743	huldigen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	15	78	21
average	0.07001662918062518	0.06834706809817838	0.0691717757869743	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	16	79	22
ward.D	0.06426985441672772	0.07405654650164145	0.06881699271673984	huldigen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	22	10	16
complete	0.06426985441672772	0.07405654650164145	0.06881699271673984	huldigen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	17	12	12
ward.D2	0.06998988525337188	0.0672202570854588	0.06857711827884275	huldigen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds	9	23	13
average	0.06998988525337188	0.0672202570854588	0.06857711827884275	huldigen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	17	83	23
ward.D2	0.067484248142733	0.06934670269414413	0.06840280015405263	huldigen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	13	14	14
ward.D	0.067484248142733	0.06934670269414413	0.06840280015405263	huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	18	18	17
average	0.067484248142733	0.06934670269414413	0.06840280015405263	huldigen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	24	71	24
average	0.067484248142733	0.06934670269414413	0.06840280015405263	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	25	72	25
average	0.07170939982441579	0.06482696122511067	0.06809471771709391	huldigen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	12	92	26
ward.D	0.07066648728556985	0.06519817006354009	0.06782228352438795	huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	13	27	18
average	0.07066648728556985	0.06519817006354009	0.06782228352438795	huldigen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	14	88	27
ward.D	0.06711090959574825	0.06754883907665357	0.06732916223688341	huldigen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	19	23	19
ward.D2	0.06515816843934916	0.06961249148992339	0.06731171975211193	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	15	13	15
complete	0.06515816843934916	0.06961249148992339	0.06731171975211193	huldigen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	14	20	13
average	0.06515816843934916	0.06961249148992339	0.06731171975211193	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	27	70	28
single	0.06515816843934916	0.06961249148992339	0.06731171975211193	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	2	156	4
ward.D	0.06515816843934916	0.06961249148992339	0.06731171975211193	huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	20	17	20
ward.D	0.06321671961775158	0.07065494895470831	0.06672919140107303	huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	25	15	21
ward.D	0.06456356365394644	0.06733964744585114	0.06592239230650836	huldigen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	21	24	22
ward.D2	0.06456356365394644	0.06733964744585114	0.06592239230650836	huldigen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	16	22	16
complete	0.0666476716404039	0.06469614051840045	0.06565740797074539	huldigen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds	13	24	14
ward.D	0.06948858584292453	0.06213331657707068	0.06560543835469565	huldigen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	16	33	23
ward.D	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	26	21	24
average	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	29	80	29
ward.D2	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	20	18	17
complete	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	19	21	15
ward.D	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	27	22	25
average	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	30	81	30
average	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	31	82	31
ward.D2	0.06237813359990426	0.0678015884839044	0.06497688698416342	huldigen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	21	19	18
ward.D2	0.06413251780928547	0.06543535436254164	0.06477738591627641	huldigen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	18	25	19
mcquitty	0.06057346392435832	0.06906989998659012	0.06454326652570652	huldigen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	19	27	11
average	0.06384957451220878	0.06384957451220878	0.06384957451220878	huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	28	93	32
mcquitty	0.06384957451220878	0.06384957451220878	0.06384957451220878	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	13	32	12
mcquitty	0.06384957451220878	0.06384957451220878	0.06384957451220878	huldigen.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	14	33	13
average	0.06172682597578166	0.06540495715211966	0.06351268437760632	huldigen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	32	87	33
ward.D2	0.06172682597578166	0.06540495715211966	0.06351268437760632	huldigen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	23	26	20
mcquitty	0.06172682597578166	0.06540495715211966	0.06351268437760632	huldigen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	15	29	14
ward.D2	0.06172682597578166	0.06540495715211966	0.06351268437760632	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	24	27	21
ward.D	0.06172682597578166	0.06540495715211966	0.06351268437760632	huldigen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	28	26	26
complete	0.06172682597578166	0.06540495715211966	0.06351268437760632	huldigen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	21	23	16
ward.D	0.06370252197750383	0.06254273045371764	0.0631172988216979	huldigen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	mds	24	32	27
complete	0.0666485585743862	0.05944896002044975	0.06284322702400191	huldigen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	12	39	17
ward.D2	0.05967574336910512	0.06606219337605859	0.06270677888249192	huldigen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	29	24	22
complete	0.05967574336910512	0.06606219337605859	0.06270677888249192	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	24	22	18
ward.D	0.05967574336910512	0.06606219337605859	0.06270677888249192	huldigen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	33	25	28
average	0.05967574336910512	0.06606219337605859	0.06270677888249192	huldigen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	37	86	34
ward.D2	0.05800315896866326	0.067561430270228	0.06241849559446535	huldigen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	39	20	23
ward.D2	0.05800315896866326	0.067561430270228	0.06241849559446535	huldigen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	40	21	24
ward.D2	0.06124141189531101	0.06339438379866415	0.06229930251492098	huldigen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	25	29	25
mcquitty	0.06124141189531101	0.06339438379866415	0.06229930251492098	huldigen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	16	35	15
average	0.06124141189531101	0.06339438379866415	0.06229930251492098	huldigen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	33	97	35
ward.D2	0.06124141189531101	0.06339438379866415	0.06229930251492098	huldigen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	26	30	26
ward.D	0.06399119315649499	0.06001233419478034	0.06193792952924129	huldigen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	23	39	29
mcquitty	0.06473856440449335	0.05929309277725237	0.06189628991051953	huldigen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	11	44	16
complete	0.0643116644894592	0.05956521090873551	0.0618475053861796	huldigen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds	15	36	19
complete	0.0643116644894592	0.05956521090873551	0.0618475053861796	huldigen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	16	37	20
ward.D2	0.0643116644894592	0.05956521090873551	0.0618475053861796	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	17	40	27
Mean of methods	0.06144996406915203	0.06406188692684912	0.06164578177363715	huldigen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	1	30	1
average	0.04127995868350911	0.12156580687466557	0.0616317098318524	huldigen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	122	34	36
ward.D	0.0609050211480986	0.061714683466279154	0.06130717919249029	huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	30	35	30
mcquitty	0.0609050211480986	0.061714683466279154	0.06130717919249029	huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	17	36	17
ward.D	0.0609050211480986	0.061714683466279154	0.06130717919249029	huldigen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	31	36	31
average	0.0609050211480986	0.061714683466279154	0.06130717919249029	huldigen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	34	100	37
complete	0.0609050211480986	0.061714683466279154	0.06130717919249029	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	22	28	21
average	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	38	94	38
single	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	4	193	5
mcquitty	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	21	34	18
complete	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	25	25	22
ward.D	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	35	28	32
average	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	39	95	39
ward.D2	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	30	28	28
ward.D	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	36	29	33
ward.D	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	37	30	34
ward.D	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	38	31	35
average	0.058970226864988616	0.06353897809270366	0.061169410971040845	huldigen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	40	96	40
ward.D2	0.06070431604142953	0.06032239226243545	0.060512751533820325	huldigen.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	27	36	29
average	0.06070431604142953	0.06032239226243545	0.060512751533820325	huldigen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	35	104	41
mcquitty	0.06388239546751127	0.056849913419823705	0.06016133849917495	huldigen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds	12	46	19
single	0.041339200127171155	0.10874296335192547	0.059905148223066425	huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	15	137	6
ward.D2	0.06062877654439995	0.05918307076022455	0.05989720137124649	huldigen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	mds	28	45	30
average	0.06062877654439995	0.05918307076022455	0.05989720137124649	huldigen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	36	128	42
ward.D2	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds	32	32	31
ward.D2	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	33	33	32
complete	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	26	29	23
average	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	41	101	43
average	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	42	102	44
mcquitty	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	22	37	20
ward.D2	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	34	34	33
ward.D2	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	35	35	34
ward.D	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	39	37	36
single	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	5	194	7
average	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	43	103	45
complete	0.0584335207586489	0.06142164929691825	0.05989033627098368	huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	27	30	24
complete	0.06312179028672725	0.056584979120350494	0.0596749073273783	huldigen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	18	43	25
ward.D2	0.06312179028672725	0.056584979120350494	0.0596749073273783	huldigen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	19	54	35
ward.D	0.06067017360385684	0.058269343524523017	0.05944552782402469	huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	32	43	37
