met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
complete	0.07538793975437778	0.05131297478590766	0.061063165420924166	harden.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds	4	11	2
ward.D	0.08128249836236486	0.04886347371860904	0.06103523849422196	harden.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	5	3	4
average	0.04489000218212205	0.09495403118882104	0.06096057964748498	harden.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds	249	27	10
ward.D2	0.08390003669309551	0.04784926584372179	0.06094233643330406	harden.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	3	8	4
ward.D2	0.08390003669309551	0.04784926584372179	0.06094233643330406	harden.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	4	9	5
single	0.038265720364381195	0.14810362665235294	0.060817855008321556	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	123	90	28
average	0.044053313565573064	0.09733020856388781	0.06065371880241367	harden.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds	271	25	11
average	0.06574533936788401	0.05624838208681994	0.06062720154931041	harden.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	27	80	12
complete	0.08409032896115762	0.04719072569126743	0.06045478013260503	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	2	19	3
single	0.04391033942277247	0.09692804506011425	0.06044010478823073	harden.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	46	210	29
mcquitty	0.07767758335302158	0.0491689413025166	0.060219616529151865	harden.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	8	25	13
single	0.033933347035321006	0.26445394278766166	0.06014872430254206	harden.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	188	12	30
single	0.053327807402345016	0.06846922352552402	0.05995734932684273	harden.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	11	345	31
ward.D	0.08143528409275669	0.04731101953928044	0.05985082613184308	harden.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	4	5	5
single	0.034892635076644654	0.20713930943306427	0.059724647907261334	harden.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	172	43	32
median	0.07099977471095616	0.051428977420486834	0.05965013523210822	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	3	8	3
average	0.08332944547887607	0.046383445169595985	0.05959479811234652	harden.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	3	116	13
average	0.040104055684003756	0.11556413803838635	0.05954447747020706	harden.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds	366	21	14
single	0.034725405307689076	0.20614655383343647	0.05943840586653997	harden.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	175	45	33
single	0.03954927129370346	0.11956298596068025	0.059437645471702626	harden.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	103	144	34
single	0.04678839020038595	0.08032387368649747	0.059132370544431226	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	25	289	35
average	0.04532909972622316	0.08492219624752449	0.05910799848701381	harden.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds	236	35	15
ward.D2	0.0755344112699518	0.0482135965055301	0.05885808899420142	harden.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds	11	6	6
complete	0.051342912928337134	0.06878421422739206	0.05879740913711925	harden.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds	145	1	4
single	0.039690589170869324	0.11321908553482946	0.05877629677668725	harden.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	101	150	36
complete	0.057185340316856764	0.06017548364061164	0.05864232023399732	harden.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds	73	3	5
single	0.04519173357071346	0.08299658464330223	0.05851952179007817	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	34	277	37
ward.D2	0.07855168196277859	0.046351467590586816	0.058300943630379604	harden.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	6	10	7
ward.D	0.07991305842619816	0.04579189508454338	0.05822157815005685	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	6	7	6
ward.D	0.07549820307955554	0.04709183344444846	0.0580038787096929	harden.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds	9	6	7
ward.D2	0.08042726364970788	0.04529835604210021	0.05795513807332163	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	5	15	8
mcquitty	0.05309680773938142	0.06375731043784542	0.05794078475118871	harden.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds	90	10	14
average	0.07835262745820544	0.04584279449354067	0.05784276653918907	harden.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	4	118	16
single	0.035003334603669736	0.16617431045259248	0.05782605706195116	harden.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.50	171	76	38
single	0.03804953230404109	0.12017486411584877	0.057798891672497216	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	128	140	39
single	0.04327037248710455	0.08641481110099222	0.05766581750185247	harden.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	55	256	40
single	0.05426761967734609	0.061505550426520963	0.05766033383378492	harden.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	9	395	41
single	0.044704144993826654	0.08117317460349197	0.057655777525167616	harden.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	tsne.20	42	284	42
ward.D2	0.06595182286788542	0.05112655388451949	0.057600549634678234	harden.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds	35	2	9
ward.D2	0.07643481630811115	0.04592762748109904	0.057378222619230056	harden.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	9	11	10
ward.D2	0.07741132922423498	0.04533254468535373	0.05718008450336387	harden.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	7	13	11
average	0.046984735519323834	0.07290337000276108	0.05714237526951569	harden.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	202	43	17
single	0.036696491377403405	0.1265655140147718	0.05689640137107251	harden.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	142	134	43
mcquitty	0.04100964910923862	0.09251321503795636	0.056828237034995184	harden.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds	350	3	15
ward.D2	0.07716117994690304	0.0449546951098131	0.056810915324734035	harden.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	8	16	12
average	0.03524736009170334	0.1440012781221337	0.05663267463802193	harden.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds	503	11	18
average	0.03254265358377879	0.21775233622202536	0.05662309781134558	harden.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds	589	1	19
single	0.05429511327285766	0.058834295093300355	0.05647363957001063	harden.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	8	427	44
ward.D2	0.07396672808400477	0.04565243620569879	0.056458534136238865	harden.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	13	12	13
single	0.04362767790288348	0.07935238047260375	0.056301162022799396	harden.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	48	292	45
average	0.07507028276441773	0.0450147263713212	0.056281267105341926	harden.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	7	124	20
ward.D	0.07740498938655162	0.04417357743308739	0.05624766571638549	harden.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	7	10	8
single	0.04473443096224327	0.07562990419313396	0.056216996894327596	harden.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	41	307	46
mcquitty	0.07331291461128375	0.04544043229698456	0.05610571187457959	harden.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	12	35	16
single	0.03277628777186949	0.19457566331494458	0.0561021614613528	harden.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	219	48	47
single	0.03822095982494769	0.10540048353828407	0.05609897174836702	harden.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	tsne.50	124	171	48
mcquitty	0.046991672772662814	0.0694863712304834	0.056066889635173624	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	mds	194	7	17
ward.D2	0.07583313591754616	0.04444358811327639	0.05604237536755396	harden.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	10	17	14
mcquitty	0.06818365581859133	0.04749319431995233	0.055988032373957504	harden.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	19	31	18
single	0.0652451460914964	0.049027167591724	0.05598529703077178	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	3	538	49
median	0.07499704841822885	0.04462793364866348	0.05595759753230729	harden.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	1	11	4
average	0.07189501630214101	0.04572778781380976	0.05590072562959529	harden.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	13	119	21
average	0.07591431548884907	0.04396280389804665	0.05568045315002028	harden.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	5	130	22
average	0.07337088247410711	0.044859995534441505	0.05567779780690613	harden.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	11	125	23
average	0.07337088247410711	0.044859995534441505	0.05567779780690613	harden.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	12	126	24
single	0.04236007042692678	0.08111867467081411	0.05565642522969751	harden.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	66	285	50
mcquitty	0.058622727526691926	0.05285903815272199	0.05559188934737591	harden.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	49	18	19
single	0.04054084229865287	0.08837350101300795	0.055583204722016714	harden.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	88	250	51
centroid	0.06097898992912768	0.051042468659966395	0.05557003491252394	harden.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	1	7	1
ward.D	0.07723723371545346	0.04339210954443624	0.055566687436398886	harden.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds	8	12	9
single	0.04508922218128735	0.07232291317623488	0.05554764660520736	harden.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	36	320	52
average	0.05280437949492867	0.05853646945145787	0.055522873706423184	harden.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds	119	70	25
average	0.0714295903410925	0.045405587455270076	0.0555192806190528	harden.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	14	121	26
single	0.05023485370784454	0.061938859786580355	0.05547626914150796	harden.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	18	391	53
complete	0.0755796420427389	0.043801233762588834	0.055460835690385395	harden.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	3	25	6
ward.D	0.07296867349412114	0.044704750106675774	0.05544236267377897	harden.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	13	9	10
average	0.07543858836392088	0.043821527082958014	0.05543905656476028	harden.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	6	132	27
complete	0.07417367410940115	0.044253759271516306	0.055434181500217374	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	5	24	7
single	0.0568803409003761	0.05402921100281309	0.055418129235629714	harden.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	6	483	54
complete	0.056223558437097185	0.05423431071604193	0.05521102228781158	harden.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	mds	81	7	8
single	0.03336358025402353	0.15838976502429689	0.05511715719101477	harden.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	204	82	55
single	0.03863458159733744	0.09553398267086075	0.055019079453484825	harden.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	116	213	56
single	0.031037223646504627	0.24188348287473752	0.055015186279348	harden.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds	250	20	57
single	0.031037223646504627	0.24188348287473752	0.055015186279348	harden.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds	251	21	58
mcquitty	0.07591515614217414	0.04294323865983943	0.054855909396096456	harden.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30	9	45	20
single	0.03033611863541311	0.2830739321940965	0.05479954689969018	harden.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.50	270	7	59
single	0.039984350547213526	0.08653772743412845	0.05469645906061823	harden.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	95	255	60
ward.D2	0.07499170209365472	0.042901645521767125	0.054579286878695434	harden.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	12	20	15
ward.D	0.07448873628395025	0.04301063328042286	0.05453318995172782	harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	11	13	11
single	0.03666465944748596	0.10528004438214776	0.0543881789139609	harden.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	tsne.50	143	172	61
ward.D2	0.07269707798760135	0.043431614369369924	0.054376767581814166	harden.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.50	17	18	16
complete	0.05982478870503438	0.049739101322390775	0.05431773600308438	harden.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	45	12	9
ward.D	0.07348651592807574	0.04297019706864363	0.05423010816742506	harden.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	12	14	12
ward.D	0.07491985652139904	0.042475934701708414	0.05421473632587821	harden.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	10	15	13
mcquitty	0.03466134048669127	0.12418093711419834	0.054195618550454724	harden.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds	539	1	21
average	0.03220795966249719	0.1699147482568541	0.05415133622792882	harden.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds	596	4	28
single	0.03883469976959172	0.08922039173158654	0.05411494514748984	harden.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	113	246	62
complete	0.07129712134669916	0.04356251154259478	0.0540813442197387	harden.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	10	26	10
average	0.07091925951956247	0.04363564348295312	0.05402837317932521	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	15	136	29
ward.D2	0.07339581063252587	0.042726722307052545	0.054011264480919835	harden.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	15	21	17
complete	0.06854726546493795	0.044329719696382656	0.05384057803584022	harden.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	18	23	11
average	0.051406920385470775	0.05645150342838779	0.05381124329039913	harden.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds	138	77	30
mcquitty	0.060130227165184326	0.04864804937318131	0.053783133049010626	harden.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	mds	38	27	22
single	0.04710085074973886	0.06261541023199141	0.0537612030446754	harden.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	24	383	63
complete	0.05887740447328039	0.049411285939719586	0.05373060209191585	harden.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	54	14	12
ward.D	0.06995824032013008	0.04360459185088759	0.053723572359867515	harden.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds	17	11	14
average	0.0446243744268867	0.067413130602115	0.05370110268875913	harden.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	mds	255	51	31
ward.D2	0.07370324858087637	0.042235264230776434	0.053698742600518184	harden.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	14	23	18
mcquitty	0.06301008064013659	0.04678289002023003	0.05369731149495964	harden.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds	30	32	23
single	0.03838636675163437	0.08908930456886117	0.05365439041666805	harden.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	120	249	64
mcquitty	0.04462907247251804	0.06722732407694981	0.05364544560554992	harden.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	mds	247	8	24
average	0.07394990344922031	0.04169430036712259	0.053323718522514905	harden.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	9	147	32
ward.D2	0.07286323357553696	0.042019934576648606	0.053301251299603586	harden.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	16	24	19
mcquitty	0.07376626517734625	0.041697112937760863	0.053278196780805656	harden.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	11	55	25
complete	0.07402221853229536	0.041578989153467236	0.053248042699279644	harden.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	6	33	13
ward.D2	0.07151449990747544	0.04232386971102956	0.05317662905181681	harden.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	18	22	20
mcquitty	0.052611757193822266	0.05372988399314028	0.053164942333914285	harden.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	96	17	26
average	0.07408109788355681	0.041345107600405974	0.053070980724172184	harden.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	8	149	33
mcquitty	0.0739352438052519	0.04135878581239444	0.05304475735074062	harden.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	10	56	27
single	0.030426306279003636	0.20651573106146512	0.05303837980999148	harden.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	266	44	65
single	0.03974712024606092	0.07954089995635352	0.05300652504217007	harden.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	100	290	66
single	0.0386896923525891	0.08373571173464932	0.05292543569846176	harden.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	115	272	67
