met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
ward.D2	0.18462470259738722	0.16919447821606393	0.17657313065924862	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	5	5	5
ward.D	0.1845594919266271	0.16837953576775566	0.17609864103239786	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	3	4	3
ward.D	0.17732124118420495	0.1684792382291326	0.17278719617302452	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	5	3	4
average	0.16145688950645068	0.18521605422722798	0.17252230693353163	stof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	12	19	9
average	0.17063415007688437	0.17357402452441084	0.1720915325991545	stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	9	30	10
average	0.15158146571374018	0.1964966755292177	0.17114119248186854	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	23	14	11
ward.D2	0.17746502556462515	0.16409095873841306	0.17051615269958126	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	6	7	6
mcquitty	0.17790936964886278	0.1618622991617468	0.16950689099292449	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	2	10	3
mcquitty	0.16779966391748538	0.17052472248487383	0.16915121860919904	stof.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	4	5	4
ward.D	0.177864332691255	0.1610877328869282	0.16906084974467728	stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	4	5	5
average	0.1591787021352019	0.17988874296423096	0.16890124397157652	stof.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	14	23	12
complete	0.1791636390500133	0.15947894527217407	0.16874917396470251	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	3	5	3
average	0.1577602488586795	0.1782667540529261	0.1673877827611176	stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	16	26	13
complete	0.17346211506435164	0.16087048171752835	0.166929185360582	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	4	4	4
ward.D	0.17432992006178652	0.1594728528240855	0.16657075340924782	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	7	8	6
ward.D	0.17440662666789516	0.15929940920787408	0.166511058256536	stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	6	9	7
average	0.15702623913731958	0.17406007389102282	0.16510497541909278	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	18	29	14
mcquitty	0.1666256102978294	0.16339796104959647	0.16499600237734552	stof.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	5	8	5
average	0.1739387304433746	0.15671264650400332	0.16487697120139785	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	6	48	15
average	0.16495351123020177	0.16477642289486374	0.16486491950804155	stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	11	37	16
average	0.14504167483070557	0.19066913398659036	0.16475472225254414	stof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	39	16	17
ward.D2	0.16961579961058196	0.1600836924247187	0.16471195225454519	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	7	8	7
mcquitty	0.1659261167542863	0.1623602814020655	0.16412383308885903	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	6	9	6
ward.D	0.1673976509671142	0.1604629149263375	0.16385694298309803	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	10	6	8
ward.D	0.1679587423515683	0.15991757170942947	0.16383955212596168	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	9	7	9
ward.D2	0.169127845518075	0.15866854107784414	0.16373132591648917	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	8	10	8
complete	0.1671967843016945	0.15917319699824656	0.16308636339117724	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	7	6	5
ward.D	0.17049763954183197	0.15474524877007118	0.16223997875894602	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	8	13	10
complete	0.17002581511371292	0.1545602777852767	0.16192460360784217	stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	5	7	6
average	0.1451004651615411	0.18310649193667572	0.16190294921846418	stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	38	20	18
ward.D	0.16420381385824634	0.15801031075591915	0.1610475374791062	stof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	11	10	11
complete	0.1692400826604233	0.1532659199630853	0.16085739026606022	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	6	8	7
average	0.14936897578575442	0.17228715664791605	0.16001159956025895	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	27	31	19
ward.D2	0.1600001265648382	0.1587435658014529	0.1593693693577371	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds	11	9	9
complete	0.16476967187577654	0.15193697925408636	0.15809334049777973	stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	8	10	8
average	0.15109503558488854	0.16505997495999541	0.15776908135815024	stof.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	25	35	20
mcquitty	0.15737956590143323	0.15804977351927557	0.1577139576994618	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	8	11	7
average	0.1523971806718091	0.1631903727920453	0.15760921147441673	stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	21	38	21
ward.D2	0.14824863179145567	0.16694590648302776	0.15704270990724062	stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	27	6	10
ward.D	0.16285632357144245	0.1506654149082235	0.1565238549665076	stof.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	13	15	12
average	0.15998510053087311	0.15273877405964956	0.15627798264453904	stof.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	13	51	22
average	0.15310108815510742	0.15916301872047806	0.1560732138187487	stof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	20	45	23
ward.D	0.15568272154020787	0.15624389951604134	0.15596280572875945	stof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	18	12	13
ward.D	0.1551225703034549	0.1567040835368274	0.15590931638403635	stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	19	11	14
average	0.14762924337137126	0.16478345949078432	0.1557353924592184	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	32	36	24
average	0.15849697845529379	0.15244497007222318	0.15541207773075255	stof.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	15	52	25
ward.D2	0.16028978368792912	0.1502781066488649	0.15512257356454928	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	10	11	11
ward.D	0.16339081985236661	0.14718598163145644	0.15486564414755022	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	12	17	15
mcquitty	0.1545000272064532	0.15459805874716837	0.15454902743128754	stof.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	9	13	8
complete	0.1616730838688944	0.14784344633004415	0.15444930118996006	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	9	12	9
ward.D	0.15693337010634134	0.15195000132489964	0.15440148613430799	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	14	14	16
mcquitty	0.14256727771804306	0.16749930467899332	0.15403091621896367	stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	16	6	9
average	0.14068681144043327	0.16808255055162305	0.15316932964671315	stof.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	48	33	26
mcquitty	0.16153263680283278	0.14526124440642804	0.1529654486050602	stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	7	19	10
ward.D2	0.16044047975963588	0.14602668676741934	0.15289462782047508	stof.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	9	14	12
ward.D2	0.15577912705062769	0.15010523740526893	0.15288955936217194	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	14	12	13
complete	0.15224349828742084	0.15321102948430843	0.15272573155202795	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	14	9	10
ward.D2	0.15696390552655953	0.1471856746122808	0.1519176078701725	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	13	13	14
ward.D	0.15675744963339688	0.1470548087047439	0.15175119591933037	stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	15	18	17
ward.D2	0.1579010852488569	0.1458712003283311	0.15164794111900107	stof.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	12	15	15
average	0.15760658672188513	0.14561166670399472	0.15137187498978344	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	17	68	27
average	0.15421865776169116	0.14855212084346184	0.15133236298214758	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	19	59	28
ward.D	0.15483220952836296	0.14742798346911926	0.1510394087985304	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds	20	16	18
ward.D	0.156569198650033	0.14559305811009365	0.15088177247366344	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	16	19	19
complete	0.15721961575016605	0.14485172771046836	0.1507824788044175	stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	11	17	11
average	0.14063311280050897	0.1625024261519506	0.15077890310292977	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	49	39	29
average	0.15121287559262125	0.15015446704205507	0.15068181274060896	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	24	53	30
complete	0.15678715183754055	0.14443884637233778	0.15035989902598165	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	12	18	12
mcquitty	0.11411601772998083	0.22009002506786343	0.15030127518088213	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	67	1	11
complete	0.15871888841124335	0.14236416640782795	0.1500973361348561	stof.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	10	20	13
mcquitty	0.15042145734341125	0.14876749186475233	0.14958990290814878	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	11	16	12
average	0.1488443934796311	0.14965458650918406	0.14924839047181432	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	29	54	31
average	0.13895976042501715	0.16090254874531365	0.14912830950503259	stof.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	53	41	32
average	0.1390490990170934	0.16051527559822024	0.14901307593117247	stof.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	52	43	33
average	0.1490199364877196	0.14885601559997866	0.14893793094108532	stof.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	28	57	34
average	0.15203964811836393	0.14589283665435293	0.1489028332364584	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	22	65	35
complete	0.1522832154528339	0.14512830057420958	0.14861969408498896	stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	13	16	14
median	0.13988322181691026	0.1584185347227262	0.14857502208227538	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	1	3	1
ward.D2	0.15543697012873398	0.14214964976586558	0.14849666878364795	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	15	21	16
ward.D2	0.1518537130032523	0.14522013345578405	0.1484628602008519	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	17	17	17
average	0.13435328600365268	0.16538545350917613	0.14826297843433164	stof.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	61	34	36
ward.D	0.15593646191999583	0.14128839260283574	0.1482514784183845	stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	17	25	20
ward.D2	0.15052641998448532	0.145573851133217	0.14800871726137044	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds	21	16	18
median	0.13290219817197088	0.1666715362864386	0.147883549171714	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	3	2	2
complete	0.15146020363459467	0.14442299351313503	0.1478579129729741	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	16	19	15
average	0.1498075115971353	0.14562666869728746	0.14768750750491896	stof.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	26	66	37
ward.D	0.15212247015863517	0.14328411714045144	0.14757107506093928	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	22	22	21
centroid	0.13797065168194722	0.15756553616857646	0.1471184958154044	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	2	4	2
mcquitty	0.1395721209069654	0.15528069980726342	0.14700796523173093	stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	21	12	13
average	0.14662671444867942	0.1469627539694747	0.14679454189536748	stof.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	36	62	38
mcquitty	0.14830425660628813	0.1446732206369075	0.14646623787796556	stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	13	20	14
ward.D2	0.1507194796244514	0.14233643819951788	0.14640805793190212	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	20	20	19
average	0.13866061779956568	0.15482191916421473	0.1462962885786545	stof.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	56	50	39
complete	0.15155823161210802	0.14112353791091972	0.14615487585358797	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	15	21	16
complete	0.1471692699431114	0.14513867308910106	0.14614691846865782	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	18	15	17
median	0.13534619521151725	0.1582679445599095	0.14591234697897676	stof.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.20	2	4	3
complete	0.14274194254216396	0.148905338314353	0.14575851476116317	stof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	23	11	18
average	0.14862139472931976	0.14285043608920164	0.14567878473640558	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	31	76	40
average	0.1427653867636037	0.14858232063632026	0.14561578439167475	stof.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	47	58	41
ward.D	0.14606157144228374	0.1449144771014652	0.14548576321734213	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds	28	20	22
ward.D	0.15354656878748751	0.1376232759939003	0.14514952144184107	stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	21	31	23
ward.D2	0.15360760222784153	0.1374963610625063	0.1451061407693685	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	16	31	20
mcquitty	0.1528457488653919	0.1380408238862899	0.1450665316126983	stof.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	10	22	15
mcquitty	0.14361963695144248	0.1464865327112745	0.1450389191703743	stof.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	15	18	16
average	0.14708025702025299	0.14300497286929859	0.14501398897695705	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	35	75	42
average	0.14371777104106745	0.1462131181567717	0.14495470625150672	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	42	64	43
ward.D	0.14761305154416504	0.1423290869583245	0.14492292122783465	stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	27	23	24
complete	0.1438816807492676	0.1457847928371509	0.1448269850589747	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	22	14	19
ward.D2	0.14554173670313994	0.14401871583999556	0.1447762209032082	stof.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	30	19	21
ward.D	0.14972348178801753	0.13977486474269094	0.1445782310435753	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	25	27	25
ward.D	0.1513255628556862	0.1380202622272451	0.14436699655881333	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds	24	29	26
ward.D	0.15200724682290656	0.13737195467340826	0.1443195123396028	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	23	32	27
ward.D2	0.15136768229421088	0.13733235784096962	0.14400885223745155	stof.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	18	32	22
complete	0.14141627196676415	0.1466470207748214	0.14398415553495494	stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds	24	13	20
average	0.14743474387461994	0.14028973497148983	0.14377352407907282	stof.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	33	80	44
ward.D2	0.14516585366026807	0.14214176196751085	0.1436378925891116	stof.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	31	22	23
centroid	0.13101547983457595	0.15885621655593024	0.14359886595304142	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	5	3	3
average	0.14721942926268333	0.14005473747187172	0.14354773873695306	stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	34	82	45
ward.D2	0.15108170366183102	0.1367073441740191	0.14353554185756065	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	19	35	24
ward.D2	0.14235528421049523	0.14443208723289738	0.14338616602030194	stof.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds	38	18	25
mcquitty	0.1337757111051151	0.15426686363941447	0.1432924240565617	stof.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	27	14	17
ward.D2	0.14896182848521172	0.1377674414414402	0.14314611122956516	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	23	30	26
ward.D2	0.1462323533783131	0.13993568798685846	0.14301474670834532	stof.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	28	24	27
ward.D	0.14520127251923576	0.14017891757215065	0.1426459012822676	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	29	26	28
centroid	0.1311954241123687	0.15608193005194906	0.14256073242536127	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	4	5	4
ward.D2	0.1485871291104531	0.1368913906458056	0.1424996791587985	stof.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	26	34	28
centroid	0.13659307718823216	0.14873277266641183	0.14240467246548227	stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	3	9	5
complete	0.1470497098029271	0.13801816186983804	0.14239086664800113	stof.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	20	23	21
median	0.12967194861502473	0.15778207629854035	0.14235256783277503	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	5	5	4
ward.D2	0.14877743841944396	0.13625564759815387	0.14224149556156598	stof.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	25	36	29
average	0.12962808125075861	0.15741926338800855	0.1421783371002793	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	74	47	46
ward.D2	0.14890142918808832	0.13575528291998748	0.14202479538894336	stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	24	37	30
ward.D	0.14482940738752742	0.13926007899141035	0.14199015225902098	stof.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	31	28	29
complete	0.14864783610068988	0.13549545397518048	0.14176724728930415	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	17	26	22
ward.D2	0.14911955717273218	0.13503237647309177	0.14172677219045232	stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	22	38	31
mcquitty	0.14958555744399857	0.13448672533295897	0.14163487955313042	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	12	27	18
ward.D2	0.14156815324600883	0.14166989561572021	0.14161900615734893	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	39	23	32
average	0.14521671970916158	0.13809185610706387	0.1415646971126307	stof.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	37	87	47
ward.D2	0.14493422419632684	0.13811442318782488	0.1414421652252798	stof.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	32	29	33
ward.D	0.14961777149313682	0.13405353370256753	0.14140866986543538	stof.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	26	41	30
average	0.1445941677887107	0.13832819814654806	0.14139179577827318	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	40	86	48
average	0.1488393811705893	0.1341067397054833	0.14108950556923777	stof.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	30	103	49
ward.D2	0.14250317348595365	0.13949830140139	0.1409847282078191	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds	37	25	34
average	0.14365984319302644	0.13757789762331982	0.14055310743161548	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	43	89	50
average	0.12805982840327296	0.15546072757031787	0.14043619537736285	stof.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	79	49	51
average	0.1435055602546381	0.1370151441577876	0.1401852677285831	stof.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	44	91	52
ward.D2	0.14323392139671207	0.13717388291925794	0.14013841884086084	stof.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	36	33	35
complete	0.14706675724063495	0.13372113378803271	0.1400767921202075	stof.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	19	31	23
mcquitty	0.14207724958517579	0.1380209231508317	0.14001971490873782	stof.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	17	23	19
ward.D	0.13564097781524864	0.1444467070085842	0.13990541992705222	stof.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds	47	21	31
ward.D	0.1377583760486038	0.1417376940097169	0.13971970731165018	stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds	41	24	32
average	0.13895768810716239	0.14034974803970368	0.13965024908083742	stof.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	54	79	53
average	0.14326158377714743	0.13560517166419503	0.13932827260272596	stof.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	46	99	54
ward.D	0.14245503458335673	0.13629047806511307	0.1393045906402288	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	33	37	33
ward.D	0.14212131641316392	0.13655258125588876	0.13928130887055543	stof.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	34	34	34
mcquitty	0.13929232399904856	0.13882382973667906	0.13905768227216894	stof.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	22	21	20
