met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
single	0.20179182509168508	0.37489075401811733	0.2623623192505347	schaal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	17	15	10
single	0.19599647148015348	0.3925581586143566	0.26145411149617587	schaal.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	tsne.10	23	11	11
single	0.2033691704433786	0.3648468747231867	0.2611633616560876	schaal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	14	21	12
average	0.18776874137140834	0.42774326283534586	0.26097562206346014	schaal.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds	118	1	9
complete	0.3056703106847615	0.22731805459551055	0.260735073779432	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	1	9	1
mcquitty	0.23254591437145528	0.2961795821444475	0.26053349876939214	schaal.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds	11	2	3
average	0.2208796286100832	0.3136528086194151	0.25921538546638717	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds	38	9	10
single	0.19816378849182326	0.3681505534380911	0.2576452793197393	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	18	20	13
average	0.2863088896940608	0.23306987991273886	0.2569607478929602	schaal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	8	34	11
single	0.19619727567676917	0.3644971474010182	0.2550884915868414	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	20	22	14
single	0.19619727567676917	0.3644971474010182	0.2550884915868414	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	21	23	15
single	0.19619727567676917	0.3644971474010182	0.2550884915868414	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	22	24	16
average	0.25788644369552693	0.25192738188850367	0.2548720859436268	schaal.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	14	26	12
single	0.19635535772459958	0.3554645697420196	0.2529715556687189	schaal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	19	27	17
average	0.2942981844945467	0.22115858310533987	0.2525393925715611	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	5	37	13
average	0.2873095489045771	0.2208220659271495	0.24971596451724964	schaal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	7	39	14
ward.D2	0.24242212018181075	0.2573674414165139	0.249671324124623	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	mds	11	3	4
average	0.18974564561262414	0.3577470782343986	0.24797023729792186	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds	114	6	15
complete	0.2839174818851199	0.21970455784347545	0.247717374939425	schaal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	2	10	2
single	0.1932723142508874	0.34420643243943033	0.24754680696589798	schaal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	25	32	18
single	0.18582575494971582	0.3702315680499197	0.24745132486687352	schaal.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	35	19	19
single	0.19411839894212848	0.3359625217648372	0.24606245681346664	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	24	43	20
single	0.2218517624588118	0.27603587323001366	0.24599544390457384	schaal.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	8	143	21
single	0.18800859445133858	0.3546154951423768	0.24573461477651257	schaal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	32	28	22
single	0.21142768806048526	0.2920737161236942	0.24529214826450915	schaal.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	10	118	23
ward.D2	0.26706587906699714	0.226405776566193	0.24506071242090474	schaal.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds	4	8	5
average	0.2839935912950181	0.2148436853235933	0.2446257832842463	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	9	45	16
mcquitty	0.2822870152005592	0.21557794438229433	0.24446329588544863	schaal.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	3	20	4
single	0.17433604620302873	0.40717137171352374	0.24414012576460686	schaal.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	79	5	24
single	0.18934209113951664	0.34276836517677867	0.24393611615279678	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	31	34	25
single	0.19166040370593979	0.33170844650697306	0.24294672770201498	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	27	47	26
ward.D2	0.2300038981659251	0.25395090210174637	0.24138492848443266	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	mds	17	4	6
single	0.1900883321427331	0.32898764760461263	0.24095398619354746	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	30	52	27
single	0.18497757497843376	0.3436530817271711	0.2405010488340209	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	36	33	28
mcquitty	0.1965685417135082	0.3081684027370039	0.24003082870876816	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	mds	63	1	5
mcquitty	0.21840800124041454	0.2653871751776635	0.23961662005205286	schaal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds	25	7	6
single	0.1791721895964622	0.358128248405329	0.23884820441153112	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	69	26	29
ward.D2	0.2633048563397945	0.2185354775769288	0.2388403314467507	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	6	10	7
single	0.20699270265744485	0.2806091423507787	0.23824374481025906	schaal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	12	133	30
single	0.167084549826921	0.412642714692227	0.2378574424333707	schaal.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	93	4	31
mcquitty	0.22457131295023744	0.2524371299345473	0.237690290611832	schaal.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	16	11	7
single	0.18712846113320017	0.32386497126954883	0.23720208458903366	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	33	58	32
ward.D2	0.2302140394316508	0.24411754271717168	0.23696202285521026	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds	16	5	8
single	0.18217618377943878	0.33844863076185683	0.23685878289107495	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	53	39	33
single	0.18217618377943878	0.33844863076185683	0.23685878289107495	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	54	40	34
ward.D	0.23353577640124953	0.23967928522978324	0.23656765180089226	schaal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds	9	2	3
single	0.18361093579652352	0.33239318269268747	0.236552465919379	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	39	45	35
single	0.1816112849343572	0.33739915636476275	0.23612432216121032	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	57	42	36
complete	0.2803439556835331	0.2027009755358858	0.23528243287508419	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	3	12	3
average	0.21665086253594903	0.25619598379224817	0.23476980463272962	schaal.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	44	24	17
mcquitty	0.2711864004193017	0.20612333869420094	0.23422043039267046	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	4	23	8
single	0.18452977060354492	0.319367393356341	0.23390801159178268	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	37	61	37
single	0.1837057369444405	0.317941230624521	0.23286347512454816	schaal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	38	63	38
ward.D2	0.26571631726769757	0.20715610498785944	0.23281018188515287	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	5	11	9
single	0.17935456745890688	0.32950846968009095	0.23227801879968726	schaal.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	67	51	39
ward.D	0.2471326147183535	0.21895259145986753	0.2321907055172477	schaal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds	5	5	4
median	0.1916855202953028	0.29438193620306996	0.23218487003074237	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds	7	2	1
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	40	67	40
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	41	68	41
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	42	69	42
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	43	70	43
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	44	71	44
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	45	72	45
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	46	73	46
single	0.1830796569380384	0.31685766812388394	0.2320698626417715	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	47	74	47
single	0.18306327932150382	0.3168293232303476	0.23204910254595779	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	48	75	48
single	0.20419188343241326	0.26841009457931697	0.2319379321051533	schaal.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	13	156	49
average	0.2588117389983239	0.21005309565397481	0.23189713943252732	schaal.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	13	48	18
single	0.17984556857041198	0.3255766911211781	0.2317014100791334	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	65	55	50
single	0.18258677527275305	0.31600463323330524	0.23144509098622854	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	50	79	51
single	0.18252362331428734	0.31589533555036453	0.23136504022268764	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	51	80	52
ward.D2	0.20512345346730487	0.26526498138108745	0.23134951896666492	schaal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds	36	1	10
average	0.1962666461256629	0.281525252814681	0.23128904986526647	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds	88	15	19
mcquitty	0.20326746575639082	0.2678696086309556	0.23113942612295915	schaal.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds	44	6	9
single	0.1823362162757761	0.3155709884426311	0.23112748501632122	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	52	82	53
single	0.18206984150702402	0.31510997114838096	0.23078983113915427	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	55	83	54
single	0.18206984150702402	0.31510997114838096	0.23078983113915427	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	56	84	55
single	0.1585347940559998	0.4191741830705882	0.23005940851816217	schaal.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	104	3	56
average	0.19197485478660808	0.28697937994495043	0.23005465155793348	schaal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds	102	14	20
single	0.17843145192009086	0.32301669799190247	0.2298795535580064	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	71	59	57
average	0.27030258553993136	0.1998705828191149	0.2298112225243926	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	10	55	21
single	0.1798764943810655	0.31571755449312783	0.22918018102030538	schaal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	64	81	58
single	0.18065192665250046	0.3126559726981075	0.22899249706594058	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	58	86	59
median	0.17561306428192164	0.32625560551904886	0.22832565598117838	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	12	1	2
complete	0.2192467931021577	0.23813698968888494	0.22830180374865758	schaal.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds	13	2	4
single	0.18006576528952137	0.3116414977655882	0.22824948503900352	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	61	87	60
single	0.18006576528952137	0.3116414977655882	0.22824948503900352	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	62	88	61
single	0.1800213029976755	0.3115645464628091	0.22819312510183748	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	63	89	62
single	0.1797857539480883	0.311156879527939	0.22789454558460798	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	66	91	63
average	0.25461303668764096	0.20604445255181905	0.22776837447481718	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	16	52	22
median	0.19862994473071208	0.2664742763214718	0.22760391491674645	schaal.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	4	4	3
complete	0.21783199082316107	0.23700562848587725	0.22701467819571458	schaal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds	15	4	5
single	0.20276237957485704	0.2554750588083521	0.22608685588316657	schaal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	15	185	64
single	0.1772251416450108	0.3110639247634283	0.2258020992865663	schaal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	75	92	65
mcquitty	0.2471087223245003	0.20693231691170744	0.22524298916115615	schaal.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds	6	22	10
average	0.1998516234170376	0.25772841932469953	0.2251297617532657	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds	74	20	23
average	0.2479528160774165	0.20613294704757684	0.2251171424315921	schaal.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	20	51	24
single	0.17223394469363523	0.32486188068209	0.2251165281791632	schaal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	83	57	66
ward.D2	0.25866814805914706	0.19917369945024738	0.22505540836490492	schaal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	7	13	11
single	0.1700328613210914	0.3311598145086947	0.2246962237516753	schaal.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	88	48	67
single	0.17803542101043315	0.3033446055417503	0.22438024670728549	schaal.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	73	104	68
ward.D	0.21757874508579325	0.2313349572920404	0.22424608309110539	schaal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	mds	19	4	5
average	0.17235933692982253	0.31919232743713705	0.22384535298442462	schaal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds	168	8	25
centroid	0.19904023131467677	0.2554436889371409	0.2237420012824734	schaal.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	6	6	3
average	0.2246719908656788	0.22165491779818475	0.22315325695225569	schaal.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds	36	36	26
single	0.18025501292475019	0.29206349685506044	0.2229254552187657	schaal.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	59	119	69
single	0.17543107421126863	0.3036201947323039	0.22237459899264628	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	78	103	70
mcquitty	0.2192566280457067	0.22469357728039657	0.2219418101714321	schaal.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	22	17	11
average	0.2558057550191714	0.19503190599841003	0.22132261024575653	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	15	60	27
average	0.24566557560339727	0.2013580250660662	0.2213159889372148	schaal.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	22	53	28
single	0.19217650385328372	0.26052359930526037	0.22119064756751106	schaal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	26	171	71
ward.D	0.27438464004679536	0.18517911846289564	0.22112407613862373	schaal.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	2	12	6
centroid	0.1855845217912235	0.27335801519703123	0.2210778580737107	schaal.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	9	3	4
average	0.2516065923532398	0.1967218054221024	0.22080467509727114	schaal.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	18	58	29
single	0.17134306788535636	0.31018450736430025	0.220747337573561	schaal.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	87	95	72
average	0.1706947454129745	0.31179616865859777	0.22061334660501108	schaal.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds	174	10	30
single	0.17218946855111672	0.3066591451721557	0.22054350256111832	schaal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	84	99	73
single	0.17397842139836195	0.30110607497378267	0.22053323144588746	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	80	109	74
average	0.18432369584421468	0.27309061618346003	0.22009399510115785	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds	129	17	31
single	0.16731760284599537	0.32058999789410375	0.2198791322893022	schaal.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	92	60	75
single	0.17301895014571084	0.29944550913685947	0.21931701569840642	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	81	112	76
centroid	0.2358731325639501	0.20471897694204608	0.21919460355633225	schaal.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	3	12	5
single	0.15009018015916822	0.4049119382997339	0.21900206772816244	schaal.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	113	6	77
average	0.15018859303683904	0.4027313527148667	0.21878630243239763	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds	238	3	32
single	0.17168049566863772	0.30133201357506495	0.21873768004195568	schaal.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	85	108	78
single	0.1657710130899674	0.3176266443784284	0.21784669333620554	schaal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	94	64	79
single	0.1762106308422777	0.2851361436706714	0.21781454874237158	schaal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	77	126	80
single	0.14912520879897756	0.40230864724202337	0.2175940427464075	schaal.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	115	8	81
mcquitty	0.17788505627951393	0.27667431734032766	0.21654476562325142	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	mds	96	5	12
ward.D2	0.20800183820074566	0.22568717895119672	0.2164839146191383	schaal.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds	34	9	12
ward.D2	0.24253265996344334	0.19519724830139393	0.2163055663056905	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	10	15	13
single	0.17704135354082326	0.2770324405243716	0.21602743380566208	schaal.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	76	141	82
average	0.2522799127563559	0.18792278734094833	0.2153968814131588	schaal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.10	17	66	33
single	0.17805089943570676	0.2720635557019415	0.21523930299725005	schaal.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	72	149	83
ward.D	0.2452963555169514	0.19148338844580703	0.2150748883253984	schaal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	7	9	7
single	0.16791374365881667	0.2990443348617632	0.21506707388246377	schaal.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	91	113	84
ward.D	0.24630930691119776	0.19056841974131147	0.21488289524533052	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds	6	10	8
single	0.16204997226644183	0.31857080701596563	0.21482379733524298	schaal.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	101	62	85
average	0.2320757884319411	0.1990624550364488	0.21430516498900556	schaal.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	tsne.20	26	56	34
single	0.1492273194445131	0.3779113414504575	0.2139653212935873	schaal.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	114	14	86
single	0.22489572462379087	0.20322447502675842	0.21351160543108325	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30	6	317	87
average	0.23168883106443625	0.1977909173100009	0.21340212943760895	schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	28	57	35
average	0.18240265037933387	0.2568749439494441	0.21332602070914178	schaal.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds	133	21	36
single	0.1525820675356078	0.3540004872235822	0.21324905779616882	schaal.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	111	29	88
average	0.2046984340418633	0.22113321600008085	0.21259867849371475	schaal.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds	65	38	37
mcquitty	0.22469214145263217	0.2015120634427053	0.21247175200722873	schaal.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds	15	25	13
average	0.24991865113093464	0.18471864485078474	0.21242831660623962	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	19	74	38
mcquitty	0.26057189966415373	0.178384592799467	0.21178414268665094	schaal.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	5	37	14
mcquitty	0.17691704086300625	0.26360224010593886	0.2117307019199008	schaal.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds	98	8	15
complete	0.19219482641679864	0.23526497405495458	0.2115600615568648	schaal.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	mds	47	7	6
single	0.187050598724331	0.24342192420303177	0.21154528681724405	schaal.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	34	216	89
