met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
ward.D2	0.19744822110138985	0.1525965731242728	0.17214895011483602	spoor.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	3	3	3
ward.D2	0.19635882041095473	0.15219574994468543	0.17147947823611415	spoor.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	4	4	4
average	0.19304491707409824	0.15394857516597452	0.17129422073443148	spoor.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	3	5	3
mcquitty	0.1908073757124527	0.15515764874444907	0.17114576148335997	spoor.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	3	3	3
average	0.18521029423905705	0.158023621963371	0.17054026504360015	spoor.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	6	4	4
mcquitty	0.1907753132656879	0.15414498144398073	0.17051508753964165	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	4	4	4
ward.D	0.19634873803770508	0.14978768603043516	0.16993659771486036	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	4	6	5
complete	0.19187572108939968	0.1524122840335968	0.16988228730990104	spoor.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	3	4	3
ward.D	0.19479324612138132	0.1506197494806758	0.16988191124766902	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	6	5	6
mcquitty	0.18748797426805747	0.1526420463449742	0.16828004776390898	spoor.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.50	8	5	5
mcquitty	0.19012584831494736	0.1506355044449278	0.1680924367566031	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	6	8	6
ward.D	0.19307272894887825	0.14823792155428162	0.16771055931599133	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	7	7	7
mcquitty	0.18861556266459192	0.15087201614060172	0.16764566359012628	spoor.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	7	7	7
ward.D2	0.19005350145656458	0.14972135597572103	0.16749366425196063	spoor.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	9	5	5
average	0.1892040419560014	0.14968887145181664	0.16714270729192918	spoor.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	4	10	5
ward.D2	0.19037028482611082	0.1489169298273032	0.16711126810724583	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	7	6	6
mcquitty	0.19057364950207226	0.14874300907297908	0.16707990816600407	spoor.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	5	9	8
ward.D2	0.19374741980646265	0.1468309498691089	0.1670576890245323	spoor.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	5	9	7
ward.D2	0.1929171152904328	0.14729783913916497	0.1670489427067335	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	6	8	8
ward.D2	0.1902938105882148	0.14816771888364763	0.16660918525381	spoor.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	8	7	9
mcquitty	0.18395998860991886	0.15222749177908554	0.16659613630700215	spoor.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	10	6	9
median	0.1815491780413687	0.15391847435607012	0.1665959284302033	spoor.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	2	2	2
average	0.18404638454321146	0.15206536995224765	0.16653438137531837	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.20	7	7	6
complete	0.1899192515762716	0.14667177310710564	0.16551714890240743	spoor.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	4	5	4
ward.D	0.18747254533669602	0.1475865140292962	0.16515547733463518	spoor.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.10	11	8	8
mcquitty	0.18689273567782602	0.1478437369419127	0.16509058743231553	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	9	10	10
ward.D	0.1883790543757416	0.14667683980910762	0.16493274621707135	spoor.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	9	9	9
ward.D	0.1876899485788099	0.1462863350152715	0.1644217032498618	spoor.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	10	10	10
ward.D2	0.18843255026818717	0.14583699834490227	0.16442082526276064	spoor.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	10	10	10
ward.D2	0.18842094321621092	0.14544969691951962	0.1641699855545636	spoor.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	11	11	11
complete	0.18776337117238942	0.14543940404897499	0.16391335748867347	spoor.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	5	7	5
complete	0.1726007340332701	0.15594735232320797	0.16385198148636218	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds	35	2	6
average	0.17988969702521188	0.15031873915777944	0.16378014297199617	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	8	9	7
ward.D	0.18960339862444459	0.14301271481571023	0.1630449980015526	spoor.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	8	14	11
ward.D	0.1864943684299545	0.1439514422837174	0.16248433142670307	spoor.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	12	12	12
average	0.1794636903533684	0.14832719887058532	0.16241663428849187	spoor.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	9	11	8
centroid	0.16354558939961816	0.15992747488136835	0.16171629745310703	spoor.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	8	2	2
ward.D	0.1834618981381727	0.14454111852182375	0.16169234193669849	spoor.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	14	11	13
average	0.15742330876798974	0.16561639551080967	0.16141595365651007	spoor.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds	79	2	9
average	0.18581649716745732	0.14251911129029202	0.16131300630945042	spoor.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	5	19	10
mcquitty	0.18262939835291617	0.14404624572085636	0.1610593239394085	spoor.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	11	13	11
ward.D	0.18327736280273305	0.1430745082058578	0.16069966730834115	spoor.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	15	13	14
mcquitty	0.17914838907379635	0.14553170689517675	0.16059974832533175	spoor.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	14	11	12
centroid	0.17288788192020638	0.14914411993960694	0.16014067451865643	spoor.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	2	5	3
ward.D	0.18428689653744057	0.14148691421911405	0.16007538642561053	spoor.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	13	16	15
complete	0.18262156541825078	0.14206475259388593	0.15981016796945638	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	7	8	7
ward.D2	0.18279951300328046	0.14191593721570825	0.15978398436501956	spoor.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	12	12	12
mcquitty	0.1774399444596337	0.1451548211274472	0.15968184326877852	spoor.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	15	12	13
complete	0.18351278286508796	0.14060868418529163	0.15922111648242296	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	6	14	8
average	0.17439498193481398	0.14622029333037334	0.1590696849534822	spoor.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30	15	15	11
ward.D	0.18045573601654136	0.14193455322340498	0.15889377020934722	spoor.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	20	15	16
ward.D2	0.18130144063280468	0.14121877676763264	0.15876938121113598	spoor.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	14	13	13
complete	0.18244333831777046	0.1404711072297627	0.15872945972879343	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	8	16	9
ward.D	0.18251741825781734	0.14041803512334985	0.15872358998811578	spoor.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	16	17	17
complete	0.1817677369907242	0.14054513047782038	0.1585203253761666	spoor.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	10	15	10
ward.D	0.18183430198601594	0.14033009218146203	0.15840871816631874	spoor.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	17	18	18
complete	0.1802253161735559	0.14099904697700746	0.15821712632481977	spoor.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	11	12	11
mcquitty	0.18037627119860408	0.14083155804786368	0.15816968949577845	spoor.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	13	19	14
ward.D2	0.18244346134320616	0.13943831639462842	0.1580680289868731	spoor.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	13	17	14
ward.D	0.18097950174077831	0.14024024927475062	0.15802646230505252	spoor.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	19	19	19
complete	0.17872177011276155	0.14161906040318964	0.15802174899901705	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	16	10	12
complete	0.1820820087134646	0.13942644261960888	0.15792459970920483	spoor.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	9	19	13
mcquitty	0.18173439593399937	0.139630414410426	0.1579242543058539	spoor.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	12	23	15
mcquitty	0.17729769731075007	0.14232167814060553	0.15789597095668848	spoor.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	16	14	16
average	0.1743363382434353	0.1442599423723305	0.15787849161197365	spoor.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.20	16	17	12
ward.D	0.18146590504791826	0.139605379186447	0.15780680320906057	spoor.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	18	20	20
single	0.14039275169923118	0.18006603156077824	0.15777358573983574	spoor.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	10	270	1
single	0.1262610522911902	0.21022935056456646	0.15776841656999177	spoor.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	tsne.50	32	185	2
complete	0.1796084432038362	0.14039795898918594	0.1576009646696599	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	14	17	14
complete	0.1797084196901759	0.14030805336236551	0.1575827537816515	spoor.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	12	18	15
complete	0.17630484272921726	0.1420053405313162	0.1573071208255424	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	24	9	16
ward.D2	0.17790715460932038	0.1409727548704265	0.15730098354175373	spoor.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	18	14	15
average	0.17714879683291157	0.14136919945471457	0.15724941061113587	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	10	21	13
complete	0.17823318364276183	0.14067059403040022	0.1572397041006687	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	19	13	17
mcquitty	0.17547492085091773	0.1421665299702112	0.15707433982361743	spoor.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	26	15	17
single	0.17236341304983682	0.14389244565151021	0.15684637841288987	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	1	492	3
mcquitty	0.1765048451600787	0.14102445089858404	0.15678237679865012	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	19	17	18
complete	0.17969280391359793	0.13904237807131667	0.15677538088426	spoor.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	13	22	18
ward.D2	0.17768386485175122	0.14024074179508705	0.156757397765741	spoor.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	21	15	16
ward.D2	0.17841589610554376	0.13973028000838095	0.15672106089904178	spoor.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	17	16	17
centroid	0.17017965902951018	0.14519067742369457	0.1566951429618317	spoor.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	3	10	4
mcquitty	0.17695725696874728	0.14038061438777608	0.15656100765697445	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	17	21	19
mcquitty	0.1758512799144026	0.1410614932484613	0.15654682445778773	spoor.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	22	16	20
ward.D2	0.18002930247864704	0.13828610383627074	0.15642064645469128	spoor.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	15	20	18
complete	0.17805566658003824	0.13937448675386443	0.1563582846970799	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.50	20	20	19
ward.D	0.17807511471361911	0.13928666499025052	0.1563104975612403	spoor.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	25	21	21
complete	0.17504647375214524	0.14111725005788686	0.15626129848518058	spoor.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	26	11	20
average	0.16771775900488609	0.1460634006423634	0.1561433851280928	spoor.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	28	16	14
centroid	0.16775628034715714	0.1459908250905811	0.1561185895107384	spoor.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30	4	8	5
ward.D	0.17912060570063906	0.138253450612565	0.15605586733584403	spoor.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.20	22	22	22
complete	0.17833604985779478	0.1386178637330549	0.15598837053509568	spoor.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	18	25	21
average	0.176747561827954	0.1395362831044502	0.1559529405020202	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	11	26	15
complete	0.17892183597548478	0.1379289389704996	0.15577363823054866	spoor.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	15	28	22
ward.D2	0.17741040104597916	0.13874761170292302	0.15571498076145368	spoor.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	22	19	19
ward.D2	0.17686421735581354	0.13905874125339743	0.15569944993259915	spoor.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	23	18	20
complete	0.17653913002889546	0.13901949784357073	0.1555487889640384	spoor.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	22	23	23
ward.D	0.17935386009911783	0.13731604673806014	0.15554470130744072	spoor.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	21	24	23
complete	0.1760228660489441	0.13908786104306567	0.15539073619838378	spoor.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	25	21	24
ward.D	0.17723254472774175	0.13803366641773882	0.15519619351803648	spoor.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	26	23	24
complete	0.1768085934924716	0.1381375117964646	0.15509891222103392	spoor.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	21	26	25
ward.D	0.1790384311961516	0.13674342518792357	0.15505848627513988	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	23	26	25
centroid	0.1653321620887034	0.1457923060118622	0.15494864364732508	spoor.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	5	9	6
average	0.17451298493479023	0.13925298105899772	0.15490178043181796	spoor.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	13	29	16
ward.D2	0.17942251415776506	0.13623024700311306	0.15487127900759393	spoor.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	16	28	21
ward.D2	0.17610345300642402	0.13819198964936383	0.1548612117913115	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	26	21	22
ward.D2	0.17776499040163704	0.1371055512640209	0.15481008083849007	spoor.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	19	25	23
ward.D	0.17815742575707252	0.13670056031815855	0.1546997122697306	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	24	27	26
mcquitty	0.17143856522712123	0.14081593446896928	0.15462567738798014	spoor.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	32	20	21
ward.D2	0.17770330884601732	0.13681700923694334	0.1546026367772398	spoor.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	20	26	24
mcquitty	0.1756535663210772	0.1379042866230322	0.15450660558399318	spoor.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.20	24	28	22
complete	0.17848956389455395	0.13607763640655612	0.15442447880617238	spoor.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	17	31	26
average	0.17124542363864254	0.14059440110851498	0.15441355380808103	spoor.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	20	22	17
ward.D2	0.17440890508917853	0.1381639245631641	0.1541849867929153	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	34	22	25
mcquitty	0.17581760593610068	0.13729040779981752	0.15418366671198283	spoor.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30	23	29	23
ward.D2	0.1749932076952133	0.13774473408273333	0.15415074182061686	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	31	23	26
average	0.17441003566012642	0.13810261793059989	0.15414724646367084	spoor.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.50	14	32	18
ward.D	0.17623375763062032	0.13688071663792262	0.15408424089385378	spoor.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	28	25	27
average	0.17157452574450313	0.13968223745306416	0.1539944925195307	spoor.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	19	25	19
average	0.17361570438699905	0.13822383412694017	0.15391138942406904	spoor.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	17	31	20
average	0.17556550455465791	0.13693781672893837	0.1538643287877998	spoor.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	12	39	21
mcquitty	0.1760188916184067	0.13637870621281462	0.153683823912764	spoor.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	21	34	24
mcquitty	0.1755228307388997	0.13663832018752786	0.15365874116972075	spoor.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	25	31	25
ward.D	0.1764843197495397	0.1360600597736271	0.1536579677475877	spoor.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	27	32	28
mcquitty	0.17645906284834298	0.13605830592214363	0.15364727567117506	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	20	37	26
ward.D2	0.1762696288065996	0.13598964628365054	0.15353167309462132	spoor.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	25	32	27
ward.D2	0.1766243334759187	0.13571134898933565	0.153488236573967	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.10	24	33	28
ward.D	0.17618190022516755	0.13597035946554473	0.15348609892284268	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds	29	36	29
ward.D	0.17557025525059375	0.136280315907435	0.15345022303887423	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	32	31	30
average	0.17048820949147167	0.13949319297194485	0.15344110657633353	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	22	27	22
median	0.15816155211194052	0.1489663907753346	0.15342632360995082	spoor.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.10	6	4	3
mcquitty	0.17070963200875075	0.13931409346461648	0.15342217820694126	spoor.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.50	34	25	27
mcquitty	0.17542212656015554	0.13624402969140428	0.15337063033754728	spoor.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	27	35	28
average	0.16956148841172702	0.13998132042181102	0.15335805170214956	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	23	24	23
centroid	0.16508304802929147	0.1431529935392874	0.15333789253016453	spoor.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	6	11	7
ward.D2	0.17360631717057792	0.13720607139219618	0.1532747189260233	spoor.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	39	24	29
ward.D2	0.17513702669293602	0.13616548320032598	0.15321185732867224	spoor.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	30	30	30
ward.D	0.17454374868993586	0.13647083107463032	0.15317693762542248	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	34	30	31
ward.D2	0.17478590094270027	0.13620824353983454	0.15310436537347547	spoor.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.50	32	29	31
ward.D	0.17595025456287564	0.1354543197348303	0.15306918398828487	spoor.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.10	30	37	32
mcquitty	0.17681035383957075	0.1349344323216319	0.15305984756128382	spoor.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	18	42	29
ward.D2	0.1759984351606754	0.13538369216961668	0.15304229675875258	spoor.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30	28	34	32
ward.D	0.1756793051367794	0.13531594069341682	0.15287828835768616	spoor.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	31	38	33
ward.D2	0.1760191200018008	0.1351149196184625	0.15287822109970708	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	tsne.50	27	38	33
complete	0.17153196878741608	0.13786386926499108	0.15286605707778927	spoor.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	39	29	27
ward.D2	0.17576455856108866	0.1352251631573532	0.15285258289160966	spoor.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.10	29	37	34
complete	0.1742030702360807	0.13612739240571556	0.15282940320093177	spoor.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	29	30	28
mcquitty	0.17401706366438097	0.13623338223408193	0.15282449042604027	spoor.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.20	30	36	30
ward.D	0.17427575291707675	0.13605133281631834	0.15280940370319812	spoor.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	36	33	34
average	0.17222435061199803	0.13729986523434146	0.15279179410530086	spoor.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	18	37	24
mcquitty	0.1689473821399566	0.13944561149872478	0.15278538423098603	spoor.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	41	24	31
mcquitty	0.16814012347311158	0.13986510803859323	0.15270478634253631	spoor.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	44	22	32
ward.D	0.17301434360624368	0.13653531267326355	0.15262538350168922	spoor.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	39	29	35
ward.D	0.1738187388342051	0.13602453684436372	0.15261659878216643	spoor.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds	37	34	36
ward.D2	0.17270749614060432	0.1364182731728944	0.15243283301704824	spoor.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.10	41	27	35
complete	0.1739481751313877	0.13564349465379127	0.15242618368797398	spoor.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	30	33	29
centroid	0.15783771339919647	0.1473530645853171	0.15241529203540188	spoor.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	11	6	8
average	0.17094525529884183	0.13744352783986305	0.15237466626787982	spoor.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.10	21	36	25
