_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
herinneren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4364813634007745	0.47595795018700865	NA	NA	BOW	NA	bound	129	lex	3_3	1	weight	5000	5000	all	4_4	NA	169	herinneren
herinneren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.4391263809661328	0.39027150653640963	NA	NA	BOW	NA	bound	129	lex	3_3	1	weight	FOC	86	nav	4_4	NA	169	herinneren
herinneren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.44327744144320713	0.38048950165702716	NA	NA	BOW	NA	bound	129	lex	3_3	1	weight	FOC	129	all	4_4	NA	169	herinneren
herinneren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.43009976408184164	0.25363706708561734	NA	NA	BOW	NA	bound	129	lex	3_3	1	selection	5000	5000	nav	4_4	NA	169	herinneren
herinneren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.43807673497792166	0.28115385040163476	NA	NA	BOW	NA	bound	129	lex	3_3	1	selection	5000	5000	all	4_4	NA	169	herinneren
herinneren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.42897152533207317	0.33011896525160483	NA	NA	BOW	NA	bound	129	lex	3_3	1	selection	FOC	86	nav	4_4	NA	169	herinneren
herinneren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.4483592159253863	0.3468480270604716	NA	NA	BOW	NA	bound	129	lex	3_3	1	selection	FOC	129	all	4_4	NA	169	herinneren
herinneren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-0.9971498837169134	0.8873479199598194	NA	NA	BOW	NA	bound	239	lex	3_3	1	no	5000	5000	nav	4_4	NA	212	herinneren
herinneren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-1.0659595481243758	1.2003760542013715	NA	NA	BOW	NA	bound	239	lex	3_3	1	no	5000	5000	all	4_4	NA	212	herinneren
herinneren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.9573532067360025	0.9602164847047471	NA	NA	BOW	NA	bound	239	lex	3_3	1	no	FOC	170	nav	4_4	NA	212	herinneren
herinneren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.9588482586326742	0.9275524926812309	NA	NA	BOW	NA	bound	239	lex	3_3	1	no	FOC	239	all	4_4	NA	212	herinneren
herinneren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	1.0761011072603386	0.7494341903123133	NA	NA	BOW	NA	bound	226	all	3_3	1	weight	5000	5000	nav	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	1.0882559319488703	0.7049068797803062	NA	NA	BOW	NA	bound	226	all	3_3	1	weight	5000	5000	all	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.987747359927125	0.7539370250322431	NA	NA	BOW	NA	bound	226	all	3_3	1	weight	FOC	86	nav	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.9532920400651422	0.716341230710594	NA	NA	BOW	NA	bound	226	all	3_3	1	weight	FOC	226	all	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.8107504161969804	0.7010792823492824	NA	NA	BOW	NA	bound	226	all	3_3	1	selection	5000	5000	nav	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	0.8561500040220088	0.8686504439837894	NA	NA	BOW	NA	bound	226	all	3_3	1	selection	5000	5000	all	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.5309510264384147	0.9028056908032623	NA	NA	BOW	NA	bound	226	all	3_3	1	selection	FOC	86	nav	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.5701863620637628	0.7832702374744572	NA	NA	BOW	NA	bound	226	all	3_3	1	selection	FOC	226	all	4_4	NA	239	herinneren
herinneren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.8784472936568833	0.9447403107345674	NA	NA	BOW	NA	bound	387	all	3_3	1	no	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.7460819814345345	1.6435469349038838	NA	NA	BOW	NA	bound	387	all	3_3	1	no	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.4620087402477107	1.114632843202731	NA	NA	BOW	NA	bound	387	all	3_3	1	no	FOC	170	nav	4_4	NA	240	herinneren
herinneren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.4826804637885079	0.9115392998729113	NA	NA	BOW	NA	bound	387	all	3_3	1	no	FOC	387	all	4_4	NA	240	herinneren
herinneren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-1.6547761432371444	0.13870894090478167	NA	NA	BOW	NA	nobound	370	lex	10_10	1	weight	5000	5000	nav	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.9702777123140678	0.09662889919701449	NA	NA	BOW	NA	nobound	370	lex	10_10	1	weight	5000	5000	all	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.7053354281933604	0.21473723339891485	NA	NA	BOW	NA	nobound	370	lex	10_10	1	weight	FOC	256	nav	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.7012341814072796	0.21354263388566372	NA	NA	BOW	NA	nobound	370	lex	10_10	1	weight	FOC	370	all	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.6937641699762955	-0.14332125215171335	NA	NA	BOW	NA	nobound	370	lex	10_10	1	selection	5000	5000	nav	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.9730944792212854	-0.7669803739986265	NA	NA	BOW	NA	nobound	370	lex	10_10	1	selection	5000	5000	all	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.6882102878278735	-0.05236351650370652	NA	NA	BOW	NA	nobound	370	lex	10_10	1	selection	FOC	256	nav	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.6768516389761414	-0.034110570445579254	NA	NA	BOW	NA	nobound	370	lex	10_10	1	selection	FOC	370	all	4_4	NA	231	herinneren
herinneren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-2.030031324647673	-0.5100449791098526	NA	NA	BOW	NA	nobound	967	lex	10_10	1	no	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-2.119126588304406	-1.3938343197218237	NA	NA	BOW	NA	nobound	967	lex	10_10	1	no	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.9865052558664407	-0.43704265096274053	NA	NA	BOW	NA	nobound	967	lex	10_10	1	no	FOC	722	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.9470573401434577	-0.44233515131963025	NA	NA	BOW	NA	nobound	967	lex	10_10	1	no	FOC	967	all	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	1.1356740707452073	-0.13612455565216428	NA	NA	BOW	NA	nobound	556	all	10_10	1	weight	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	1.1925263613959316	-0.2196235644213194	NA	NA	BOW	NA	nobound	556	all	10_10	1	weight	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.92461064510125	-0.17239824445532567	NA	NA	BOW	NA	nobound	556	all	10_10	1	weight	FOC	256	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.8978915478341484	-0.176203474820657	NA	NA	BOW	NA	nobound	556	all	10_10	1	weight	FOC	556	all	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.20529701353251303	-0.6316964880300722	NA	NA	BOW	NA	nobound	556	all	10_10	1	selection	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.24121035747513497	-1.64225986926004	NA	NA	BOW	NA	nobound	556	all	10_10	1	selection	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.11570784383068572	-0.698606645267677	NA	NA	BOW	NA	nobound	556	all	10_10	1	selection	FOC	256	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	-0.059603628658327	-0.7012035186021959	NA	NA	BOW	NA	nobound	556	all	10_10	1	selection	FOC	556	all	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	-0.2695184716224358	-1.4997306719889567	NA	NA	BOW	NA	nobound	1391	all	10_10	1	no	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	-0.842310523638499	-2.2862151767232035	NA	NA	BOW	NA	nobound	1391	all	10_10	1	no	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.36768657164879404	-1.3040640954172988	NA	NA	BOW	NA	nobound	1391	all	10_10	1	no	FOC	722	nav	4_4	NA	240	herinneren
herinneren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	-0.3869994323939954	-1.3829506100590505	NA	NA	BOW	NA	nobound	1391	all	10_10	1	no	FOC	1391	all	4_4	NA	240	herinneren
herinneren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-1.1260175631560405	0.44882269354094495	NA	NA	BOW	NA	nobound	250	lex	5_5	1	weight	5000	5000	nav	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-1.2667135888470817	0.6261285057287118	NA	NA	BOW	NA	nobound	250	lex	5_5	1	weight	5000	5000	all	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-1.1381135497306576	0.5413700721441572	NA	NA	BOW	NA	nobound	250	lex	5_5	1	weight	FOC	173	nav	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-1.1388646267788267	0.5322894893587272	NA	NA	BOW	NA	nobound	250	lex	5_5	1	weight	FOC	250	all	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-1.127254986103453	0.3201811533945849	NA	NA	BOW	NA	nobound	250	lex	5_5	1	selection	5000	5000	nav	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-1.2992830391531676	0.14908900504218275	NA	NA	BOW	NA	nobound	250	lex	5_5	1	selection	5000	5000	all	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-1.1098734440605895	0.40619408573204874	NA	NA	BOW	NA	nobound	250	lex	5_5	1	selection	FOC	173	nav	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-1.1057038417612048	0.3973073532993674	NA	NA	BOW	NA	nobound	250	lex	5_5	1	selection	FOC	250	all	4_4	NA	215	herinneren
herinneren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-1.6622736774760625	0.5489781872579893	NA	NA	BOW	NA	nobound	513	lex	5_5	1	no	5000	5000	nav	4_4	NA	236	herinneren
herinneren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-1.9407176702968647	-0.8847008315456993	NA	NA	BOW	NA	nobound	513	lex	5_5	1	no	5000	5000	all	4_4	NA	236	herinneren
herinneren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.6115029761066328	0.5896655451559812	NA	NA	BOW	NA	nobound	513	lex	5_5	1	no	FOC	380	nav	4_4	NA	236	herinneren
herinneren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-1.5746563369209103	0.5714001160680815	NA	NA	BOW	NA	nobound	513	lex	5_5	1	no	FOC	513	all	4_4	NA	236	herinneren
herinneren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	1.05311797594856	0.39155709879532186	NA	NA	BOW	NA	nobound	387	all	5_5	1	weight	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	1.1004399598463115	0.3749832263587498	NA	NA	BOW	NA	nobound	387	all	5_5	1	weight	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.8264920396848138	0.3690274156816131	NA	NA	BOW	NA	nobound	387	all	5_5	1	weight	FOC	173	nav	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.8175746269380371	0.34837991588689554	NA	NA	BOW	NA	nobound	387	all	5_5	1	weight	FOC	387	all	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.47531992957059443	0.22485125424730745	NA	NA	BOW	NA	nobound	387	all	5_5	1	selection	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	0.42494579648154174	0.6098098368457336	NA	NA	BOW	NA	nobound	387	all	5_5	1	selection	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.23375774291590687	0.28740154150824565	NA	NA	BOW	NA	nobound	387	all	5_5	1	selection	FOC	173	nav	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.2678633062779542	0.21757718112135238	NA	NA	BOW	NA	nobound	387	all	5_5	1	selection	FOC	387	all	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.323660301885514	-0.9028559489829833	NA	NA	BOW	NA	nobound	758	all	5_5	1	no	5000	5000	nav	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	-0.2966697375730845	-2.1392528650259086	NA	NA	BOW	NA	nobound	758	all	5_5	1	no	5000	5000	all	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.12759475573333184	-0.7632940807011332	NA	NA	BOW	NA	nobound	758	all	5_5	1	no	FOC	380	nav	4_4	NA	240	herinneren
herinneren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.10898460717109838	-0.6490062229352059	NA	NA	BOW	NA	nobound	758	all	5_5	1	no	FOC	758	all	4_4	NA	240	herinneren
herinneren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.5000568187341379	0.31727816733961806	NA	NA	BOW	NA	nobound	142	lex	3_3	1	weight	5000	5000	nav	4_4	NA	174	herinneren
herinneren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.4979997047943129	0.5253074293029568	NA	NA	BOW	NA	nobound	142	lex	3_3	1	weight	5000	5000	all	4_4	NA	174	herinneren
herinneren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.503939161354468	0.43583561960660683	NA	NA	BOW	NA	nobound	142	lex	3_3	1	weight	FOC	97	nav	4_4	NA	174	herinneren
herinneren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5124093592135928	0.429864819636926	NA	NA	BOW	NA	nobound	142	lex	3_3	1	weight	FOC	142	all	4_4	NA	174	herinneren
herinneren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.5071509274870513	0.2873552615577572	NA	NA	BOW	NA	nobound	142	lex	3_3	1	selection	5000	5000	nav	4_4	NA	174	herinneren
herinneren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.5209676322087178	0.3338783586949043	NA	NA	BOW	NA	nobound	142	lex	3_3	1	selection	5000	5000	all	4_4	NA	174	herinneren
