measure	globqual	meanclassqual	classqual_gekleurd_1	classqual_gekleurd_2	classqual_gekleurd_3	model	technique
kNN	0.7902912621359223	0.6733064774731441	0.8761904761904762	0.6238636363636364	0.5198653198653198	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.061106122091704	1.1026161282442302	1.0380381841228865	0.9422745336723936	1.3275356669374108	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.04267195616467341	-0.013720549788056473	-0.056459049512319844	-0.1807944991223536	0.19609189927050402	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6394656446949156	0.4404302346205997	0.7907783376880726	0.23233465606306444	0.298177710110662	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7005295675198587	0.5548735655878513	0.8072974644403216	0.49772727272727274	0.3595959595959596	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.2628673202012461	1.3228381489389769	1.224071543276112	0.9556027063369458	1.788840197203873	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.05644504999260645	0.05088308656366002	0.06910487816373272	-0.27752721055510515	0.3610715920823525	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7016848568892459	0.5383023124048304	0.8404420965197494	0.2162541506859821	0.5582106900087596	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.726010101010101	0.5968799801678648	0.8339554485249849	0.41122994652406414	0.5454545454545454	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.2062642467475568	1.1400297419303154	1.26241896317147	1.0133452391255122	1.144325023493964	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.06790753273009588	-0.011676453305788278	0.1349888390522278	-0.14824115304277155	-0.02177704592682109	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6629772012796458	0.4796094624553002	0.8153152400499059	0.25385555402396154	0.36965759329203307	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7039562289562289	0.5561020562892963	0.8260084286574353	0.4053475935828877	0.436950146627566	gekleurd.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.5376840260923783	1.7993642651905704	1.3308975971659789	1.6970537711044005	2.3701414273013315	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.1201327171585898	0.15928558565827394	0.09310019297344702	-0.012305238925907529	0.3970618029272824	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7452021296976594	0.606242645511599	0.8604465872042261	0.4431678392028629	0.5151135101277082	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.775084175084175	0.6688272574571379	0.8621312462372065	0.5871657754010695	0.5571847507331378	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.056052726906056	1.0657750237153407	1.0514451334631316	0.938965263535214	1.2069146741476766	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.03150980661519488	-0.021528282819288033	-0.036294371537452255	-0.14955444739801232	0.12126397047760049	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.647705650653888	0.4447941119623811	0.8157206233243529	0.2173644432720042	0.3012972692907862	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6829966329966329	0.5567270655713296	0.7854304635761589	0.5	0.38475073313782987	gekleurd.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.3350515929813411	1.4527552041265062	1.2546822689427863	1.1324330559355742	1.9711502875011582	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.07306531841487271	0.04675286647871782	0.09745270321560837	-0.21338884131873803	0.2561947375392831	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7374795053668032	0.5638195917829227	0.8700819741385507	0.3117687547634251	0.5096080464467924	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7571476850287259	0.6112409568659569	0.8675189393939394	0.4531818181818182	0.513022113022113	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.3258973351750756	1.4766924379493522	1.217937595162354	1.3243984331841203	1.8877412855015823	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.06265470707513861	0.04649658133313272	0.07867396355969347	-0.16715622550597858	0.22797200594568326	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7207958503282187	0.5635448343494649	0.84005589618079	0.37731440582592474	0.47326420104167993	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7332206826630618	0.5866424378924379	0.8441287878787879	0.42636363636363633	0.48943488943488944	gekleurd.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1589317494722517	1.2012667102307024	1.1280903131117623	1.1860124133681949	1.2896974042121503	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.009685309904677225	0.013186928466275217	0.008632624325120764	-0.06548582193069796	0.09641398300440285	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6780015793640912	0.5089803927148311	0.8039664684685154	0.42359954832480795	0.2993751613511698	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7140925988509631	0.5511206661206661	0.8348484848484848	0.505	0.31351351351351353	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0475613325976854	1.114364247785046	0.9984077667264669	1.115454374011625	1.229230602617046	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.07819028158529696	-0.007372728045782296	-0.13042607661229233	4.096471807529497e-4	0.1078982452941925	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.580480049943037	0.3658520178922849	0.7415951297165395	0.19743811418990104	0.15852280977041405	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.619533626225076	0.4411382405132405	0.752935606060606	0.3277272727272727	0.24275184275184275	gekleurd.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.3677648991071267	1.5548702939422852	1.2301035600147485	1.5538108672671684	1.8806964545449383	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.06813568759723539	0.08982818761739632	0.05365483944804213	0.0113056387383623	0.20452408466578453	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7721043426969645	0.6495430628615356	0.8650866828301337	0.5013689493852974	0.5821735563691757	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7597496706192358	0.6284569827215286	0.8581449007844947	0.5339246119733925	0.4933014354066986	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0251467930315863	1.2503085106086989	0.8605207489590971	1.1941818609432364	1.6962229219237628	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.11748122374243852	-0.029196510445926676	-0.18041444797264	-0.13683944480921031	0.2296643614440703	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7326114177979808	0.5695281148881433	0.8560478153218021	0.387647859609279	0.46488866973334864	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7527667984189723	0.61495415240748	0.8562990309183203	0.5024390243902439	0.48612440191387557	gekleurd.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1292519749815617	1.3019773809085629	1.0033301598197437	1.2395427533318681	1.6630592295740765	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.042494351811761026	0.012740808378880189	-0.0810643140874933	-0.09722243844231675	0.21650917766645061	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6841486272752073	0.49956473705828686	0.8234855366451678	0.31348025891027886	0.3617284156194139	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7063241106719368	0.5488266937899748	0.8243654822335025	0.4350332594235033	0.38708133971291864	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	0.9821540030079228	1.0831104173799329	0.9066142387001159	1.1494177651852977	1.1932992482543852	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.0974289509051295	-0.028837849593601268	-0.14866225842552744	0.011474497837888682	0.05067421180683495	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6068894305708343	0.42060969747399907	0.7465839621270212	0.2817091157726712	0.23353601452230488	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6318181818181818	0.46243092057131924	0.7584679280110752	0.35609756097560974	0.2727272727272727	gekleurd.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.4431570679009067	1.6061486513401944	1.327131321279944	1.4071320560636733	2.084182576676966	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.11861764568715194	0.08238589401930542	0.15019513006151716	-0.17231090194473087	0.26927345394112995	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7449143182707205	0.6110888639974683	0.8460109043634877	0.4731325115880852	0.5141231760408319	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7730314295370058	0.6444292588042588	0.8696022727272728	0.5418181818181818	0.5218673218673219	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.339967871017558	1.5025241652333456	1.221492365329793	1.4466194455679233	1.8394606848023205	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.07108198081887973	0.08409314658783254	0.06319727362241409	-0.0029546141483149813	0.1920367802893985	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7494297316567392	0.6357509276645797	0.8358107172071289	0.49252789259651114	0.5789141731900992	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.774721189591078	0.6587871962871963	0.8617424242424242	0.5681818181818181	0.5464373464373464	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.2464152655094323	1.4451489469209184	1.0963855175131163	1.644806033094106	1.594255290155533	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.010520713953789104	0.022422629391674553	-0.034704822453187296	0.020087854732961947	0.081884855895249	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7387085623102995	0.5928778488220148	0.8477928321646526	0.49842435223525244	0.4324163620661391	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7564041906049341	0.6050658613158613	0.8691287878787879	0.5318181818181817	0.4142506142506142	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0391336216425957	1.0974655332561158	0.9965307682236603	1.0820003185873521	1.2138655129573348	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.07567898369131684	-0.0014145749135281672	-0.13019241849626734	-0.006934643547055184	0.13288333730273802	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.5966639858745924	0.39800251309494317	0.7463153584574418	0.215150895274395	0.2325412855529928	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.654275092936803	0.5035205091455092	0.7660037878787879	0.45954545454545453	0.285012285012285	gekleurd.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.3350515929813411	1.4527552041265062	1.2546822689427863	1.1324330559355742	1.9711502875011582	gekleurd.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.07306531841487271	0.04675286647871782	0.09745270321560837	-0.21338884131873803	0.2561947375392831	gekleurd.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7374795053668032	0.5638195917829227	0.8700819741385507	0.3117687547634251	0.5096080464467924	gekleurd.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
