measure	globqual	meanclassqual	classqual_huldigen_1	classqual_huldigen_2	model	technique
SCP	0.8544041202974278	0.8199200334609005	0.9008995182792626	0.7389405486425383	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8602870813397129	0.8253579418344519	0.9073825503355705	0.7433333333333333	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.607611700193765	1.663314292166966	1.5325070818029325	1.7941215025309991	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.3087307444709838	0.32830045888957327	0.2823446126706385	0.37425630510850805	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8587979098704085	0.8284824458467674	0.8996726928236323	0.7572921988699025	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8586341887777295	0.8235651820215579	0.9059182428309945	0.7412121212121212	huldigen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.5758734916227866	1.6290401341711633	1.5041881308834024	1.753892137458924	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.3047411107940596	0.3230888212916919	0.2800026247298362	0.3661750178535476	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.892347826821778	0.8596145228088634	0.9364826187493034	0.7827464268684234	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8981296215745976	0.8715375228798048	0.9339841366687004	0.8090909090909091	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.4164731586794321	1.3559798915998043	1.4980371142924136	1.2139226689071951	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.24719213788963373	0.2128435083424602	0.293504896829643	0.13218211985527745	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8020959433034512	0.7413198175572973	0.8840412813881531	0.5985983537264414	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8160069595476294	0.7615405735204392	0.8894447834045149	0.6336363636363637	huldigen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5564017008184312	1.650984847685724	1.4288738623456767	1.8730958330257714	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.28914323798413527	0.32333184684624905	0.24304623727117292	0.4036174564213252	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.856837397920771	0.8359597878248082	0.8849869845670129	0.7869325910826034	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8635928664636798	0.8286719544437665	0.9106772422208663	0.7466666666666667	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.6009766042125322	1.6987053126375073	1.46920755914515	1.9282030661298644	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.3053849926912789	0.3416795008790545	0.2564485771571994	0.42691042460090967	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.846809666988902	0.8149132574629732	0.8898160618553229	0.7400104530706233	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8623749456285341	0.8286322961155176	0.9078706528370958	0.7493939393939394	huldigen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3705038502079376	1.3777924844767604	1.3606764781600864	1.3949084907934346	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.2164008880639917	0.21833611643664455	0.21379159138176312	0.22288064149152598	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.792039333389381	0.7472316527188007	0.8524541837317368	0.6420091217058645	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8073945193562418	0.7575818588570267	0.8745576571079927	0.6406060606060606	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.2875352952779011	1.2211020346809778	1.3771082309142024	1.065095838447753	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.18140212347856427	0.13706552127562346	0.24118181184207993	0.03294923070916699	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7437109940432232	0.6784366808513249	0.8317213039648839	0.525152057737766	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.7416267942583732	0.6743502135448445	0.8323367907260525	0.5163636363636364	huldigen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4673698398384956	1.5303645896881202	1.3802494411102915	1.6804797382659487	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.25462932472186045	0.28190019566179647	0.21691429044322547	0.34688610088036753	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.804952456324184	0.7656459156368818	0.8593125657853469	0.6719792654884166	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8060064935064934	0.7635501605312927	0.8647226986849629	0.6623776223776223	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.4156620023913558	1.4536698265926522	1.3630979901980733	1.544241662987231	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.2294143546757529	0.24934501371121714	0.20185067728628114	0.29683935013615315	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7997144976525814	0.7583350071739274	0.8569414525698686	0.6597285617779862	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.786038961038961	0.7368342349474425	0.8540880503144654	0.6195804195804195	huldigen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3152468468640983	1.3216639565830854	1.3063721206569885	1.3369557925091824	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.1897241689973354	0.19200269548576243	0.18657301534312784	0.19743237562839702	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.7596172629266428	0.7033117466151544	0.8374865939957225	0.5691368992345862	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.7686688311688311	0.7143457800061573	0.8437964551172098	0.5848951048951049	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.2724678061742694	1.215975725131108	1.3505951522977904	1.0813562979644258	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.17296122008486645	0.13630001297891442	0.22366288948671495	0.048937136471113904	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7133888736838258	0.6357138549003938	0.820811772001338	0.4506159377994494	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7147727272727272	0.6467801381008927	0.8088050314465408	0.48475524475524473	huldigen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.5975970932467283	1.603613562843284	1.5894097325586323	1.6178173931279356	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.3161814168500646	0.3214593703502896	0.3089990471384182	0.333919693562161	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8461998271970254	0.8046658115969808	0.9027203432713128	0.7066112799226488	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8366812227074236	0.7988811708834018	0.8881204684885666	0.7096418732782369	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.4830210410769549	1.477602950231272	1.4903941131556164	1.4648117873069273	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.270632576850443	0.27091632210185196	0.2702464492918247	0.27158619491187924	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8084931379197114	0.758193654631117	0.8769419193021286	0.6394453899601054	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8180230250099245	0.7761843194916256	0.8749581706636921	0.6774104683195592	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5256692409173944	1.5676982759499194	1.468475090151484	1.6669214617483548	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.29753853530974983	0.3161980914267974	0.27214614966593254	0.36025003318766224	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8908824736786697	0.8672557385306519	0.9230343194471065	0.8114771576141971	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8828900357284637	0.8568329699673816	0.9183491355270497	0.7953168044077135	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.361854206406699	1.3382372954210062	1.3939926832119718	1.2824819076300409	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.22224063039367614	0.20963478580660327	0.23939497560495054	0.17987459600825603	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7689827607332769	0.7303264808732206	0.821587182810879	0.6390657789355624	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.7935688765383089	0.7508915141374706	0.8516452872281093	0.650137741046832	huldigen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6653006653613476	1.7852643955425274	1.5020510531560307	2.0684777379290242	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.3234680260172617	0.3672743254674232	0.26385532985827914	0.47069332107656725	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8820695704575181	0.8564180840481543	0.9169767478393327	0.7958594202569759	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8721714966256451	0.8450413223140496	0.9090909090909091	0.78099173553719	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5572231730991475	1.6737911204610905	1.3985946261736166	1.9489876147485645	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.28038159484162495	0.3280229211035685	0.21555009930990796	0.44049574289722904	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8480014640686953	0.8200420165381448	0.8860493720484134	0.7540346610278761	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.836919412465264	0.8056059761023509	0.879531511433352	0.7316804407713499	huldigen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.559710366579557	1.6512984416909666	1.4350750478712473	1.8675218355106857	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.2996557798128282	0.33661531540588974	0.24936032931505372	0.4238703014967258	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.8881340484964713	0.8663250469236026	0.9178122774409936	0.8148378164062117	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.886780468439857	0.8611232233095033	0.9216954824316788	0.8005509641873279	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.324910105761789	1.3336670844633445	1.3129933924771977	1.3543407764494915	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.20210669605907225	0.20672458999098514	0.19582255173935573	0.21762662824261458	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7778792124155615	0.7276230018673984	0.8462691071821341	0.6089768965526625	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7864231838030965	0.7383308827257516	0.8518683770217512	0.6247933884297521	huldigen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.856497631338666	1.9059036499728421	1.7892646987643233	2.022542601181361	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.39506997970985425	0.4052455245796345	0.38122284648499866	0.4292682026742703	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8761901707582367	0.8604890103904295	0.8975566982690669	0.8234213225117921	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8804287415641128	0.8536285892950701	0.9168990518683771	0.7903581267217631	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.8435303126845193	1.8962249211982134	1.771822185634956	2.0206276567614707	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.38618567635055556	0.40048065779565234	0.36673271190980533	0.43422860368149935	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.878046480161322	0.8496040238459517	0.916751678446156	0.7824563692457474	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8709011512504963	0.8467719582889689	0.9037367540435025	0.7898071625344353	huldigen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.748316217201809	1.7746686911830054	1.712455118588222	1.8368822637777888	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.3800043416652713	0.3841475901944147	0.3743661065534474	0.39392907383538206	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8962167918697749	0.8805202002461191	0.9175771021205231	0.8434632983717151	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8994839221913458	0.8791453294799642	0.9271611823759063	0.831129476584022	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.5460460811587662	1.4790474543395082	1.6372194702323957	1.3208754384466208	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.3042984789062121	0.26971098048892383	0.3513660025256146	0.18805595845223302	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8418337630068932	0.7907067589863355	0.9114086550761058	0.6700048628965651	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8411274315204446	0.8006109618212239	0.8962632459564974	0.7049586776859504	huldigen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5975970932467283	1.603613562843284	1.5894097325586323	1.6178173931279356	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.3161814168500646	0.3214593703502896	0.3089990471384182	0.333919693562161	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8461998271970254	0.8046658115969808	0.9027203432713128	0.7066112799226488	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8366812227074236	0.7988811708834018	0.8881204684885666	0.7096418732782369	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.4830210410769549	1.477602950231272	1.4903941131556164	1.4648117873069273	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.270632576850443	0.27091632210185196	0.2702464492918247	0.27158619491187924	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8084931379197114	0.758193654631117	0.8769419193021286	0.6394453899601054	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8180230250099245	0.7761843194916256	0.8749581706636921	0.6774104683195592	huldigen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5256692409173944	1.5676982759499194	1.468475090151484	1.6669214617483548	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.29753853530974983	0.3161980914267974	0.27214614966593254	0.36025003318766224	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8908824736786697	0.8672557385306519	0.9230343194471065	0.8114771576141971	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8828900357284637	0.8568329699673816	0.9183491355270497	0.7953168044077135	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.361854206406699	1.3382372954210062	1.3939926832119718	1.2824819076300409	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.22224063039367614	0.20963478580660327	0.23939497560495054	0.17987459600825603	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7689827607332769	0.7303264808732206	0.821587182810879	0.6390657789355624	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.7935688765383089	0.7508915141374706	0.8516452872281093	0.650137741046832	huldigen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.6108910129234861	1.7225299486246657	1.4589699870208501	1.986089910228481	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.30328146873404443	0.34884431714520037	0.2412784172879353	0.4564102170024655	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8434536978921117	0.8141522147340552	0.8833278811587452	0.7449765483093652	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8455736403334656	0.8115212357822508	0.8919129949804796	0.731129476584022	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5062556900990993	1.6160296974382702	1.356872504854042	1.8751868900224984	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.25568166723069685	0.3038253606725908	0.1901665380107999	0.41748418333438175	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7730706564997019	0.7219857834629166	0.8425882156837807	0.6013833512420526	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.7974593092497022	0.7564112964559144	0.8533184606804238	0.6595041322314049	huldigen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3664530569977922	1.4282403427671935	1.2823713897652047	1.5741092957691822	huldigen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.21688484121667242	0.24904879239648947	0.17311534064207604	0.3249822441509029	huldigen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.8235011695508612	0.7799389094596795	0.8827817709120568	0.6770960480073022	huldigen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
