measure	globqual	meanclassqual	classqual_both	classqual_haten_1	classqual_haten_2	model	technique
SCP_k10_b0	0.45633252305076316	0.33994574489018226	0.0442640748099652	0.4760572373887833	0.49951592247179827	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5268650631879331	0.4090590484282073	0.11022727272727273	0.5409090909090909	0.5760407816482582	haten.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.1317041430319845	1.09750607394491	1.0109127629238017	1.1337663448739443	1.147839114036984	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.0037426647258276403	-0.0325429065035719	-0.12178847755599966	-0.02830510913002526	0.052464867175309196	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5165265142277786	0.3858192376228776	0.052429236336878224	0.5559288710704522	0.5490996054613024	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5524663677130045	0.4165337015009912	0.0715909090909091	0.5703636363636363	0.6076465590484282	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0598707977006563	1.1229502030913414	1.2800405492021696	1.0903053325252618	0.9985047275465928	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.10688675223458306	-0.040300692921645	0.1322668513439995	-0.16243716454856785	-0.09073176556036663	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.45013091717554504	0.3439059546862073	0.07277459542676887	0.4845898200414341	0.47435344859041895	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5112107623318386	0.397981733220051	0.11022727272727273	0.5316363636363636	0.5520815632965166	haten.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1174572279390986	1.0698623437614472	0.9548215143298243	1.0601751252508727	1.1945903917036447	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.012190276956785703	-0.04230763836349395	-0.17367421807479036	-0.05753360065141568	0.10428490363572418	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4806412362425502	0.35635408418154324	0.042612236348166306	0.48434507655718273	0.5421049396392806	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5242694805194805	0.38523456790123456	0.031818181818181815	0.5565454545454546	0.5673400673400674	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1200724248850253	1.0672441093584255	0.9412355860951442	1.037149292141371	1.2233474498387615	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.014605987378112343	-0.04678736529965089	-0.1937934422914674	-0.07523135487113143	0.12866270126364615	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4830420718796579	0.3587664401278531	0.04158489960559123	0.5266364670833295	0.5080779536946386	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5211038961038961	0.39526150392817055	0.07727272727272727	0.5285454545454545	0.5799663299663299	haten.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1139364737209756	1.0862462845712346	1.0148869412173385	1.1315534369482978	1.1122984755480678	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.0049364223955002656	-0.03329376127305945	-0.10302120803608342	-0.025433612069941006	0.02857353628684607	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.534267827436111	0.3965205181715907	0.04637874552405251	0.5662262442117095	0.57695656477901	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5664772727272727	0.4245942760942761	0.06477272727272727	0.5898181818181818	0.6191919191919192	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0356897842757238	1.0779052501137432	1.1798771490756033	1.0872614555168902	0.9665771457487358	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.09910360242230074	-0.05003671195341824	0.07544304949017121	-0.11918103542598692	-0.106372149924439	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.44147223057074114	0.33107333331397204	0.04981711173144385	0.4743507583235095	0.4690521298869627	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.4868506493506493	0.3666408529741863	0.06136363636363636	0.5114545454545455	0.5271043771043771	haten.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0855995928421869	1.0407617642545457	0.9380392369731442	1.0138787926373087	1.1703672631531843	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.006451439249641633	-0.04644394723381741	-0.1704368232903999	-0.0604909521300415	0.09159593371898919	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.47323713016745866	0.3534203424154901	0.05280660955073841	0.4457405612858287	0.5617138564099031	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5392207792207792	0.41425148925148925	0.09772727272727273	0.5292929292929293	0.6157342657342657	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1147819602518365	1.0520971519063869	0.9010152245219513	1.0614828559982343	1.1937933751989747	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.029305507676177327	-0.04211969040226704	-0.21658491409565653	-0.01685911264905567	0.10708495553791109	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.45815453312639554	0.34321992310643257	0.05603653662112451	0.42435348785749677	0.5492697448406765	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5263203463203463	0.42266770266770265	0.1590909090909091	0.5246464646464646	0.5842657342657342	haten.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.1363013741185561	1.0689657311401548	0.8911642241025686	1.176540559271822	1.139192410046074	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.03865005560125558	-0.03942084744652006	-0.2417757909984278	0.06146096630597971	0.06205228235288792	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5177045811052754	0.38195248716277413	0.03911916367809158	0.5006233970718321	0.6061149007383987	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5800865800865801	0.44599520849520846	0.10568181818181818	0.5737373737373738	0.6585664335664335	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0696367057411431	1.05695564713842	1.0267213001847542	1.0567842346634755	1.0873614065670305	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.01684840357135253	-0.03757287810108688	-0.08325850078462388	-0.06127322489344091	0.03181309137480416	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4908983747721423	0.36962230174546057	0.06566510807077569	0.46106928087182514	0.5821325162937809	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5317748917748918	0.4211447811447811	0.1431818181818182	0.5088888888888888	0.6113636363636363	haten.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.0459316509299472	1.016168136553632	0.9492580411222684	0.9902931636203323	1.108953204918295	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.0026820969962953038	-0.03533180376418786	-0.10860690418545849	-0.0644910597774465	0.0671025526703414	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.42237267982443066	0.316690421331273	0.04783790165776479	0.42138666759595994	0.4808466947400943	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4786147186147186	0.3716342916342916	0.09999999999999999	0.47434343434343434	0.5405594405594405	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.093432527514282	1.0464745482066702	0.9393488404647987	1.0154664501128297	1.1846083540423824	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.02045649715157073	-0.036673712671734505	-0.17015650506351926	-0.054592164987237464	0.1147275320355532	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.44496836220088964	0.3343558280416935	0.053046824042571376	0.44339584079109073	0.5066248192914184	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5115151515151515	0.409990934990935	0.15227272727272725	0.507070707070707	0.5706293706293706	haten.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0961117522537576	1.0419397096533083	0.902420918914649	1.1063343267181436	1.1170638833271325	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.027815118651410443	-0.028981069397429633	-0.17490928430587507	0.03633917500876917	0.05162690110481701	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5083860467485795	0.37566528817806055	0.03797640126015671	0.5074697702470998	0.581549693026925	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5549783549783549	0.4271160321160321	0.10454545454545454	0.5367676767676768	0.640034965034965	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0557642388464639	1.079556819699209	1.1413493039886398	1.0480356312425312	1.0492855238664556	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.05392863532460534	-0.027897901734948844	0.04833609137638142	-0.11662199744703455	-0.0154077991341934	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5106507468694885	0.3858669019952863	0.06677880099590237	0.5198058637355231	0.5710160412544334	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.547965367965368	0.4492430717430717	0.19886363636363635	0.5422222222222222	0.6066433566433567	haten.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0619780934376395	1.0246778933188816	0.9435109109442547	0.9772435185029116	1.1532792505094782	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	4.0126825597755754e-4	-0.04078138265299553	-0.13179880116594297	-0.08393962515049325	0.09339427835744964	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4295618422210204	0.3186389921113523	0.03876826477997139	0.4305622485813105	0.48658646297277514	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.4742285237698082	0.3516957399049598	0.042045454545454546	0.47852998065764024	0.5345117845117845	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0831427660003192	1.0362438092541	0.9330706681584552	0.9839549814057802	1.1917057781980644	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.008678557350150553	-0.04420968634125343	-0.16331829005339116	-0.08504151371335333	0.11573074474298418	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4644185728269693	0.34545319798488394	0.049416363655080994	0.43837727246825947	0.5485659578313113	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5123436196830692	0.3944005659431191	0.09659090909090909	0.5148936170212766	0.5717171717171717	haten.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0881828880616242	1.0332693577518537	0.8924802849251275	1.1033725786467707	1.103955209683663	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.028870828291089664	-0.029761911170144404	-0.17965042257164307	0.04222422071477352	0.048140468346436344	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4649243685740037	0.34345406957058316	0.03918522705791562	0.4514689501719927	0.5397080314818412	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5285237698081735	0.3946808510638298	0.05909090909090909	0.5158607350096711	0.6090909090909091	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0401422172650023	1.0405330928066692	1.0350035318972726	1.082956697931516	1.0036390485912188	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.042434416504385605	-0.04180405582050746	-0.037996488706892054	-0.05700959477530622	-0.03040608397932412	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4788372528426995	0.35810692593463617	0.0497331168552845	0.5046197237448176	0.5199679372038064	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5085904920767306	0.3745095756620579	0.035227272727272725	0.516247582205029	0.572053872053872	haten.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.1307204919766634	1.0764871987871032	0.9455736975448061	1.0186147278667061	1.2652731709497975	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.013390205447301315	-0.04504791438242453	-0.18687914946302225	-0.09343482825320892	0.14517023456895758	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.48585221323494016	0.36019618771963646	0.04129488846747263	0.5096786859203547	0.529614988771082	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5160404040404041	0.3932569232734158	0.08181818181818182	0.5361853832442067	0.5617672047578589	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.139002384996624	1.0728392584128623	0.9114548981605691	1.0326939187353288	1.2743689583426894	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.025611859323567444	-0.04661991625971029	-0.22401625675702244	-0.06843642045612752	0.1525929284340191	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4474007681886362	0.33329100004197143	0.04398357978704484	0.4637464820817222	0.49214293825714733	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5116767676767676	0.3906010350897651	0.08409090909090909	0.5206773618538324	0.5670348343245539	haten.LEMMAPATHweight.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.1331687722872836	1.0940231510360476	0.9977363604939723	1.0848897825961907	1.1994433100179795	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.013150945062216925	-0.030986813234440472	-0.1389540114435267	-0.05218292917865407	0.09817650091885935	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5030659037642049	0.37760328966705503	0.059772000288247494	0.5163151219896078	0.5567227467233098	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.545050505050505	0.411152689623003	0.07159090909090908	0.5657754010695187	0.5960917587085811	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.054132675346485	1.087552359754434	1.1706676685475	1.0787395380783522	1.0132498726374504	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.06992772042700762	-0.04087603200234212	0.035466030864950183	-0.12297559707711449	-0.03511852979486206	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.45072455383336896	0.3392709371190351	0.05758579606895193	0.45052775208552626	0.5096992632026272	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.48347474747474745	0.36507085700323744	0.0659090909090909	0.4816399286987522	0.5476635514018692	haten.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.088940231737664	1.0706093500084726	1.0296153738552372	0.9918100381837445	1.190402637986436	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.026107017344095356	-0.04090633869598768	-0.0726189837896007	-0.12970565882738508	0.07960562652902274	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4654733852946733	0.3459032507358062	0.04328847998496354	0.4728360232521234	0.5215852489703316	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5055353535353535	0.37759827522059514	0.05227272727272727	0.5413547237076649	0.5391673746813933	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1124040211708257	1.0664493620040567	0.9560650422942658	1.0074843182176534	1.2357987255002512	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.009847365253872245	-0.03573073028212324	-0.14511707583042038	-0.095913540422912	0.13383842540696267	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4930284241291054	0.3656240988083711	0.043709915774144396	0.4912675905982534	0.5618947900527155	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5243636363636364	0.3843805009967736	0.029545454545454545	0.5431372549019607	0.5804587935429056	haten.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0624492672146264	1.053274181873325	1.0320960467045162	1.0258374015870906	1.1018890973283688	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.033861728467074165	-0.037994409790884205	-0.04475110288779983	-0.10099325499847156	0.03176112851361878	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4652705026463119	0.34627243336527647	0.04566368281963081	0.46243857564943414	0.5307150416267645	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.49123232323232324	0.3618520276986467	0.03409090909090909	0.5049910873440285	0.5464740866610025	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0295183807728847	1.071986721711717	1.1770689365340687	1.0705657541923659	0.9683254744087162	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.09625203647614483	-0.048129251182000336	0.0747721318286261	-0.11940908373889915	-0.09975080163572796	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4375929411968562	0.32875889204127323	0.05324741983413202	0.4455354742100077	0.4874937820796799	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.47014141414141414	0.3482850772707837	0.038636363636363635	0.5003565062388592	0.5058623619371283	haten.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0759950218648573	1.0551002515587053	1.009865079506398	0.961669874829037	1.1937658003406815	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.026809240193438628	-0.04245235395708399	-0.07505841068334368	-0.13171676925174375	0.07941811806383547	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.47382589922626345	0.3526330714382527	0.04442926705153076	0.5134948920195801	0.4999750552436471	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5269509251810136	0.3985021786492374	0.0715909090909091	0.5729055258467023	0.551010101010101	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0857674055317552	1.0538808209887327	0.9811441614152687	0.9681149166613261	1.212383384889603	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.011447735900677347	-0.041925309235280504	-0.11147187899756264	-0.12353316848367317	0.1092291197753943	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.49764194406118106	0.370287705736693	0.046698856009146444	0.5349737580033554	0.5291905031975771	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.515526950925181	0.39912606456724103	0.10340909090909091	0.5490196078431372	0.544949494949495	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.037886636901159	1.0459859606413038	1.0707528632953542	0.9713013141579917	1.0959037044705657	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.05930579225627028	-0.03993620381723976	0.013115894673224559	-0.12381388280087624	-0.009110623324067589	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4319429056135551	0.32184137326006457	0.04478239823260403	0.4229212716996491	0.49782044984794055	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.4843925985518906	0.3679070112893642	0.07386363636363637	0.4889483065953654	0.5409090909090909	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0100664274479183	1.061613668337115	1.188452727345624	1.0583608370330446	0.9380274406326761	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.10492100582510097	-0.04533964452532534	0.10489358640320798	-0.10468457647128725	-0.13622794350789674	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4220996279034429	0.31907478376264814	0.05734891806689914	0.45160226179419505	0.4482731714268502	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.46315366049879325	0.35155723905723907	0.06931818181818182	0.47575757575757577	0.5095959595959596	haten.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.1307204919766634	1.0764871987871032	0.9455736975448061	1.0186147278667061	1.2652731709497975	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.013390205447301315	-0.04504791438242453	-0.18687914946302225	-0.09343482825320892	0.14517023456895758	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.48585221323494016	0.36019618771963646	0.04129488846747263	0.5096786859203547	0.529614988771082	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5160404040404041	0.3932569232734158	0.08181818181818182	0.5361853832442067	0.5617672047578589	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.139002384996624	1.0728392584128623	0.9114548981605691	1.0326939187353288	1.2743689583426894	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.025611859323567444	-0.04661991625971029	-0.22401625675702244	-0.06843642045612752	0.1525929284340191	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4474007681886362	0.33329100004197143	0.04398357978704484	0.4637464820817222	0.49214293825714733	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5116767676767676	0.3906010350897651	0.08409090909090909	0.5206773618538324	0.5670348343245539	haten.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
