measure	globqual	meanclassqual	classqual_hemels_1	classqual_hemels_2	model	technique
SIL	0.020195677939081728	0.008992313776583702	-0.12544805617339272	0.14343268372656012	hemels.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.5814208667557498	0.5705202003565495	0.43971220356614626	0.7013281971469527	hemels.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5507575757575758	0.5412587412587413	0.42727272727272725	0.6552447552447552	hemels.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0610048478724743	1.062549348358157	1.0095214983497223	1.1155771983665916	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.03912783919275133	0.04028530784268727	5.45550861553595e-4	0.080025064823820935	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.5061246526741459	0.5056944755505113	0.5204638901286313	0.49092506097239136	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.5581641659311563	0.557763293310463	0.5715265866209263	0.5439999999999999	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.0466861485127015	1.0481297090250539	0.9985674647676211	1.0976919532824867	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.03160739287152836	0.032720578555308764	-0.005498796587818518	0.07093995369843605	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.5704580108703273	0.5696902198918607	0.5960510434858769	0.5433293962978446	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5867608120035305	0.5865231560891938	0.5946826758147513	0.5783636363636363	hemels.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.068446443740802	1.069721497649907	1.0259446467706392	1.1134983485291747	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.046186367480084076	0.04711788054802884	0.01513593188192539	0.07909982921413229	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.4738367695852579	0.4741709799058196	0.4626964255665349	0.48564553424510426	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.5238305383936451	0.5237118353344768	0.52778730703259	0.5196363636363637	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.013182206831526	1.0132353692524054	1.0114101261355501	1.0150606123692605	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.008887518987531743	0.008906928847458846	0.008240523656628331	0.00957333403828936	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.46696074848261354	0.4660605931543159	0.49696592609253504	0.4351552602160968	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5053839364518976	0.504639794168096	0.530188679245283	0.47909090909090907	hemels.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0904110668527631	1.0916428046929467	1.0489425595665829	1.1343430498193103	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.060411812880576926	0.061285524270407114	0.030996862756293913	0.09157418578452031	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.5399652379193356	0.5391697833298216	0.5667455424329749	0.5115940242266682	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.5753496503496504	0.5749505791700665	0.5887850467289719	0.5611161116111612	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.076622900933745	1.077311451983007	1.0534416822752488	1.1011812216907653	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.05249868547900637	0.05299453245781814	0.03580517052567676	0.07018389438995952	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.54496647620234	0.5449184730914682	0.5465825809350221	0.5432543652479145	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5676573426573427	0.5673326211125785	0.578589634664401	0.556075607560756	hemels.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0733673133156996	1.0742940574360538	1.0421669279304355	1.106421186941672	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.049097392027051844	0.0497449381732247	0.027296671772565624	0.07219320457388378	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5146148303579609	0.5148516666138613	0.506641343075977	0.5230619901517456	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.5442307692307692	0.5441388998712955	0.5473237043330501	0.540954095409541	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0158086907675112	1.0145477210623441	1.0582613375081338	0.9708341046165544	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.011139338275911442	0.009949669291659614	0.05119152741238964	-0.03129218882907041	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.47552856732373794	0.47441520441473595	0.5130117852601385	0.4358186235693334	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5263111888111888	0.5257526687248164	0.5451146983857265	0.5063906390639064	hemels.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.054737920814308	1.0571572538174308	0.9740934873768875	1.140221020257974	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.03502693286250302	0.03703280780605813	-0.03183556525600073	0.10590118086811699	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.5768838430635023	0.5764465442122426	0.5914604714388205	0.5614326169856648	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.6045895851721095	0.6047581475128645	0.5989708404802744	0.6105454545454545	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.0568583489001628	1.0589633615333545	0.9866912611271036	1.1312354619396054	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.03715745937596914	0.03888138299219284	-0.020306661164820803	0.09806942714920648	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.5946752698957863	0.594060778413005	0.6151583193218312	0.5729632375041789	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.6228596646072374	0.623041166380789	0.6168096054888508	0.6292727272727272	hemels.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.048014604868729	1.0500994323280293	0.978520356225396	1.1216785084306624	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.03036026170595419	0.032051088302403115	-0.026000624842343154	0.09010280144714938	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.5419925087261966	0.5421553464041284	0.5365645861284698	0.5477461066797872	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.5700794351279788	0.5702058319039451	0.5658662092624357	0.5745454545454546	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0135371571130043	1.0134271285939112	1.0172047744161103	1.0096494827717122	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.009238899712151085	0.00909531893540915	0.014024925603548934	0.004165712267269366	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.46079994746289776	0.4604324352734113	0.47305035377911303	0.4478145167677096	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.5070609002647838	0.5065883361921097	0.5228130360205832	0.49036363636363633	hemels.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.063265372731856	1.0650478729717003	1.0038486980703814	1.1262470478730193	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.04193033399588763	0.043281937395071364	-0.0031231126435699343	0.08968698743371266	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.5624612751905679	0.5612728090783188	0.6020768122655372	0.5204688058911003	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.6111209179170344	0.6108473413379074	0.6202401372212692	0.6014545454545455	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.047592626580612	1.0492222699249159	0.993271181770482	1.1051733580793497	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.032110133794375356	0.033393671547519835	-0.010674457977107251	0.07746180107214692	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.6021700359737933	0.6011227452861219	0.637079725562844	0.5651657650093996	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5956751985878199	0.5954991423670669	0.6015437392795884	0.5894545454545455	hemels.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0675627121277869	1.0687598838217292	1.0276569889963754	1.109862778647083	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.04628203030308421	0.047165134760192524	0.016845215066140447	0.0774850544542446	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.49481047303181463	0.4948342648871086	0.49401741118868264	0.49565111858553457	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.5405119152691968	0.5402349914236706	0.5497427101200686	0.5307272727272727	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0063706479904295	1.0063342204358006	1.0075848998113939	1.0050835410602073	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.003869360559670288	0.003813652403283317	0.005726299105902655	0.0019010057006639788	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.45419435450557055	0.4529914589057388	0.49429087449996445	0.41169204331151305	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5144748455428066	0.5137770154373928	0.5377358490566038	0.4898181818181818	hemels.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0481797324069724	1.0488937565471055	1.0241409196891516	1.0736465934050596	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.032384709086687606	0.03289521027785796	0.015197835650618932	0.050592584905096986	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.5510115630974849	0.550904395800341	0.5546195287679968	0.5471892628326853	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.5715034965034965	0.5710002775978533	0.588445199660153	0.5535553555355536	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.036974554088783	1.0372191659896282	1.028739286760324	1.0456990452189323	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.02579777989077876	0.025970889067620684	0.019969770937100773	0.03197200719814059	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.5154658408443823	0.5146812702959225	0.5418797159758618	0.48748282461598313	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5491258741258741	0.548533358008698	0.5690739167374681	0.5279927992799279	hemels.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0590275306771046	1.0588004119822552	1.0666738600703707	1.0509269638941394	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.04170943622226341	0.04139292897401824	0.05236518024651756	0.03042067770151892	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5657533986436805	0.5647090463099229	0.6009132605468498	0.528504832072996	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.5759615384615384	0.5756159728122345	0.5875955819881054	0.5636363636363636	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.003098590406515	1.0011932680387599	1.0672444434542696	0.93514209262325	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	3.7708439899852803e-4	-0.0014519748047570648	0.06195541092543674	-0.06485936053495087	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4751540511099645	0.4743206829764971	0.5032107782700347	0.44543058768295946	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5215034965034965	0.5208375043111788	0.5439252336448598	0.4977497749774977	hemels.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0718155936824432	1.0730412800320006	1.010531276204574	1.135551283859427	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.046069382273447944	0.04707215342865426	-0.004069175486868259	0.09821348234417679	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.583057058669831	0.5828911604205713	0.5913519711328168	0.5744303497083258	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.5957219251336898	0.5956748251748252	0.5980769230769231	0.5932727272727273	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.0859782330836054	1.0870237517317363	1.0337023006770631	1.1403452027864094	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.05543079927625437	0.05626414728379179	0.013763398899383163	0.09876489566820042	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.5616304120591	0.5613669060897595	0.5748057105261243	0.5479281016533948	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.5989304812834224	0.5988741258741259	0.6017482517482518	0.596	hemels.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.0587171333587175	1.0599023846595093	0.9994545683191296	1.1203502009998891	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.03864920939361328	0.03962409983690834	-0.01009531277113954	0.08934351244495621	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.5246330534574696	0.5250626356700914	0.5031539428263789	0.5469713285138038	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.549554367201426	0.5497587412587412	0.5393356643356643	0.5601818181818181	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0190278402295596	1.0184288201956118	1.048978841926947	0.9878787984642765	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.014077754742676089	0.013509760755468316	0.042477454103064714	-0.015457932592128085	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.5223565725494922	0.522945932430122	0.4928885785179999	0.5530032863422442	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.530837789661319	0.5307902097902097	0.5332167832167832	0.5283636363636364	hemels.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.093286393916815	1.0935088555484014	1.0821633123374985	1.1048543987593042	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.0627449774506444	0.06287345382816764	0.05632115857448228	0.069425749081853	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.5067714068661164	0.5069144131063668	0.49962109485360184	0.5142077313591317	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.5670231729055258	0.567125874125874	0.5618881118881118	0.5723636363636363	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.075169328135043	1.0755631961643517	1.0554759266695988	1.0956504656591048	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.04997005294819254	0.05022529090310336	0.03720815520265167	0.06324242660355504	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.5184951926537565	0.5188344678389042	0.5015314333963716	0.5361375022814368	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5476827094474153	0.5476748251748251	0.548076923076923	0.5472727272727272	hemels.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.083665028121166	1.0839411529029115	1.069858789033877	1.098023516771946	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.058448404226770626	0.05864230522144129	0.04875335449323751	0.06853125594964507	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.5178221600668896	0.5177466912277772	0.521595602022515	0.5138977804330394	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.563903743315508	0.5638986013986014	0.5641608391608391	0.5636363636363636	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0174943573401196	1.0171848834159793	1.0329680535471375	1.0014017132848212	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.012554050152986251	0.0122323934436342	0.028636885620588866	-0.004172098733320467	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.4754510503481022	0.475022726954097	0.49686722004836337	0.45317823385983064	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5068627450980392	0.5064405594405594	0.5279720279720279	0.4849090909090909	hemels.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0732777725581952	1.0733822647876146	1.0697598675010775	1.0770046620741514	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.04896620462202344	0.048989943718858356	0.0481669883619148	0.04981289907580191	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.5123106553971732	0.5124527481904237	0.5075268646910757	0.5173786316897718	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.5536713286713286	0.553763974528294	0.550552251486831	0.556975697569757	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0481026368572086	1.0476235281949828	1.0642326284854746	1.031014427904491	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.03299718774090066	0.03248918152965801	0.05010006351940295	0.014878299539913075	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.5120992720550536	0.5123308700307856	0.5043021402054116	0.5203595998561595	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5377622377622377	0.5375842257122909	0.5437553101104503	0.5314131413141314	hemels.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0618552175557627	1.0610991629296258	1.0873090566357082	1.0348892692235432	hemels.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.0428053541496166	0.04210312270537868	0.06644714610562656	0.017759099305130796	hemels.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5121623733174788	0.512101171403602	0.5142228377513309	0.5099795050558731	hemels.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds
