measure	globqual	meanclassqual	classqual_hoopvol_2	classqual_hoopvol_1	model	technique
SCP	0.6162379495371956	0.5660593606690646	0.4003753408214625	0.7317433805166668	hoopvol.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.659012987012987	0.6161254477475357	0.47451564828614007	0.7577352472089314	hoopvol.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.1033334748402746	1.1155189787139579	1.1557541330138559	1.07528382441406	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.06704852715139563	0.07444708051445117	0.09887626614718177	0.05001789488172059	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6338270782598989	0.5947957589302113	0.46591876114350717	0.7236727567169156	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6486233766233767	0.612862446727848	0.4947839046199702	0.7309409888357257	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.166181153789985	1.1775651110788345	1.2151536492967334	1.1399765728609357	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.10026940764127167	0.10691990929980938	0.12887911288932075	0.08496070571029803	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6143341040139464	0.5711998724520101	0.42877552295505034	0.7136242219489698	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6565194805194805	0.6201702094281905	0.5001490312965723	0.7401913875598086	hoopvol.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0553381571923452	1.0478370895540228	1.0230694133897498	1.0726047657182955	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.04217968366524864	0.03488533241690378	0.010800210370482085	0.05897045446332548	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6056564392663775	0.561141701584309	0.414159077162385	0.7081243260062331	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6451948051948052	0.6103001542604649	0.49508196721311476	0.725518341307815	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.1010968932954905	1.1347182310138086	1.2457320819705195	1.0237043800570977	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	0.059849636266186064	0.08414609847896827	0.16437026616268313	0.003921930795253421	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.637324811868082	0.5909132355269278	0.43766746458915456	0.744159006464701	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6591168831168831	0.616066619604152	0.47391952309985097	0.7582137161084529	hoopvol.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0749208442741596	1.0579604698428864	1.0070793465490666	1.1088415931367062	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.055236651393367295	0.04175026722046007	0.001291114701738386	0.08220941973918175	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6270177367099667	0.5672482555203431	0.3879398119514721	0.7465566990892141	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6530522617479139	0.6130434782608696	0.4930171277997365	0.7330698287220027	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1259410032599269	1.1406154302592428	1.1846387112571906	1.096592149261295	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.07912406655177785	0.08706734425316481	0.11089717735732574	0.0632375111490039	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6360914892302522	0.5886881624832132	0.4464781822420967	0.7308981427243298	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6736934563021519	0.6337285902503293	0.5138339920948617	0.7536231884057971	hoopvol.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0637522211513553	1.0849421764619993	1.148512042393932	1.0213723105300667	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.04077736044238285	0.057970687457250404	0.10955066850185306	0.00639070641264774	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6352751648269268	0.5879247205515554	0.44587338772544155	0.7299760533776694	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6632411067193675	0.6194993412384716	0.4882740447957839	0.7507246376811594	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0416359909122903	1.0357295543369103	1.0180102446107702	1.0534488640630504	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	0.033256282243660826	0.028160885826053462	0.012874696573231368	0.043447075078875554	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6746665551045704	0.6223541801094291	0.4654170551240055	0.7792913050948528	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6939833113746157	0.6493412384716732	0.5154150197628459	0.7832674571805006	hoopvol.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.0025997933223003	1.0401152568802912	1.1618491080174453	0.918381405743137	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.008719022104183375	0.024066836817954573	0.13045360352448385	-0.0823199298885747	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6155464854260133	0.5704491337789811	0.4241128294549379	0.7167854381030243	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.652715837621498	0.6177908455181182	0.5044628099173554	0.7311188811188811	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1177888432597458	1.146285403280977	1.2387538327376253	1.0538169738243288	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.07118193255283932	0.09200381469680938	0.1595686975721408	0.024438931821477956	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6376781648377204	0.6047785311292728	0.4980225768508406	0.711534485407705	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6668953687821613	0.6332247298156388	0.5239669421487603	0.7424825174825175	hoopvol.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.2087253107779266	1.2277576478469219	1.2895156395605996	1.165999656133244	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.12041007222962305	0.1325220000400198	0.17182396987375614	0.09322003020628342	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6836223658854106	0.6451514422178806	0.5203172205212014	0.7699856639145597	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7016580903373356	0.6710123966942149	0.5715702479338843	0.7704545454545454	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.081601401977401	1.1030610643789756	1.1726954791106157	1.0334266496473354	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	0.04907235838716669	0.06622073975013215	0.12186548743812212	0.010575992062142187	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6346454746365552	0.5772464571517852	0.39099250245630723	0.7635004118472631	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6553459119496855	0.6090543547361729	0.45884297520661155	0.7592657342657343	hoopvol.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.0423407835781784	1.0379923182559185	1.0238819920061368	1.0521026445057002	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.035012195417897796	0.03017620886907838	0.014483925986174566	0.045868491751982196	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6472888926808992	0.5972990494000876	0.43508710895826996	0.7595109898419051	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.6779874213836478	0.6408471074380165	0.5203305785123967	0.7613636363636364	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1586784996432793	1.166992979600884	1.1939726186469892	1.140013340554779	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.10252984210801543	0.10885652165433937	0.12938595120261503	0.0883270921060637	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6677489956471713	0.6263622650544445	0.49206654741682065	0.7606579826920683	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6897655803316181	0.6578719008264462	0.5543801652892562	0.7613636363636364	hoopvol.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0571975313791417	1.0850443134558807	1.1754042797865243	0.9946843471252373	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.0339715252399639	0.05640721874842557	0.12920875482690322	-0.016394317330052085	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6764451175013124	0.6421311949097606	0.5307860175208474	0.7534763722986737	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6763865065751858	0.6399348378893833	0.5216528925619834	0.7582167832167832	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0099359613277041	1.03931712326236	1.1346559956625697	0.9439782508621503	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	4.602231241120364e-4	0.026111339446247123	0.10934659445072628	-0.057123915558232034	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6311626143401273	0.583570775955488	0.4291401167073725	0.7380014352036034	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.673642081189251	0.6278687221869039	0.47933884297520657	0.7763986013986014	hoopvol.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0839481395227997	1.0788034284713865	1.0639835891740326	1.0936232677687405	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.05919495885195967	0.05459850086478782	0.041357957707710696	0.06783904402186494	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6043263338219824	0.5450834528477038	0.3744285867576178	0.7157383189377898	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.65765426283561	0.6086613386613386	0.4675324675324675	0.7497902097902097	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.048419768662268	1.0935875441520309	1.2236977033986602	0.9634773849054012	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.026256209360517552	0.06092794343769191	0.16080323712268668	-0.038947350247302864	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6522511220664419	0.6066840418449647	0.4754236465801125	0.7379444371098169	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.6781912388130005	0.6407881007881008	0.533044733044733	0.7485314685314686	hoopvol.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.2036056807538311	1.2075582435705248	1.2189439842215977	1.196172502919452	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.12453831922491138	0.12655670287757365	0.13237085280240682	0.1207425529527405	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6697502500809179	0.6293194780214665	0.5128547167158825	0.7457842393270505	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7033443240697127	0.6663014763014763	0.5595959595959595	0.773006993006993	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0370534251626353	1.0463364359523657	1.073077049122783	1.0195958227819484	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	0.026348547393284724	0.03383362060368726	0.0553951001500707	0.012272141057303827	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6157594240922819	0.5492011765995601	0.3574736875533616	0.7409286656457587	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.647197362223269	0.5953957153957153	0.44617604617604617	0.7446153846153846	hoopvol.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	0.9896953803842333	1.04876502802811	1.2026057587050196	0.8949242973512004	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.022125180712271094	0.029578934773408477	0.16423690587347506	-0.1050790363266581	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7066821352083551	0.6444514287254908	0.48237805030308606	0.8065248071478955	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7241273494438051	0.6747638429061751	0.5462017434620174	0.8033259423503326	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0056811328024329	1.0442863156253184	1.14482948407613	0.9437431471745067	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.004084335539069258	0.029450004077222692	0.11678669077020282	-0.05788668261575743	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7069747462528672	0.64166467868134	0.471571425775275	0.8117579315874052	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7154583812811661	0.6569601798135043	0.5046077210460772	0.8093126385809313	hoopvol.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0331819424680906	1.0630697713742594	1.1409095016024131	0.9852300411461057	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.01807432439501846	0.04165317865921929	0.10306184306158846	-0.019755485743149885	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.653982736849282	0.5985924365702019	0.4543341819972131	0.7428506911431907	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6838511699271193	0.6299760046168332	0.4896637608966376	0.7702882483370288	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	0.9789642466264483	1.0291132838594357	1.159721215993699	0.8985053517251722	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.02879418348322142	0.016520746031682416	0.1345387492737946	-0.10149725721042978	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6340108204507859	0.565936297315851	0.38864330849189965	0.7432292861398024	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6694284618335251	0.6096733286760015	0.4540473225404732	0.7652993348115299	hoopvol.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.055261611956005	1.0795352468547135	1.1423300849622415	1.0167404087471852	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.03740555844629492	0.055232184791743695	0.101348892076709	0.009115477506778394	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7331939745595872	0.6685673482049069	0.5013810756786686	0.8357536207311452	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7546218487394958	0.7047103664289218	0.5755915317559153	0.8338292011019284	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.021823017828655	1.065469693495472	1.1783817457639767	0.952557641226967	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.006111545122219433	0.04374546494269861	0.14110277926089473	-0.05361184937549752	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.711059560007532	0.6394724036004134	0.4542795424602585	0.8246652647405682	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7431627196333078	0.6954043548813162	0.5718555417185553	0.8189531680440771	hoopvol.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	0.9970049525203891	1.0536969555773874	1.2003567026161437	0.907037208538631	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.01593775043765679	0.03261971435142954	0.15823576456667462	-0.09299633586381555	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7027015110078165	0.6523368942900175	0.5220458206070159	0.7826279679730191	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7373567608861726	0.6904532246499868	0.5691158156911581	0.8117906336088154	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0386144109362527	1.0994112208722115	1.2566899248369747	0.9421325169074486	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	0.010866723971743781	0.05914126924562366	0.18402541897587812	-0.06574288048463081	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6264860939704064	0.5606069835872558	0.3901805893351922	0.7310333778393195	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6779220779220779	0.6191192120457376	0.4669987546699875	0.7712396694214876	hoopvol.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.042204196723253	1.090732212324103	1.217118362844998	0.964346061803208	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.019178929450162804	0.05661978954396851	0.15413060099706688	-0.04089102190912986	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6967320628078661	0.629117412473473	0.45302211434983347	0.8052127105971124	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.714614499424626	0.6612565683564682	0.5222914072229141	0.8002217294900221	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1513649860991975	1.208614859417323	1.3577161778392537	1.059513540995392	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.08812810508311436	0.12370099083482085	0.21634685812223223	0.03105512354740946	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.722613907781959	0.6757613104714126	0.5537386119813085	0.7977840089615169	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7460682777138473	0.7019500045560854	0.5870485678704856	0.8168514412416852	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	0.9992587680273473	1.0241431218010113	1.088951823387367	0.9593344202146556	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.0036646369950437433	0.01959879480790003	0.0801859743386437	-0.04098838472284364	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7177338656889518	0.6630605920722896	0.5206697585871366	0.8054514255574426	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7256616800920598	0.6754578865838472	0.5447073474470735	0.8062084257206208	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0147433666936632	1.047834548379192	1.13401707650524	0.961652020253144	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	0.001162015746102627	0.03146910801067159	0.11040076588652703	-0.04746254986518385	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6070763637452204	0.5266429773203626	0.3171626192688098	0.7361233353719154	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6588415803605677	0.5960119065698751	0.4323785803237858	0.7596452328159645	hoopvol.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	0.9896953803842333	1.04876502802811	1.2026057587050196	0.8949242973512004	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.022125180712271094	0.029578934773408477	0.16423690587347506	-0.1050790363266581	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7066821352083551	0.6444514287254908	0.48237805030308606	0.8065248071478955	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7241273494438051	0.6747638429061751	0.5462017434620174	0.8033259423503326	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0056811328024329	1.0442863156253184	1.14482948407613	0.9437431471745067	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.004084335539069258	0.029450004077222692	0.11678669077020282	-0.05788668261575743	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7069747462528672	0.64166467868134	0.471571425775275	0.8117579315874052	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7154583812811661	0.6569601798135043	0.5046077210460772	0.8093126385809313	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0331819424680906	1.0630697713742594	1.1409095016024131	0.9852300411461057	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.01807432439501846	0.04165317865921929	0.10306184306158846	-0.019755485743149885	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.653982736849282	0.5985924365702019	0.4543341819972131	0.7428506911431907	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.6838511699271193	0.6299760046168332	0.4896637608966376	0.7702882483370288	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	0.9789642466264483	1.0291132838594357	1.159721215993699	0.8985053517251722	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.02879418348322142	0.016520746031682416	0.1345387492737946	-0.10149725721042978	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6340108204507859	0.565936297315851	0.38864330849189965	0.7432292861398024	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6694284618335251	0.6096733286760015	0.4540473225404732	0.7652993348115299	hoopvol.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0614884953564867	1.07332356097892	1.1039403611760845	1.0427067607817557	hoopvol.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.04221369230519634	0.05108789756716077	0.07404508074485136	0.02813071438947018	hoopvol.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6934047307789001	0.6264659724399821	0.4532983149979988	0.7996336298819654	hoopvol.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
