measure	globqual	meanclassqual	classqual_schaal_6	classqual_schaal_3	classqual_schaal_1	classqual_schaal_5	model	technique
SCP	0.7741867168889774	0.5349505269353606	0.11321979766064798	0.9176621123959187	0.6928593192196876	0.4160608784651882	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.82102457802783535	0.7049613665030501	0.6401913875598086	0.9096884336320956	0.7710227272727272	0.4989429175475687	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.823763268126541	1.6256449492911966	1.5348687566196475	1.9783341990713326	1.7450519678629755	1.2443248736108312	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.18523850113491683	0.13151632566389176	0.1416918005674122	0.23696921745114857	0.2397047198952078	-0.09230043525820149	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.7943878527982594	0.5548736316526042	0.130988386155993	0.9366503881598262	0.6952762322371724	0.4565795200574253	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8334024281907018	0.7145483902870134	0.6488038277511962	0.922748612889458	0.7585227272727273	0.5281183932346722	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.794606747033676	1.7917162677512428	2.344321390826256	1.8687689087884705	1.6961752570986413	1.2575995142916037	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.17099777714717163	0.15128107161944843	0.3586255748291047	0.22127449432023719	0.23033427026411427	-0.20511005293566237	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.7850134526243057	0.5875000290456927	0.3268946346859168	0.9144753846870087	0.6969290185933448	0.41170107821650037	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8140361267397098	0.6873545221945523	0.6191387559808612	0.9090055484421682	0.7261363636363636	0.49513742071881606	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	2.0401639308001944	1.7429523964396265	2.5025115094832424	2.3395070151229374	1.010309252296145	1.119481808856181	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.16116802971880584	0.08580337164649868	0.38460299738660897	0.2556240642094999	-0.044980565649022815	-0.25203300936109135	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8175413349645699	0.6867766588930118	0.6768967731404181	0.9257117831091725	0.7514432789694853	0.3930548003529712	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8185371631625703	0.7016967706287799	0.691866028708134	0.9139564660691422	0.7426136363636363	0.45835095137420717	schaal.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.8217795644477364	2.3907325111629683	4.767267274720593	1.6534059828307202	1.6894789202276077	1.4527778668729525	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.1682942234657162	0.11412247053728823	0.5874172832779279	0.25187889962875104	-0.3014421393948993	-0.08136416136262671	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.827839056526183	0.7134812014317431	0.7636799935481434	0.9206379353646139	0.6138459508682332	0.555760925945982	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.837192774652058	0.7409426553012672	0.7751196172248803	0.9163465642338882	0.6909090909090909	0.5813953488372093	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.8162269088295986	2.294837842969083	4.439423588079455	1.6877656449864973	1.5913128648902894	1.460849273920092	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.1885040686511902	0.16364750003733494	0.6267441623422125	0.25325119410231184	-0.15568508802853404	-0.06972026826665054	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8231784129097464	0.6804947218071812	0.6561706141855549	0.9294383475323666	0.598703975235642	0.5376659502751611	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8521172638436482	0.7596131904600333	0.8019138755980861	0.9299189073836961	0.7176136363636364	0.5890063424947146	schaal.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.120953747964841	3.449837610897818	8.1540255141164	1.6272437292667405	2.1067354623427983	1.911345737865333	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.1875301049844068	0.21278691548693643	0.7196971590515818	0.22999987108567077	0.07771395462420361	-0.17626332281371052	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8519538474040391	0.7663507067081973	0.8612888613043409	0.9292697412455657	0.687946703746538	0.5868975205363444	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8700029612081729	0.799880359103734	0.8526315789473684	0.931284677763551	0.7585227272727273	0.6570824524312896	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	2.078681450112883	3.3720477263377484	8.404302381813501	1.6642690192467138	2.096316350350449	1.3233031539403297	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.18629409682453313	0.2116565753244275	0.7985337391002956	0.24920971973706427	0.21940780432397167	-0.42052496186362154	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.8176121637482672	0.7221119139525165	0.8863175678082492	0.9112138356829684	0.6210041243474084	0.4699121279714402	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.8311519099792716	0.7437484287097534	0.8373205741626795	0.9120785317968416	0.7017045454545454	0.52389006342494715	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.8297136499147681	2.4440801592843773	4.835663909409928	1.6255457860321743	1.7038526189843435	1.6112583227110624	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.16480245129718998	0.12102501503834905	0.5865898308302215	0.23837510329968478	-0.29626051714706353	-0.04460435682944661	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8138981999725282	0.6818634157591809	0.7139981116074863	0.9145441005680705	0.5319044034182554	0.5670070474429113	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8382526564344747	0.7382303335477309	0.7502392344497607	0.9169923534409515	0.6903409090909091	0.5953488372093023	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.8599106507388035	2.50947196645099	5.124246127362609	1.6509805824467323	1.6465882130643164	1.616072942930303	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.18151591617716956	0.1742714840176442	0.6540261673805042	0.23280592845952702	-0.1653655620078549	-0.024380597761599586	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8261302493651316	0.7068924225405867	0.7025989766620043	0.9173780809941722	0.6496960256941561	0.5578966068120144	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8476387249114522	0.7655368843391649	0.8334928229665072	0.91928632115548	0.7085227272727272	0.600845665961945	schaal.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.175905828526907	3.7459530235401197	9.24000820529103	1.5820201880335378	2.0809254626694162	2.080858238166495	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.1791198625861938	0.21957351272214093	0.7379452302833825	0.21248527524101388	0.11109300464297639	-0.18322945927880907	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.8450523907624501	0.7517345345115788	0.7631542971788501	0.9209785252970225	0.7448934795141237	0.5779118360563188	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8602125147579693	0.7877429960488098	0.8526315789473684	0.9255734919286321	0.7596590909090909	0.6131078224101479	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.961924644300698	3.1234535002804473	7.735360100743837	1.590515450700034	1.7537010232250638	1.414237426452854	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.1623162973213789	0.1933119021729042	0.7846894667812274	0.21611486732710364	0.1253929735400084	-0.3529496989567227	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7895104128349087	0.6792361593242224	0.812632826919624	0.8921898117205644	0.6109711098872632	0.4011508887694379	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.8174734356552539	0.7032016407526344	0.7904306220095694	0.9170773152081563	0.6380681818181818	0.46723044397463004	schaal.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.9667751002011076	3.043711665405852	6.512192394176617	1.5643535553699326	3.0920968975536534	1.006203814523204	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.11021482839457014	0.2637797964248725	0.7716138324615068	0.06589712339813782	0.5538590672520095	-0.33625083741216416	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.7990493906035336	0.7152664817632697	0.8830513452363545	0.881202391054508	0.7104984200078218	0.38631377075439455	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8247659317426759	0.7553338740020269	0.877511961722488	0.8888410168031021	0.7011363636363637	0.5538461538461539	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.9080851602215647	3.1175376269475783	7.544666433936603	1.485852921092913	2.3822300466257453	1.0574011061350514	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.09427718352967522	0.2631820268160736	0.7924819313530372	0.03609977008533742	0.434069395498934	-0.20992298967301415	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8179149973831282	0.7459830596196027	0.9002934751989212	0.8887100002071711	0.7190276599987769	0.47590110307354133	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8305647840531561	0.7727838443411996	0.8813397129186603	0.8854803963808703	0.7471590909090909	0.5771561771561772	schaal.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	2.2717667714975827	4.275205577097722	11.528043211557902	1.537906985091466	2.441344144435197	1.5935279673063234	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.10535774849320244	0.24881459697661235	0.776843587506716	0.06641864524749251	0.4270757234759979	-0.2750795683237571	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8183380740666003	0.7398833664954421	0.9121037084090904	0.8967908104212355	0.7297128719304262	0.420926075221016	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8442766535789792	0.7772092501225389	0.908133971291866	0.9088323998276605	0.7534090909090909	0.5384615384615384	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	2.148419064276151	3.6125651249068356	10.513263681028379	1.7469008766438485	1.0125283286456048	1.1775676133095103	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.08730140102229823	0.10330669327215718	0.8271613436994131	0.14525588691032318	-0.24587026895255995	-0.3133201885685476	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.783237102144401	0.6865707570622941	0.9030289069547656	0.8818139582664503	0.708870434141042	0.2525697288869184	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8009060706735125	0.7039582286737126	0.8564593301435407	0.8915122791900043	0.7079545454545454	0.3599067599067599	schaal.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.4365929706389955	4.5626836323981745	12.712660198511738	1.703601198882376	2.447194961330229	1.3872781708683555	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.1481435512314394	0.1652363367081734	0.7812878825467536	0.19310973968957584	-0.17503183121660582	-0.1384204441870301	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8197107345935929	0.7260523048156633	0.9151094142082186	0.9114471452393804	0.7139927336544407	0.36365992616061354	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8329205678042887	0.7580307625514504	0.8842105263157894	0.9033175355450237	0.7471590909090909	0.4974358974358974	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.5732326593082813	5.067611509961586	14.78239169842154	1.7219652103556329	2.3620781878503925	1.4040109432187786	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.16391779081862773	0.18595259395939506	0.8226845428561078	0.2063951563251295	-0.18348204970588528	-0.10178727363777175	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8269465448244351	0.7473201025139887	0.9153918936811	0.9040560974004493	0.6944052684689355	0.47542715050547	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8469948655995168	0.7738346223909955	0.8861244019138756	0.9146919431279621	0.7681818181818182	0.5263403263403263	schaal.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.722286521874948	5.119482132198288	14.095616792236573	1.872446740667285	2.768496155516448	1.7413688403728491	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.2282681729733106	0.2376124655848297	0.80956676644153	0.28102063364402413	0.07186260345835636	-0.21200014120459168	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8229797642566665	0.738292441929489	0.9521367521367521	0.9098638007181503	0.701507225790065	0.3896619890729883	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8500755058894593	0.7771108809810793	0.9062200956937799	0.918569582076691	0.7465909090909091	0.5370629370629371	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	2.8841153409840032	5.731808907846874	15.983482166886741	1.8400105495916719	3.26509188285146	1.838651032057625	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.2513122139555497	0.27525203953691857	0.8605718050418613	0.30367008793726263	0.33059439878725644	-0.39382813361870594	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.8362896872136936	0.7798672134756552	0.965390131956397	0.8992003422145747	0.7558208103799076	0.4990575693517416	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.853760193295077	0.7849812317681487	0.9358851674641149	0.9219302024989229	0.7613636363636364	0.5207459207459207	schaal.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.4202363353841636	4.603323435428863	12.590673139110997	1.6349184272877706	2.4927414101933123	1.6949607651233736	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.15583923669642555	0.20154545722768785	0.778310907482032	0.17423720861859268	-0.14673446307187818	3.681758820049343e-4	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.7950990113738201	0.724575140579177	0.9188482110919785	0.8676268048741075	0.6726887586198916	0.4391367877307305	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8167416741674167	0.7409049384332	0.8794258373205741	0.8878361075544174	0.7147727272727272	0.48158508158508156	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.5906256932949905	5.178011701916072	14.840785554828562	1.6760494663021261	2.5181623529319697	1.67704943360163	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.1725849655123639	0.2188756585095111	0.8116158731211791	0.19116188036638962	-0.15982744306204572	0.03255232361252139	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8320391074463062	0.7668791616093025	0.9375116565332537	0.8966459490826774	0.6844945235058892	0.5488645173153898	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8311431143114312	0.7661071812885656	0.9033492822966507	0.8936406316688007	0.7289772727272728	0.5384615384615384	schaal.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.7076296800166677	5.344300909624951	14.90827908385112	1.7500951768263944	2.8071611353160333	1.9116682425062566	schaal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.2100152163661869	0.23797220491535204	0.8108135199518746	0.24686780900286134	0.03254025361438258	-0.1383327629077103	schaal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.8418976087690141	0.7879656436361153	0.9429488724836895	0.8976576429799594	0.7373024827231223	0.57395357635769	schaal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8576057605760576	0.8009374038828727	0.9215311004784689	0.9112249253094323	0.7448863636363636	0.6261072261072261	schaal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	2.9647527538817977	6.309576952793619	18.51088714463325	1.7637861569400248	3.236424089217034	1.727210420384167	schaal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.2159370693536109	0.2778553961890391	0.8897014112064109	0.24387541553747746	0.3652576958198358	-0.38741293780756786	schaal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.8113018701804061	0.7492762477521514	0.9755688957140863	0.8822732144614065	0.7238270552393691	0.4154358255937438	schaal.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
