measure	globqual	meanclassqual	classqual_goedkoop_2	classqual_goedkoop_1	classqual_goedkoop_4	model	technique
DR	1.137874632718395	1.228635339267432	1.320298912577508	1.1040212578659505	1.2615858473588375	goedkoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.0416618016083996	0.03182297532682548	0.07896054997186931	-0.0669652417339415	0.08347361774254862	goedkoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7631820937404981	0.4540939615997462	0.43573930433516633	0.8556189615469645	0.07092361891710772	goedkoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7771361685524776	0.47899776293558677	0.44646464646464645	0.8674517192651907	0.12307692307692307	goedkoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0699777018468581	1.2643557845481495	1.2392974037710485	1.0146931404452524	1.5390768094281473	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.14454505651557817	0.06029709444393823	0.06712087837316859	-0.20539042860370926	0.31916083356235536	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7582257981113576	0.47593376331904563	0.4658047675904268	0.8421329302457643	0.1198635921209457	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7859539602028872	0.5107401010682531	0.5205387205387205	0.8662270372114932	0.14545454545454545	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.071600165694948	1.2807376495428415	1.0178903408297402	1.0304644750174208	1.7938581327813634	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.13171499338384637	0.039863024086666886	-0.11385759744685872	-0.1702791390753344	0.4037258087821938	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.7198118492907133	0.3464466662161904	0.10538497118433791	0.8484963961429113	0.08545863132132211	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7439719079204058	0.4281047935624792	0.30033670033670035	0.8469147432878003	0.13706293706293707	goedkoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0604796539972225	1.1837904410454474	1.100994594020276	1.0323489337124307	1.418027795403635	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.09100039654938344	0.02989936971964608	-0.015671225620418207	-0.12151770386564939	0.22688703864500584	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7381683247649	0.43123041035982707	0.4074455364490904	0.8271484447383577	0.059097249892033084	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7640014603870026	0.4680642584690561	0.4407523510971787	0.8501537110232762	0.11328671328671329	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.1144411596918335	1.1219307188255079	1.0082228298175366	1.1216958012989235	1.2358735253600637	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.015847766489017676	0.009405700061050674	-0.09581411601322831	-0.014329331453271777	0.1383605476496521	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7487363009215604	0.4210336537293796	0.36397419500740835	0.8463476253294031	0.05277914085132739	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7784592917123038	0.4594250660217677	0.41630094043887145	0.8724637681159421	0.08951048951048951	goedkoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0568408955568032	1.18013876976523	1.120461154107674	1.026807177871532	1.3931479773164839	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.13383415749547914	0.023175979537788424	-0.009379680047665496	-0.17566233782260518	0.25456995648363595	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7651236423051786	0.4433136606894532	0.4023252450123535	0.8597389187984699	0.06787681825753629	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7843738590726542	0.47979895056356825	0.46081504702194354	0.8722880983750548	0.1062937062937063	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.037833185995956	1.163001393593828	0.9880141477402093	1.0167792917473732	1.4842107412939014	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.14919123380133206	-0.002537116271157607	-0.11834245441829712	-0.18121747634672053	0.29194858195154483	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6952701396662397	0.33138758898307075	0.12233610879818507	0.8156740776586751	0.056152580492352104	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7589631252281854	0.43240710647007496	0.34169278996865204	0.8590250329380764	0.0965034965034965	goedkoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.0945355904153338	1.1695381343032554	1.001196375540023	1.0857368022997644	1.4216812250699786	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.10495856461397164	0.009234627642559232	-0.08843294225507131	-0.13071624521638933	0.24685307039913834	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7458066154179955	0.3958730901306703	0.2794487452813218	0.8571319451330723	0.05103857997761673	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7899497487437186	0.49190402044156983	0.48221343873517786	0.8777961432506887	0.11570247933884296	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0803354438033537	1.2856668734581453	1.1529324009665531	1.0306789459814931	1.67338927342639	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.13556733849516464	0.055276013245289364	0.011308093643583051	-0.187907181307502	0.34242712739978703	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.769807329519516	0.4593216842159351	0.4532149281159167	0.8610095055705638	0.0637406189613249	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7873915029693924	0.4913897872000639	0.48221343873517786	0.8746005509641873	0.11735537190082644	goedkoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.094621690692383	1.3488476485658678	1.2227282879601382	1.030162367464863	1.793652290272602	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.16050537991684274	0.0746375490063851	0.04742718339565419	-0.22709568780136535	0.40358115142486645	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7651718480859026	0.41822245884188725	0.2840576812581381	0.8770075613780173	0.09360213388950635	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.806761078117862	0.5340487882780373	0.524901185770751	0.8871625344352617	0.19008264462809918	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.1096803840146863	1.3087893305839806	1.103410126327584	1.0675027726864947	1.755455092737863	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.13480448849733948	0.06318287674605005	-5.085340869715419e-4	-0.1876949723022503	0.377752136627372	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.7211236051434359	0.3536829239757365	0.13223191188378056	0.845748558374929	0.0830683016684999	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7697578803106441	0.45956960913482653	0.37628458498023715	0.8668870523415978	0.13553719008264462	goedkoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.0870305071555553	1.260726990544013	1.140046953850674	1.045678680453214	1.596455337328151	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.13625526732909757	0.046335045637340755	-0.0021457614401471123	-0.18583185433273308	0.32698275268490246	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7563426192012204	0.4172371394460237	0.3034937582606844	0.8642950033778952	0.08392265669949141	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7782549109182275	0.49742963229129233	0.4569169960474308	0.8634710743801652	0.171900826446281	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0710839952566966	1.242990271308355	1.2264702285221432	1.0221389179262417	1.4803616674766802	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.16082787962138093	0.036721558850479036	0.057447065929052826	-0.2201683394666834	0.2728859500890677	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7525589836448354	0.4048283763636412	0.300772533802055	0.8622768241538794	0.051435771134989205	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7696665143901325	0.45355371900826447	0.41818181818181815	0.8647933884297521	0.07768595041322314	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.094908624881794	1.3488813082264879	1.5151204611285687	1.0077421275744163	1.5237813359764787	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.15216301965707887	0.09545232724433267	0.21345848152102465	-0.2337134382407401	0.30661193845271345	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7648766372550688	0.4722555732325726	0.5097317000281142	0.8474625746541976	0.059572445015406046	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7872087711283691	0.4916612767996167	0.5067193675889328	0.872396694214876	0.09586776859504131	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0991724331676922	1.3101836321834095	1.1588036063160025	1.0493091627436766	1.7224381274905496	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.15618699849011253	0.06291819476899563	0.01967686630805283	-0.2168417891078304	0.3859195071067644	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.7379206707097513	0.3683022555479134	0.16906142375524666	0.8614513113837429	0.07439403150475071	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7688442211055276	0.447435621032459	0.37470355731225297	0.8684297520661157	0.09917355371900827	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0964916775963194	1.2617610924930969	1.1520066826788706	1.0599497500361605	1.5733268447642597	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.12035955675317686	0.051003561529444186	2.0646498963353021e-4	-0.16309530341579834	0.31589952301449736	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.780140278168094	0.45347853893213125	0.4197648820879596	0.871647482569446	0.06902325213898815	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7866384778012685	0.47216712580348946	0.4303030303030303	0.8754545454545455	0.11074380165289256	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.075644095609271	1.1321931803010639	1.0780188080401891	1.064419296458791	1.2541414364042116	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.10757990152149682	-0.0018153749735201133	-0.02164577921115062	-0.13484246345118756	0.15104211774177784	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7565008957332912	0.4115138124604777	0.3368127821827994	0.8561489384797956	0.041579716718838075	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7808033826638477	0.4617064585246403	0.43257575757575756	0.8698989898989898	0.08264462809917356	goedkoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.069216883759383	1.1407659915028616	1.099030633760949	1.052952390827104	1.2703149499205317	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.12008118690967147	0.003861032162718487	-0.018137157039755672	-0.1521247704463447	0.18184502397425584	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.75600478000247	0.39145103139117865	0.26567909223121117	0.864907192104239	0.043766809838085695	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7963636363636364	0.4897872666054484	0.5083333333333333	0.8783838383838384	0.08264462809917356	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.1380408780120592	1.309386121642125	1.2167791822125984	1.0985261384002296	1.6128530443135467	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.137686389022911	0.061993515793998866	0.04281515381049658	-0.1905618737317413	0.3337272673032413	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.7270226639342207	0.38503594060542445	0.26957056088358655	0.8289897598484723	0.056547501084214434	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7693023255813953	0.43554025099479643	0.37575757575757573	0.8647474747474747	0.06611570247933884	goedkoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.0625933109444892	1.027313645381486	1.0041031642536926	1.07516386088898	1.002673911001785	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.034597276273959046	-0.031960100094569205	-0.03589701532453287	-0.03513538109200272	-0.02484790386717203	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7226153864949318	0.3689050749653269	0.21734555173746903	0.8429015554273127	0.046468117731198834	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7459459459459459	0.4240292672790262	0.3016042780748663	0.8543219076005961	0.11616161616161616	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0595817469940125	1.028454513413378	0.9903829341855326	1.0719182585793665	1.023062347475235	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.017017295765877537	-0.030957807524885996	-0.06550253748314946	-0.010253793542590775	-0.017117091548917746	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7382403006534819	0.34685571117774866	0.12259271115484895	0.8753426425281178	0.04263177985027931	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7449017199017198	0.409761874612405	0.29465240641711227	0.8568554396423249	0.07777777777777778	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0769749964079982	1.0152843672258902	0.9709691179481349	1.099220076192032	0.9756639075375035	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.0398104030861959	-0.022777755638793227	-0.07716126866946993	0.0630462761801785	-0.054218274427088244	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7116058257874778	0.33349379827287096	0.10036689286656886	0.8452247302676694	0.05488977168437455	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7398034398034398	0.4170712265697801	0.2914438502673797	0.8486587183308495	0.1111111111111111	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0526523657975337	1.1070175384802803	1.1158892451985096	1.0351855100661889	1.1699778601761426	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.05574112868844643	0.0017059999410776138	0.01574249615108146	-0.07452822135847628	0.06390372503062766	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.7017549847046559	0.3644150242401153	0.2155706982756885	0.8167784645628359	0.06089590988182155	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7387592137592137	0.4152128809795155	0.2983957219251337	0.8472429210134128	0.1	goedkoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.0788765391883988	1.0650614475414593	1.0843416940507895	1.0819707624381343	1.0288718861354542	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.01804388852893513	-0.023435601772745302	0.004149676728509529	-0.01815606319544605	-0.05630041885129939	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7541875463354175	0.4308595919002489	0.3757483200751548	0.8599168524613322	0.05691360316425968	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7637575757575757	0.4686822980940628	0.4144385026737968	0.860507913139492	0.13110047846889952	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.096987455090019	1.1471561712868505	1.10177152608706	1.0841305345278476	1.2555664532456443	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.029732053327113445	0.009873515724933354	-0.0391974422317144	-0.039010722635875086	0.10782871204238954	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7530066839867638	0.43171150736714997	0.3729164650930679	0.8583364135952	0.06388164341318207	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7684848484848484	0.4792670693599486	0.4374331550802139	0.862569009937431	0.13779904306220095	goedkoop.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0857681841759386	1.1062147768925632	1.0999101429082143	1.0797261439749222	1.139008043794553	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.013675396402755634	-0.02733631809154549	-0.062182848499259764	-0.007068886237367108	-0.01275721953800959	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7089973522340086	0.37458959207252635	0.22122997078306755	0.8246892515803621	0.07784955385414938	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7434545454545455	0.43141007599211934	0.31336898395721924	0.8497607655502392	0.13110047846889952	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0552292626344095	1.1068827531659386	0.937717997347172	1.0500468942967405	1.3328833678539032	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.0764828067467489	-0.015043249203563818	-0.16659462142978448	-0.08591428727181914	0.20737916109091217	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6705234558333736	0.32599302079943193	0.1083388801973185	0.7936418919363364	0.07599829026464094	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7297575757575757	0.39191510244141825	0.24545454545454545	0.8460802355539198	0.08421052631578947	goedkoop.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.0547265923242615	1.0874650402097352	1.1066483260045061	1.0432282563742636	1.1125185382504357	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.05253156373278752	-0.0145458231521987	-0.010522630307181868	-0.064581886414918	0.03146704726550376	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7437956380648275	0.42458656905856873	0.3800523568986098	0.8458185682639313	0.047888782013165127	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7654176904176904	0.44388939215361584	0.4053475935828877	0.8677347242921013	0.05858585858585858	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.0526051108061643	1.0657793454285045	1.122160254085057	1.0445330269032056	1.0306447552972509	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	-0.062473207580430776	-0.019188292589155914	0.043930240701838125	-0.08034860838594027	-0.0211465100833656	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7611988081518338	0.43176195042606574	0.3784662837702454	0.8670099174761563	0.0498096500317956	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.773955773955774	0.4566978041423557	0.4053475935828877	0.8758569299552906	0.08888888888888889	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.0608983263801461	1.0943415755018302	1.0353097643734799	1.0547190411568528	1.1929959209751582	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	-0.08199596474206186	-0.031739098833290645	-0.09453144514617319	-0.09311677479784887	0.09243092344415012	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7165488001047416	0.3528273852762075	0.15417450231383636	0.8432697964118007	0.06103785710298551	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7485872235872235	0.42084181577913493	0.3443850267379679	0.8555141579731743	0.06262626262626263	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0850170578664267	1.1568259811737345	1.0143597833781812	1.0728614584558838	1.3832567016871387	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.06020328771882159	0.019728835002605864	-0.08282577777013528	-0.07770052128579531	0.21971280406374818	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.7192151929789019	0.36390957850301026	0.18323696047113497	0.8420565863497976	0.0664351886880981	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7445945945945945	0.41890798047982236	0.31283422459893045	0.8529806259314456	0.09090909090909091	goedkoop.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.0625933109444892	1.027313645381486	1.0041031642536926	1.07516386088898	1.002673911001785	goedkoop.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.034597276273959046	-0.031960100094569205	-0.03589701532453287	-0.03513538109200272	-0.02484790386717203	goedkoop.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
