measure	globqual	meanclassqual	classqual_hachelijk_2	classqual_hachelijk_1	model	technique
kNN	0.5384615384615384	0.5384615384615384	0.558041958041958	0.5188811188811189	hachelijk.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.076909536882931	1.076909536882931	1.1748434434216153	0.9789756303442466	hachelijk.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.04414888205364338	0.04414888205364338	0.12529109788625944	-0.036993333778972674	hachelijk.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.4589943028954938	0.4589943028954938	0.5236154774783355	0.39437312831265214	hachelijk.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5125874125874126	0.5125874125874126	0.5314685314685315	0.4937062937062937	hachelijk.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1612707722772704	1.1612707722772704	1.2722008359505559	1.0503407086039849	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.08625069120368928	0.08625069120368928	0.14380813651284124	0.028693245894537305	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.4878337108085544	0.4878337108085544	0.5504917161486508	0.42517570546845807	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.5601398601398602	0.5601398601398602	0.5958041958041957	0.5244755244755245	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0207164623984355	1.0207164623984357	1.0372177179111395	1.0042152068857317	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.00874916736385662	0.00874916736385662	0.019378903815424623	-0.0018805690877113832	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4188565620138309	0.4188565620138309	0.40443522574423757	0.43327789828342433	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5027972027972027	0.5027972027972027	0.5174825174825175	0.4881118881118881	hachelijk.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.4567122844604141	1.4524128317436436	1.3839082184564342	1.5209174450308531	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.2578326273054039	0.2541121307238333	0.1948322185241419	0.31339204292352474	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7975914397802654	0.7953917680911686	0.7603436658448932	0.830439870337444	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8147584632940281	0.8128227579507107	0.7819805194805195	0.8436649964209019	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3786744378290898	1.3728456984427706	1.279974450887418	1.4657169459981232	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.22478402354452237	0.22000006242564096	0.1437756152647975	0.29622450958648444	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7947668116268497	0.792447814491298	0.7554984601315083	0.8293971688510876	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8098136173449981	0.8081124092442991	0.7810064935064935	0.8352183249821045	hachelijk.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4252550224591314	1.4185563354141228	1.3118239218303185	1.5252887489979272	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.24386619472687554	0.2394422857379807	0.1689546691815899	0.3099299022943715	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.7807824125084929	0.7786055000987078	0.7439200290361304	0.813290971161285	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.7819703309243058	0.7800343849064322	0.7491883116883117	0.8108804581245526	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1511496037313635	1.1653674674661816	1.3919054296409492	0.9388295052914141	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.08919806509139444	0.09961320574421667	0.2655611134791843	-0.06633470199075098	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7611196718929837	0.761773069234047	0.7721838668683212	0.7513622715997726	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.7580829212628376	0.7578644288782084	0.7543831168831169	0.7613457408732999	hachelijk.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4610372429977883	1.4549600544440193	1.3581301834873027	1.5517899254007361	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.25717791589661254	0.25273140453782567	0.181883656887821	0.32357915218783034	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.7768175496572025	0.7731572251443051	0.7148360545721387	0.8314783957164713	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.796652719665272	0.7936004448307598	0.7449675324675324	0.8422333571939871	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.400842547421717	1.391811326046918	1.2479138654751214	1.5357087866187147	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.23049309553761788	0.22430855675312367	0.12576823878684917	0.32284887471939816	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7852682642919511	0.7819490737219973	0.7290633039740688	0.8348348434699258	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.793229364777482	0.7912229011146334	0.7592532467532468	0.82319255547602	hachelijk.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.4447002294070197	1.4377833149377413	1.327573811060571	1.5479928188149115	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.24638393435371955	0.2420331830005568	0.17271121144016338	0.3113551545609502	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.750871375031959	0.7492218613271153	0.72293960962993975	0.775504113024291	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.7810574362875617	0.7789644902341752	0.7456168831168831	0.8123120973514674	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.240383156718446	1.253898492266639	1.4692428386678473	1.0385541458654306	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.13091946769818252	0.13917516685056863	0.27071597334525416	0.007634360355883094	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.730806152139236	0.7286464307460471	0.6942348698812364	0.7630579916108577	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7512362114872575	0.74964848143982	0.7243506493506493	0.7749463135289907	hachelijk.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.5679747989821213	1.567187264851655	1.5546392210395574	1.5797353086637524	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.30585502149973354	0.30402757220879445	0.27491021350649797	0.33314493091109093	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8370013541211868	0.8354286028983775	0.8103694334149486	0.8604877723818063	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8386458729554964	0.8372743889968299	0.8154220779220779	0.859126700071582	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.4755857152434946	1.4737130136487506	1.4438746349058311	1.5035513923916703	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.2659076265046233	0.2637088679718962	0.22867531535044394	0.2987424205933484	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8239234243643397	0.8213196633668294	0.7798330714731647	0.8628062552604941	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8260174971472043	0.8242892933837815	0.7967532467532468	0.8518253400143164	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.4890267824531536	1.49041096623927	1.5124656278980564	1.4683563045804835	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.2772448335716185	0.27656186579201414	0.26567991250365125	0.28744381908037703	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.874304400533744	0.8709210805121309	0.8170135148344287	0.9248286461898331	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8674781285659947	0.865909090909091	0.8409090909090909	0.8909090909090909	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.1751660684326093	1.1865967945615497	1.3687263642159968	1.0044672249071023	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.10269760369689614	0.11050785481145513	0.23495118923676175	-0.0139354796138515	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.7488554183738987	0.7445723114614193	0.6763281413225826	0.8128164816002562	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.7669075694180296	0.7647011453113814	0.7295454545454545	0.7998568360773085	hachelijk.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.4288521418281162	1.4232952825426024	1.3347559912600817	1.511834573825123	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.24237311508517023	0.23821685675757012	0.17199380740447495	0.3044399061106653	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7565873544701787	0.7549258192754205	0.7284520251722713	0.7813996133785696	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.7726892354507418	0.7713205593618979	0.749512987012987	0.7931281317108089	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3981478405330339	1.391438570411663	1.2845375331444848	1.4983396076788411	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.22745414971643307	0.22255886349733767	0.14456063640641795	0.3005570905882574	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7513927583226205	0.7515810813038486	0.7545816941380814	0.7485804684696157	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.7678204640547737	0.7666338582677166	0.7477272727272727	0.7855404438081603	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3684673808881886	1.3582887322900605	1.196108931293218	1.520468533286903	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.2124994279714761	0.20613601171688248	0.10474557939369027	0.3075264440400747	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.7790240515480389	0.7781103157775907	0.76355145916845	0.7926691723867314	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.7732217573221757	0.771812046221495	0.7493506493506493	0.7942734430923407	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.1398420521934933	1.1477363736940753	1.2735192296033473	1.0219535177848034	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.09079561449414682	0.0968645110802698	0.19356226335249613	1.6675880804348803e-4	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7116552871506813	0.7127979638848027	0.7310046131818042	0.6945913145878011	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.710384176492963	0.7102694549544943	0.7084415584415584	0.7120973514674303	hachelijk.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.3975521404187723	1.390694624741174	1.281431541611442	1.499957707870906	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2275480154120808	0.22256314108864406	0.14313747686855177	0.30198880530873634	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.7350180370617175	0.7325496561936395	0.693220121028931	0.771879191358348	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.7653100038037276	0.7631787503834748	0.7292207792207792	0.7971367215461703	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.3801185535797864	1.370879359711222	1.2236682040720963	1.5180905153503477	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.2176156772302587	0.2112940053222927	0.11056869958870143	0.312019311055884	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7719445987753318	0.7687114015242897	0.7171957919910177	0.8202270110575617	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.7805249144161278	0.7781662235402393	0.7405844155844156	0.815748031496063	hachelijk.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3746358701254968	1.3644104522452731	1.2014854606870427	1.5273354438035038	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.20895992262244875	0.2026453349659636	0.10203290497263363	0.3032577649592936	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.7557038324915573	0.7532109668841331	0.713491308205841	0.7929306255624252	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.7746671738303538	0.7735651651498108	0.7560064935064935	0.7911238367931281	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1937692364961547	1.200093874280316	1.3008664363079523	1.0993213122526795	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.11759913792836788	0.1212318242534751	0.17911262636685035	0.06335102214009986	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.627872651533668	0.6269636646393991	0.6124804734573807	0.6414468558214176	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.6651198174210726	0.6638722006340116	0.6439935064935065	0.6837508947745168	hachelijk.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.0624331207853364	1.061445212065883	1.0467500698640158	1.0761403542677506	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.0457677701831302	0.044487851498099404	0.025449061058266338	0.06352664193793246	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.7626403810431752	0.7592415283337108	0.7086835942804275	0.8097994623869941	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.7705118411000764	0.767953207323286	0.7298935298935298	0.8060128847530422	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1321231590930967	1.1296302150160793	1.0925476718704423	1.166712758161716	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.08821883776221544	0.08626803047851006	0.057249772133392614	0.11528628882362751	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8035413348765125	0.8000839947782658	0.7486560608168457	0.8515119287396858	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8002291825821237	0.7970264466327459	0.7493857493857494	0.8446671438797423	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.4719337226860492	1.4736497587728907	1.4991757955646625	1.4481237219811192	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.2719723038137624	0.2715378324836916	0.2650750714488882	0.27800059351849504	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8520561817770518	0.8504016661881706	0.825790746803563	0.8750125855727782	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8583651642475172	0.8566181070118077	0.8306306306306306	0.882605583392985	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.100692943229727	1.1095623254885152	1.2414943865879904	0.9776302643890401	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.0652616842602216	0.0721881012377999	0.17521855377927692	-0.030842351303677136	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.7781683561437978	0.7766755222449108	0.7544696179989668	0.7988814264908547	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.7859434682964095	0.7851573835825805	0.7734643734643735	0.7968503937007874	hachelijk.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.266779017018343	1.2603639577018608	1.1649399503691884	1.3557879650345335	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.16781220828274918	0.16344993638005756	0.09856114182751936	0.22833873093259574	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7458360125816658	0.7415403427079299	0.6776422533361087	0.8054384320797511	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.7462948815889993	0.743982278627948	0.7095823095823096	0.7783822476735862	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.289999780313799	1.2830088336244838	1.1790185016209191	1.3869991656280485	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.18069366711201926	0.17596846249591025	0.10568104383128869	0.24625588116053182	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7664140090616769	0.7651798441286273	0.7468216407495137	0.7835380475077408	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.7913674560733384	0.7899714317037152	0.7692055692055692	0.8107372942018611	hachelijk.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
