measure	globqual	meanclassqual	classqual_herinneren_1	classqual_herinneren_2	model	technique
DR	2.3014789864815306	2.5569922049767815	3.255805465198731	1.8581789447548314	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.49967184835593376	0.5372903315769361	0.6401746170126894	0.4344060461411828	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.9766418392355496	0.9662379835086448	0.937784064833857	0.9946919021834326	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.9779735682819384	0.9725798305637015	0.9578282828282828	0.9873313782991202	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.7775245682942107	1.9057043104399443	2.256268183537312	1.5551404373425766	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.37687570887003474	0.40565928367948095	0.48438062683302674	0.32693794052593517	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.940946927172292	0.9269179621443926	0.888549587911463	0.9652863363773223	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.94873848618342	0.9424503095470838	0.9252525252525252	0.9596480938416422	herinneren.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.7649468502710652	1.854730705995354	2.1024476091382707	1.6070138028524372	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.38061188462178475	0.4018485338486889	0.46044121665544846	0.3432558510419293	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.9378680441656255	0.9229885960532127	0.8819356608996881	0.9640415312067373	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.9331480746327908	0.920718778937957	0.886425902864259	0.955011655011655	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.4848189741775168	1.511274753532852	1.58426720500721	1.4382823020584938	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.28544012633458943	0.2883239666084489	0.2962805861592178	0.28036734705767996	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8958970723197167	0.8671789395241234	0.7879445731362817	0.9464133059119652	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8820960698689956	0.8548895168758182	0.7798256537982565	0.9299533799533799	herinneren.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.9748732675235616	2.273484228425352	3.0973626627206525	1.4496057941300513	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.38996782436723415	0.4550033785214644	0.6344388231156659	0.27556793392726286	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.9830693362425745	0.9773772563374676	0.96167260214145	0.9930819105334854	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.9726875744342993	0.9637864418686336	0.9392278953922789	0.9883449883449883	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.6490491153922544	1.7821416783055488	2.1493488699578918	1.414934486653206	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.32736507746573407	0.36851586131572656	0.4820523613355853	0.25497936129586773	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.938647929644116	0.9284197122185041	0.900199690646635	0.9566397337903733	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.9304485907105995	0.9159545933518536	0.8759651307596513	0.955944055944056	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.341784868163585	1.3070594914801243	1.2103245135761984	1.4037944693840505	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.20902682859188132	0.18826193530698498	0.1304168754419167	0.24610699517205328	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7630291324238652	0.7239911054700383	0.6152423160986633	0.8327398948414132	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.760916860916861	0.7230851915380216	0.6176969696969696	0.8284734133790738	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2578984852374282	1.230842944980083	1.1554739399774785	1.3062119499826876	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.16651381224206277	0.14451073692546795	0.08321645568638238	0.20580501816455352	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7326985129694679	0.6978667458720845	0.600835394672231	0.794898097071938	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.754079254079254	0.7183098913664951	0.6186666666666667	0.8179531160663236	herinneren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.7660635364321071	1.8377667393240849	2.037511375951737	1.6380221026964326	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.39041620154205153	0.4118551595846812	0.4715779712748639	0.35213234789449854	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.9748790839713891	0.970469169619324	0.9581844082099998	0.9827539310286482	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.9571095571095571	0.9509571183533447	0.9338181818181818	0.9680960548885077	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3851034595355993	1.4068272500392722	1.4673435235852186	1.3463109764933259	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.23327376664998511	0.2393821594746498	0.2563983966290729	0.22236592232022673	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.8766480196907396	0.8460797925282607	0.7609254454327841	0.9312341396237374	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.8523698523698524	0.8272018296169239	0.757090909090909	0.8973127501429388	herinneren.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.5947355462609216	1.6209863719464634	1.6941136720704728	1.547859071822454	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.3240806871319371	0.3327043773477352	0.35672751437745853	0.3086812403180119	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8946894127417123	0.8763816090681802	0.8253812988347692	0.9273819193015912	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.893006993006993	0.8749708404802745	0.8247272727272728	0.9252144082332762	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.3917473800659503	1.3880362330549318	1.377698037809952	1.3983744282999118	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.23650423643251522	0.22910348203261902	0.20848709477576524	0.2497198692894728	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.813418496632815	0.7731381191495725	0.6609284961605404	0.8853477421386048	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8097125097125097	0.7771137793024585	0.6863030303030303	0.8679245283018868	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.6961637202638633	1.7629317968108218	1.9489285814773492	1.5769350121442944	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.36199948625379424	0.3850582722203919	0.44929346169877094	0.3208230827420128	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.9477387290171697	0.9378698567557318	0.9103779983131546	0.9653617151983088	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.9458430458430458	0.937095483133219	0.9127272727272727	0.9614636935391653	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3167973455354984	1.3414114750713375	1.4099794073497462	1.2728435427929288	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.19494377133829235	0.20490597364360547	0.232657822922692	0.17715412436451897	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.8178689001874655	0.7777637201529517	0.6660421471996636	0.8894852931062399	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.8	0.765932532875929	0.671030303030303	0.8608347627215551	herinneren.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.6795964839354316	1.7022861794369666	1.7654931883340998	1.6390791705398333	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.3530334174914395	0.3513666837322498	0.3467236396887926	0.35600972777570694	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8856043432890701	0.869924566950466	0.8262451900072117	0.9136039438937203	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8936285936285936	0.8784379645511722	0.8361212121212122	0.9207547169811321	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.5522917134742953	1.5588527651071837	1.5771299803702301	1.5405755498441371	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.3088414716329861	0.3013783092373516	0.2805880711352269	0.3221685473394763	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8778279534226758	0.8545700490686994	0.7897801726540509	0.9193599254833479	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.881041181041181	0.8639885648942253	0.8164848484848485	0.911492281303602	herinneren.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	2.2858445639654366	2.5329779627771707	3.2214210023241447	1.8445349232301969	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.49000269591830503	0.5281944722046061	0.634585849002159	0.4218030954070532	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.9665132196146801	0.9601141661880149	0.9422882316423049	0.977940100733725	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.9549339549339549	0.9494842767295597	0.9343030303030303	0.9646655231560892	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.8311302543570773	1.9321494480595605	2.2135600590879068	1.6507388370312144	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.4005354550061606	0.42079419066210266	0.4772292399893699	0.36435914133483543	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.9547274640496698	0.9449726496242108	0.9177985237247177	0.9721467755237039	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.9453768453768454	0.9380971983990852	0.9178181818181819	0.9583762149799886	herinneren.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.341784868163585	1.3070594914801243	1.2103245135761984	1.4037944693840505	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.20902682859188132	0.18826193530698498	0.1304168754419167	0.24610699517205328	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7630291324238652	0.7239911054700383	0.6152423160986633	0.8327398948414132	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.760916860916861	0.7230851915380216	0.6176969696969696	0.8284734133790738	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2578984852374282	1.230842944980083	1.1554739399774785	1.3062119499826876	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.16651381224206277	0.14451073692546795	0.08321645568638238	0.20580501816455352	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7326985129694679	0.6978667458720845	0.600835394672231	0.794898097071938	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.754079254079254	0.7183098913664951	0.6186666666666667	0.8179531160663236	herinneren.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.7660635364321071	1.8377667393240849	2.037511375951737	1.6380221026964326	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.39041620154205153	0.4118551595846812	0.4715779712748639	0.35213234789449854	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.9748790839713891	0.970469169619324	0.9581844082099998	0.9827539310286482	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.9571095571095571	0.9509571183533447	0.9338181818181818	0.9680960548885077	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3851034595355993	1.4068272500392722	1.4673435235852186	1.3463109764933259	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.23327376664998511	0.2393821594746498	0.2563983966290729	0.22236592232022673	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.8766480196907396	0.8460797925282607	0.7609254454327841	0.9312341396237374	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.8523698523698524	0.8272018296169239	0.757090909090909	0.8973127501429388	herinneren.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2158969945525095	1.1865505849334506	1.1047998724232149	1.2683012974436862	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.13297363481876578	0.11260093487870078	0.05584841361709111	0.16935345614031044	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.6571344883576187	0.5930747820798787	0.41462274316331754	0.77152682099644	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.6794094794094794	0.629937106918239	0.4921212121212121	0.7677530017152658	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.18654294548384	1.1533040247380622	1.060709888374824	1.2458981611013005	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.1188183107854261	0.09405022828622502	0.02505342703845056	0.16304702953399947	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.6297518600522708	0.5653693417430716	0.3860180407388743	0.744720642747269	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.6578865578865579	0.6059668381932533	0.4613333333333333	0.7506003430531732	herinneren.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.5151835301970467	1.5608404189866767	1.6880274663292174	1.433653371644136	herinneren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.2951019241500351	0.31559831585967624	0.3726954070508195	0.25850122466853304	herinneren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.9226205545355034	0.9062155772073786	0.8605159975076023	0.9519151569071548	herinneren.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
