type	token_id	sense	confidence	annotator	annotations	annotators	agree_nr	agree_fct	left	target	right	comment	geen_reason	my_comment	comment_2	sense_2
helpen	help/verb/algemeen_dagblad_20031025_90/2	geen	1	20_2	2	3	0.67	majority	Hij	helpt	de C2 met grote souplesse aan bovenmatige prestaties . Een snelle inhaalmanoeuvre is een fluitje	zorgen voor	sense	NA	NA	other_sense
helpen	help/verb/algemeen_dagblad_20031025_90/2	geen	4	20_1	2	3	0.67	majority	Hij	helpt	de C2 met grote souplesse aan bovenmatige prestaties . Een snelle inhaalmanoeuvre is een fluitje	Geen van bovenstaande betekenissen, eerder een synoniem van 'bezorgen'	sense	NA	NA	other_sense
helpen	help/verb/algemeen_dagblad_20040116_36/85	geen	4	20_1	3	3	0.33	none	detail . Stond de geboden kwaliteitin verhouding tot de gevraagde prijs ? Kan iemand mij	helpen	aan een hoer die tevens bodybuilder is ? Als kritische consumenten waarschuwen de hoerenlopers elkaar	Geen van bovenstaande betekenissen, eerder in de betekenis van 'bezorgen'	sense	NA	NA	other_sense
helpen	help/verb/de_morgen_20000814_01_16/320	geen	2	20_3	1	3	1	full	model over te planten op Oost-Duitsland . De markteconomie zou alle problemen uit de wereld	helpen	. De transfer van West-Duits kapitaal zou de ' nieuwe deelstaten ' er gauw weer	hier: verhelpen	sense	NA	NA	other_sense
helpen	help/verb/de_morgen_20030314_01_64/88	geen	4	20_1	2	3	0.33	minority	"omdat ik 	 lijsten aanlegde van kiezers die dankzij mij aan een sociale woning waren"	geholpen	. Voor wie het interesseert : ja , ik ben op 6/2/2003 met collega's	Geen van bovenstaande betekenissen, eerder een synoniem van 'gekregen'	sense	NA	NA	other_sense
helpen	help/verb/de_morgen_20030505_01_70/2243	geen	4	13_2	2	3	0.67	majority	"ineens al een verschil van achttien punten op het bord . 	 Kan ik het"	helpen	"dat de kloof zo groot is 	 , haalde Sollied zijn schouders op ."	"in de betekenis van ""is het mijn fout dat"""	sense	NA	NA	other_sense
helpen	help/verb/het_laatste_nieuws_20010131_01_276/141	geen	0	15_2	1	3	1	full	de gevraagde 45 . andquot; De gemeente kan het , volgens Georges Gilis , niet	helpen	dat het dossier zolang aansleept . andquot; We hadden pech met de afhandeling van het	Gebruikt in de betekenis van ergens niets aan kunnen doen	sense	NA	NA	other_sense
helpen	help/verb/het_laatste_nieuws_20010131_01_276/141	geen	5	15_3	1	3	1	full	de gevraagde 45 . andquot; De gemeente kan het , volgens Georges Gilis , niet	helpen	dat het dossier zolang aansleept . andquot; We hadden pech met de afhandeling van het	er niet aan kunnen helpen: er niets aan kunnen doen	sense	NA	NA	other_sense
helpen	help/verb/volkskrant_19991119_112/33	geen	3	17_2	2	3	0.33	minority	honderdduizend haren , waarvan er gemiddeld 75 per dag uitvallen , en een houten gereedschapskist	helpt	tegen roestvorming . Het Britse maandblad Maxim is vanaf deze week in een Nederlandse editie	'helpen tegen' betekent 'vermijden'	sense	NA	NA	other_sense
helpen	help/verb/volkskrant_20000219_79/183	geen	2	17_2	3	3	0.33	none	hij nog in dienst van de Franse ANWB , waar hij telefonisch gestrande vakantiegangers vooruit	hielp	. Later heeft hij een cursus oberen gevolgd , om zichzelf freelance te kunnen verhuren	'iemand vooruit helpen' betekent 'iemand op weg zetten'	sense	NA	NA	other_sense
helpen	help/verb/volkskrant_20001223_35/31	geen	2	17_2	3	3	0.33	none	meestal een Nederlandse vrouw en een buitenlandse man om de buitenlander aan een verblijfsvergunning te	helpen	. Gemiddeld is er per relatie tienduizend gulden betaald . De Belastingdienst , Sociale Dienst	'iemand aan iets helpen' betekent 'iets aan iemand bezorgen'	sense	NA	NA	other_sense
hemels	hemels/adj/algemeen_dagblad_20030908_03/11	geen	3	17_2	2	3	0.33	minority	Ze heeft zojuist de eerste ronde overleefd , verkeert in	hemelse	sferen en verliest in het feestgedruis een zakje met joints . Dat ze er een	Hemels betekent hier 'ze is geestelijk niet meer aanwezig'	sense	NA	NA	other_sense
hemels	hemels/adj/de_morgen_19990413_01_86/69	geen	2	17_2	2	3	0.33	minority	. Dat dit niet alleen aanleiding geeft tot witte vliegstrepen en lichte sluiers die het	hemelse	blauw uitvlakken , spreekt voor zich . Bij de verbranding van kerosine komt naast water	'Hemels' in de zin van 'in de lucht'	sense	NA	NA	other_sense
hemels	hemels/adj/de_standaard_20010920_01_75/202	geen	1	1_1	3	4	0.25	minority	het een bijna onverdraaglijk genot was . Maar ook , in scherpe flitsen door het	hemelse	heengesneden , in een razendsnelle montage die gelijktijdigheid van opeenvolgende beelden suggereerde , was de	geen van beide betekenissen lijkt me juist, de zin lijkt eerder te wijzen op de lucht	sense	NA	NA	other_sense
hemels	hemels/adj/het_nieuwsblad_20030908_01_306/147	geen	4	20_1	2	3	0.67	majority	merkte het niet eens , maar hij werd meegesleurd door die zee , waarvan hij	hemels	kon genieten . Soms maakte hij een afgietsel van hoe hij die zee zag .	Geen van beide betekenissen, hier een synoniem voor 'heel erg hard'	sense	NA	NA	other_sense
hemels	hemels/adj/parool_19990129_102/372	geen	0	2_1	2	3	0.67	majority	zelfs lekkerder dan pindakaas ? ' wil Fourlani nog van hem weten , terwijl zij	hemels	naar het plafond kijkt . Pitt draait met zijn ogen , terwijl tranen alweer opwellen	gelukzalig en rustgevend	sense	NA	NA	other_sense
herinneren	herinner/verb/de_morgen_20030730_01_2/99	geen	0	1_4	3	4	0.25	minority	wel een muzikale opvoeding gekregen , de andere niet . Jongeren van de eerste groep	herinnerden	na dertig minuten studie van een tekst meer woorden uit de tekst dan de andere	het zou wel de tweede optie kunnen zijn, maar het is niet reflexief evenals het de derde optie zou kunnen zijn maar dat 'plechtige' is hier niet van toepassing	sense	NA	NA	other_sense
herinneren	herinner/verb/parool_20010804_87/748	geen	2	2_2	3	3	0.33	none	geen genoegen neemt met de bank . Als Machlas doorgaat op de ingeslagen weg ,	herinner	de doelpunten tegen Liverpool , hoeft hij daar niet bang voor te zijn . Sterker	zonder plechtigheid, heeft niets met een monument te maken	sense	NA	NA	other_sense
herinneren	herinner/verb/volkskrant_20010516_140/229	geen	2	2_2	3	3	0.33	none	vrije ' levensstijl ( woongroep , F16 in de achtertuin ) . Röling wordt meestal	herinnerd	als kunstenares die Beatrix-portretten schilderde , maar ze maakte ook metershoge sculpturen voor de Rijksuniversiteit	niet met een plechtigheid, monument maar een persoon die herinnerd wordt dus geen van bovenstaande	sense	NA	NA	other_sense
herkennen	herken/verb/de_morgen_19990322_01_53/784	geen	3	20_2	2	3	0.33	minority	daarmee houdt het nog niet op , vermits heel wat systemen 2000 niet als schrikkeljaar	herkennen	en dus moeilijk doen over een datum als 29/02/2000 . Voor het jaar 2038 is	context van 'aanvaarden'	sense	NA	NA	other_sense
herkennen	herken/verb/het_nieuwsblad_20040911_01_664/88	geen	0	19_2	3	3	0.33	none	"zo slecht dat een bril of lenzen niet kunnen helpen . 	 Wat jij kan"	herkennen	"op zestig meter , zie ik nog niet van zes meter . 	 Dertig jaar"	Dit gaat niet over iets of iemand specifiek herkennen, maar meer over de reikwijdte van hun zicht...	sense	NA	NA	other_sense
herroepen	herroep/verb/parool_20001007_42/367	geen	3	18_2	2	3	0.33	minority	modem ) , moest al zijn e-mails en telefonische boodschappen die in augustus binnenstroomden ,	herroepen	". 	 Viktor , we zijn hard aan het werk om jouw DSL-verbinding te verwezenlijken"	Lijkt hier meer te gaan om het elektronisch terug ophalen van zijn emails en telefonische boodschappen	sense	NA	NA	other_sense
herroepen	herroep/verb/volkskrant_20040624_35/72	geen	1	14_4	3	4	0.25	minority	) Maar het lijkt wel of het gemak waarmee hij de vergissingen van zijn voorgangers	herroept	, tegelijkertijd gepaard gaat met een hang naar nieuwe tegenstrijdigheden . ' Ik feliciteer Polen	volgens mij is herroepen hier eerder 'terug in herinnering brengen'	sense	NA	NA	other_sense
hoekig	hoekig/adj/nrc_handelsblad_20040319_178/106	geen	0	5_2	2	3	0.33	minority	actualiteit ( inclusief vluchtelingen die wegens zuurstofgebrek omkomen in een koelwagen ) steekt rauw en	hoekig	door de droom heen , die pas op de laatste bladzijde , net als Mohsen	Lijkt hier een eerder figuurlijke betekenis te hebben met geen betrekking tot de aanwezige categorieën	sense	NA	NA	other_sense
hoekig	hoekig/adj/volkskrant_19990528_103/846	geen	3	11_2	2	3	0.67	majority	er anders aan toe : hij zet de zaak graag op scherp met dwarse ,	hoekige	en heel persoonlijke lezingen . Hij laat je als luisteraar geen moment met rust en	Eerste betekenis, maar in de metaforische zin - zonder empathie voor de luisteraars	sense	NA	NA	other_sense
hoekig	hoekig/adj/volkskrant_20010816_146/548	geen	3	11_2	2	3	0.33	minority	in de belangrijkste Nederlandse stadions ( winnaar : Vitesse ) . NR bevat een ietwat	hoekig	interview met Arjan Ederveen . Hij maakt duidelijk dat hij een vraaggesprek bepaald niet voor	In dit geval betekent het eerder 'heftig'.	sense	NA	NA	other_sense
horde	horde/noun/de_standaard_19990111_01_54/211	geen	4	12_2	2	3	0.33	minority	Sainct leidt vooralsnog met een zestal minuten voorsprong op Magnaldi . Eén BMW tegen een	horde	"KTM's , Sainct krijgt het zwaar . 	 En het is al zwaar geweest"	KTM's zijn geen personen	sense	NA	NA	other_sense
horde	horde/noun/de_standaard_20000228_01_70/304	horde_1	1	12_1	2	3	0.67	majority	aanval kwam pas in de jaren twintig , vanuit Bordeaux . Rond 1940 was de	horde	hier . De coloradokever is ongeveer een centimeter lang , de larven met hun typische	ordeloze groep dieren in plaats van personen	sense	NA	NA	horde_1
horde	horde/noun/het_laatste_nieuws_20000825_01_322/437	geen	5	12_2	2	3	0.33	minority	meer kunnen . andquot; Al wekenlang worden wij om half twee andapos;s nachts gewekt door	horden	aanstormende vrachtwagens . Voor ons kan het niet vlug genoeg half september zijn . andquot;	'Aanstormende vrachtwagens' zijn geen personen	sense	NA	NA	other_sense
horde	horde/noun/het_laatste_nieuws_20020810_01_346/18	geen	5	12_2	2	3	0.33	minority	Summer Jam @ Six Flags andapos; Op woensdag 24 juli trok TMF-veejay Elke met een	horde	Belgische danceprojecten naar het amfitheater van Six Flags . In het pretpark te Waver waagden	Danceprojecten zijn geen personen	sense	NA	NA	other_sense
horde	horde/noun/nrc_handelsblad_20000831_81/80	geen	3	13_2	2	3	0.33	minority	autoritaire Federatie , komen alleen nog oorlogsveteranen in aanmerking voor burgerschap en stemrecht en vallen	hordes	buitenaardse insecten de aarde aan . Bij bioscoopsuccessen is er altijd wel iemand die er	hindernis van dieren	sense	NA	NA	other_sense
horde	horde/noun/nrc_handelsblad_20010606_104/487	geen	4	13_2	2	3	0.33	minority	"besturen , Eritreeërs schepten de kolen . 	 Met een groene seinvlag slaat hij een"	horde	vliegen weg . Viva Duci diende hij de Italianen te groeten toen Rome fascistisch werd	hindernis als dieren	sense	NA	NA	other_sense
horde	horde/noun/nrc_handelsblad_20010725_26/125	geen	4	13_2	2	3	0.33	minority	in de winkel uit talloze soorten moest kiezen . Het ging mij toen om een	horde	weerzinwekkende kakkerlakken die mij de avond tevoren geteisterd had . Ze vonden ineens de wc	hindernis van dieren	sense	NA	NA	other_sense
horde	horde/noun/parool_19991108_19/282	geen	0	4_1	2	3	0.33	minority	Vier letzte Lieder , waarin Felicity Lott de harten stal . Moeiteloos nam ze de	horden	die Strauss in 1948 voor moedige sopranen componeerde ( het hoge melisme op Wunder in	Eerder 2.1. in een andere figuurlijke betekenis dan 2.2., denk ik , hier lijkt het toch een extra betekenis te hebben uit de muziek	sense	NA	NA	other_sense
horde	horde/noun/parool_20000603_116/83	geen	3	14_1	2	4	0.25	minority	van Engeland , waardoor deze meimaand wellicht de natste uit de geschiedenis wordt . Invasie	Horden	sprinkhanen bedreigen grote gebieden in het noorden van China , waar de oogst toch al	Het staat bij sprinkhanen. Een horde sprinkhanen is wel een ordeloze groep, maar het zijn diertjes, geen personen. Daarom past het bij geen enkele optie	sense	NA	NA	other_sense
horde	horde/noun/parool_20000603_116/83	horde_1	5	14_2	2	4	0.75	majority	van Engeland , waardoor deze meimaand wellicht de natste uit de geschiedenis wordt . Invasie	Horden	sprinkhanen bedreigen grote gebieden in het noorden van China , waar de oogst toch al	geen mensen, wel dieren	sense	NA	NA	horde_1
horde	horde/noun/parool_20001021_34/292	geen	5	14_1	2	4	0.25	minority	uit een ver verleden , de elfde eeuw na Christus , toen de ' Mongoolse	horden	' heer en meester waren over een gebied dat zich uitstrekte van Vietnam tot Hongarije	Een mongoolse horde is een specifieke benaming voor een onderdeel van hun leger. Dat is dus ook helemaal niet ordeloos.	sense	NA	NA	other_sense
horde	horde/noun/parool_20010516_49/222	geen	2	14_1	2	4	0.25	minority	één monster , maar komt het kwaad in meerdere gedaanten en als een reeks woeste	horden	van diverse pluimage tot ons . Als wilde kermisrit doet de film precies wat hij	Het lijkt mij hier optie 1 te zijn, maar dan zonder de specificatie dat het personen zijn. Het kunnen hier in de context van  kwaad en divers pluimage monsters of dieren of iets anders zijn	sense	NA	NA	other_sense
spoor	spoor/noun/algemeen_dagblad_19990401_185/10	geen	4	11_1	2	3	0.33	minority	Nee , ik was niet op Curaçao in het	spoor	van staatssecretaris Gijs de Vries van Koninkrijksrelaties , ofschoon ik hem daar wel harde noten	De betekenis komt hier denk ik eerder overeen met: 'als opvolger van' of 'zoals / met dezelfde bedoelingen/doelen als'	sense	NA	NA	other_sense
spoor	spoor/noun/algemeen_dagblad_20010227_44/46	geen	0	5_2	2	3	0.67	majority	met wat later de paspoortaffaire is gaan heten . In zijn vorige week verschenen memoires	Sporen	trekken door strategische jaren , rekent hij af met dit verleden . Zelf zegt hij	Het is geen letterlijk zichtbaar spoor, maar eerder figuurlijk	sense	NA	NA	other_sense
spoor	spoor/noun/algemeen_dagblad_20020325_28/105	geen	3	11_3	2	3	0.33	minority	Na rust maakte Reina 3-0 . Bayern München en Schalke 04 blijven enigszins in het	spoor	van Leverkusen . De achterstand bedraagt vijf punten , met nog zes wedstrijden te gaan	in de hielen van	sense	NA	NA	other_sense
spoor	spoor/noun/algemeen_dagblad_20041201_22/169	spoor_4	4	11_1	2	3	0.67	majority	te doen lijken . Wegwijzers zijn weggehaald en het navigatiesysteem van de auto raakt het	spoor	bijster als we het dorpje naderen omdat de meeste toegangswegen al zijn verlegd . Als	'het spoor bijster raken' is een spreekwoord, dus 'spoor' heeft hier volgens mij sowieso een figuurlijke betekenis	sense	NA	NA	spoor_4
spoor	spoor/noun/het_nieuwsblad_20000315_01_581/298	geen	3	18_1	2	3	0.33	minority	van de Cipressa moet hij zich ver van alle gewoel houden . Rustig in het	spoor	van een ploegmaat . En wachten , wachten . Het krachtenarsenaal zo lang mogelijk intact	het gaat hier om achter een medewielrenner rijden om uit de wind te blijven	sense	NA	NA	other_sense
spoor	spoor/noun/het_nieuwsblad_20000916_01_527/102	geen	2	4_1	2	3	0.33	minority	. Hij moet net voor de crash nog gezien hebben dat hij van het juiste	spoor	was afgeweken , want er was een duidelijk remspoor van acht meter . Het duurde	Het juiste spoor lijkt hier eerder gebruikt te zijn als 'de juiste weg', betekenis 1.4 dus maar dan niet figuurlijk.	sense	NA	NA	other_sense
spoor	spoor/noun/nrc_handelsblad_20000823_29/45	geen	4	3_3	3	3	0.33	none	"de moord noemden ze 	 haat tegen buitenlanders 	 . De drie toonden geen enkel"	spoor	van berouw , maar ontkenden de bedoeling te hebben gead Adriano te vermoorden . Dat	lijkt een figuurlijk betekenis te zijn die niet overeen komt met die van 1.4.	sense	NA	NA	other_sense
spoor	spoor/noun/nrc_handelsblad_20000823_29/45	spoor_3	2	3_1	3	3	0.33	none	"de moord noemden ze 	 haat tegen buitenlanders 	 . De drie toonden geen enkel"	spoor	van berouw , maar ontkenden de bedoeling te hebben gead Adriano te vermoorden . Dat	Ik ben niet helemaal zeker of deze betekenis ook in figuurlijke zin opgevat mag worden.	sense	NA	NA	spoor_3
spoor	spoor/noun/nrc_handelsblad_20011005_6/250	geen	2	3_3	2	3	0.33	minority	van de militante beweging zich uit . Toen er in de regeringsgebouwen in Islamabad geen	spoor	van overzicht of terughoudendheid over was , richtten de fanaticide blik op het internationale terrorisme	figuurlijke betekenis die niet die van 1.4 is	sense	NA	NA	other_sense
spoor	spoor/noun/nrc_handelsblad_20020911_129/658	geen	3	3_3	3	3	0.33	none	anders dan een politieke liquidatie . Aanwijzing hiervoor is dat er niet alleen geen enkel	spoor	van verzet door Tosh was gevonden , maar ook dat er niets was weggenomen uit	Figuurlijke betekenis die niet overeenkomt met die van 1.4	sense	NA	NA	other_sense
spoor	spoor/noun/parool_20010614_76/200	geen	0	5_2	3	3	0.33	none	met laserstralen liet behandelen zodat hij nog scherper de greens kan afspeuren om het juiste	spoor	naar de hole te kunnen bepalen . Die dit jaar de Grand Slam wil behalen	De te volgen weg in de letterlijke zin	sense	NA	NA	other_sense
spoor	spoor/noun/parool_20020218_126/83	geen	0	5_2	2	3	0.33	minority	derde , op 2.05 van Bartoli . De Nederlander van de Rabobankploeg kon zaterdag het	spoor	van de Italiaan goed volgen in de koninginnerit over 147 kilometer tussen La Londe en	Iemands leiding volgen eerder dan een letterlijk zichtbaar spoor?	sense	NA	NA	other_sense
spoor	spoor/noun/volkskrant_20010716_96/406	geen	3	3_3	2	3	0.33	minority	in tiende positie , maar bij een aanval op een concurrent koos hij een verkeerd	spoor	en reed hij zich vast in de modder . Zijn Husaberg sloeg af en bleef	Deze context lijkt om een fysiek spoor te vragen, die niet het spoor is van een treinstation.	sense	NA	NA	other_sense
spot	spot/noun/de_standaard_20020204_01_86/770	geen	2	7_1	2	3	0.67	majority	volledig automatisch in formatie te laten vliegen , en om ze te helpen elkaars sweet	spot	te vinden , de plaats van de opwaartse luchtstroom . Het volgende doel , dat	spot als 'plaats'	sense	NA	NA	other_sense
spot	spot/noun/de_standaard_20040428_01_53/697	geen	3	7_1	2	3	0.67	majority	samen . Geen plek is veilig voor hun ruime interesse . Ze hebben pas Hot	spots	achter de rug , dat ze in het Atheense Thesseum realiseerden met een toeristengids ,	'spot' met de betekenis van 'plaats'	sense	NA	NA	other_sense
spot	spot/noun/de_standaard_20040428_01_53/697	geen	4	7_3	2	3	0.67	majority	samen . Geen plek is veilig voor hun ruime interesse . Ze hebben pas Hot	spots	achter de rug , dat ze in het Atheense Thesseum realiseerden met een toeristengids ,	'Spots' is hier een leenwoord uit de Engelse taal en draagt dus de betekenis dat het woord normaal gezien in het Engels draagt, namelijk 'plekken'.	sense	NA	NA	other_sense
spot	spot/noun/de_standaard_20040517_01_72/69	geen	2	18_3	1	3	1	full	uit de collectie en wisselende tentoonstellingen te zien zijn . Het wordt dé culturele hot	spot	van Amsterdam . In 2007 zou de verbouwing aan het Museumplein afgerond moeten zijn en	komt van het Engelse 'spot'	sense	NA	NA	other_sense
spot	spot/noun/de_standaard_20040517_01_72/69	geen	3	18_1	1	3	1	full	uit de collectie en wisselende tentoonstellingen te zien zijn . Het wordt dé culturele hot	spot	van Amsterdam . In 2007 zou de verbouwing aan het Museumplein afgerond moeten zijn en	komt uit het Engels: spot als in plek, plaats	sense	NA	NA	other_sense
spot	spot/noun/de_standaard_20040517_01_72/69	geen	4	18_2	1	3	1	full	uit de collectie en wisselende tentoonstellingen te zien zijn . Het wordt dé culturele hot	spot	van Amsterdam . In 2007 zou de verbouwing aan het Museumplein afgerond moeten zijn en	Gaat hier niet over spots zoals in de aangegeven definities, maar over een hotspot	sense	NA	NA	other_sense
spot	spot/noun/het_nieuwsblad_19990427_01_556/353	geen	4	15_2	1	3	1	full	er in het arrondissement - in tegenstelling tot de vorige analyses - geen echte hot	spots	meer in het gerechtelijk arrondissement Turnhout . Toch valt op dat vooral de grootste gemeenten	Gebruikt in de betekenis van 'plaats'	sense	NA	NA	other_sense
spot	spot/noun/het_nieuwsblad_19990427_01_556/353	geen	4	15_3	1	3	1	full	er in het arrondissement - in tegenstelling tot de vorige analyses - geen echte hot	spots	meer in het gerechtelijk arrondissement Turnhout . Toch valt op dat vooral de grootste gemeenten	hot spot: populair	sense	NA	NA	other_sense
spot	spot/noun/het_nieuwsblad_19990427_01_556/353	geen	5	15_1	1	3	1	full	er in het arrondissement - in tegenstelling tot de vorige analyses - geen echte hot	spots	meer in het gerechtelijk arrondissement Turnhout . Toch valt op dat vooral de grootste gemeenten	Engels leenwoord	sense	NA	NA	other_sense
spot	spot/noun/het_nieuwsblad_20030910_01_96/1	geen	1	15_1	2	3	0.33	minority	NA	Spots	op 2de EC Oudenhove Neo-tweedeprovincialer EC Oudenhove kent een droomstart . Tegen Voorde kon het	sportterm?	sense	NA	NA	other_sense
spot	spot/noun/nrc_handelsblad_20040320_307/71	geen	0	3_2	1	3	1	full	personeel bij kwetsbare instituten , vitale objecten in de energie- of transportsector en mogelijke soft	spots	binnenkomt . Het is om die reden hoog tijd het personeel in vele organisaties en	Soft spots = andere betekenis?	sense	NA	NA	other_sense
spot	spot/noun/nrc_handelsblad_20040320_307/71	geen	2	3_1	1	3	1	full	personeel bij kwetsbare instituten , vitale objecten in de energie- of transportsector en mogelijke soft	spots	binnenkomt . Het is om die reden hoog tijd het personeel in vele organisaties en	Ik denk dat 'soft spot' eerder op een soort plaat wijst, maar ik ben niet helemaal zeker. Er is iets te weinig context voor mij.	sense	NA	NA	other_sense
spot	spot/noun/nrc_handelsblad_20040320_307/71	geen	3	3_3	1	3	1	full	personeel bij kwetsbare instituten , vitale objecten in de energie- of transportsector en mogelijke soft	spots	binnenkomt . Het is om die reden hoog tijd het personeel in vele organisaties en	lijkt eerder te verwijzen naar een object	sense	NA	NA	other_sense
spot	spot/noun/parool_20000408_138/230	geen	2	1_4	1	4	1	full	moet ik me beter concentreren . Bij een houten knuppel heb je een kleinere sweet	spot	: het gedeelte waar je de bal goed kan raken is met aluminium groter .	hier in de betekenis van: plaats, plek	sense	NA	NA	other_sense
spot	spot/noun/parool_20000408_138/230	geen	3	1_1	1	4	1	full	moet ik me beter concentreren . Bij een houten knuppel heb je een kleinere sweet	spot	: het gedeelte waar je de bal goed kan raken is met aluminium groter .	plaats	sense	NA	NA	other_sense
spot	spot/noun/parool_20000408_138/230	geen	5	1_2	1	4	1	full	moet ik me beter concentreren . Bij een houten knuppel heb je een kleinere sweet	spot	: het gedeelte waar je de bal goed kan raken is met aluminium groter .	hierin is spot weer het engelse woord voor plek	sense	NA	NA	other_sense
spot	spot/noun/parool_20000408_138/230	geen	5	1_3	1	4	1	full	moet ik me beter concentreren . Bij een houten knuppel heb je een kleinere sweet	spot	: het gedeelte waar je de bal goed kan raken is met aluminium groter .	andere betekenis, als in 'populaire plek'; twijfel of de betekenis van 'hot spot' betrekking heeft op 'schijnwerpers'	sense	NA	NA	other_sense
spot	spot/noun/parool_20000506_106/8	geen	2	1_3	1	4	1	full	Wandelend over het zonnige terras van hot	spot	Vak Zuid , kreeg de bondscoach ongevraagd drie adviezen naar zijn hoofd omtrent de middenveldbezetting	andere betekenis, als in 'populaire plek'; twijfel of de betekenis van 'hot spot' betrekking heeft op 'schijnwerpers'	sense	NA	NA	other_sense
spot	spot/noun/parool_20000506_106/8	geen	3	1_1	1	4	1	full	Wandelend over het zonnige terras van hot	spot	Vak Zuid , kreeg de bondscoach ongevraagd drie adviezen naar zijn hoofd omtrent de middenveldbezetting	hier gaat het weer eerder over een plaats	sense	NA	NA	other_sense
spot	spot/noun/parool_20000506_106/8	geen	4	1_4	1	4	1	full	Wandelend over het zonnige terras van hot	spot	Vak Zuid , kreeg de bondscoach ongevraagd drie adviezen naar zijn hoofd omtrent de middenveldbezetting	hier: plaats, locatie	sense	NA	NA	other_sense
spot	spot/noun/parool_20000506_106/8	geen	5	1_2	1	4	1	full	Wandelend over het zonnige terras van hot	spot	Vak Zuid , kreeg de bondscoach ongevraagd drie adviezen naar zijn hoofd omtrent de middenveldbezetting	hierin is spot het engelse woord voor plek	sense	NA	NA	other_sense
spot	spot/noun/parool_20000729_99/142	geen	0	1_3	1	4	1	full	van het interieur . Allemaal wilden zij een relikwie bemachtigen van wat eens hun hot	spot	was . Zo gingen twee antieke kroonluchters de deur uit voor 460 gulden per stuk	andere betekenis, als in 'populaire plek'; twijfel of de betekenis van 'hot spot' betrekking heeft op 'schijnwerper'	sense	NA	NA	other_sense
spot	spot/noun/parool_20000729_99/142	geen	3	1_1	1	4	1	full	van het interieur . Allemaal wilden zij een relikwie bemachtigen van wat eens hun hot	spot	was . Zo gingen twee antieke kroonluchters de deur uit voor 460 gulden per stuk	plaats	sense	NA	NA	other_sense
spot	spot/noun/parool_20000729_99/142	geen	4	1_4	1	4	1	full	van het interieur . Allemaal wilden zij een relikwie bemachtigen van wat eens hun hot	spot	was . Zo gingen twee antieke kroonluchters de deur uit voor 460 gulden per stuk	spot - plaats, locatie	sense	NA	NA	other_sense
spot	spot/noun/parool_20000729_99/142	geen	5	1_2	1	4	1	full	van het interieur . Allemaal wilden zij een relikwie bemachtigen van wat eens hun hot	spot	was . Zo gingen twee antieke kroonluchters de deur uit voor 460 gulden per stuk	hierin is spot het engelse woord voor plek	sense	NA	NA	other_sense
spot	spot/noun/parool_20010306_71/245	geen	2	1_1	1	4	1	full	hoofdwinkelstraten , zoals Burger King , dat nu nog enkel te vinden is op hot	spots	als het Leidseplein . Maar de Britten hebben het licht gezien en zetten de achtervolging	het gaat hier over een plaats denk ik, dus geen enkele van de gegeven opties	sense	NA	NA	other_sense
spot	spot/noun/parool_20010306_71/245	geen	4	1_4	1	4	1	full	hoofdwinkelstraten , zoals Burger King , dat nu nog enkel te vinden is op hot	spots	als het Leidseplein . Maar de Britten hebben het licht gezien en zetten de achtervolging	spot in de betekenis van 'plaats, locatie'	sense	NA	NA	other_sense
spot	spot/noun/parool_20010306_71/245	geen	5	1_2	1	4	1	full	hoofdwinkelstraten , zoals Burger King , dat nu nog enkel te vinden is op hot	spots	als het Leidseplein . Maar de Britten hebben het licht gezien en zetten de achtervolging	hierin is spot het engelse woord voor plek	sense	NA	NA	other_sense
spot	spot/noun/parool_20010306_71/245	geen	5	1_3	1	4	1	full	hoofdwinkelstraten , zoals Burger King , dat nu nog enkel te vinden is op hot	spots	als het Leidseplein . Maar de Britten hebben het licht gezien en zetten de achtervolging	andere betekenis, als in 'populaire plek'	sense	NA	NA	other_sense
spot	spot/noun/parool_20020618_101/738	geen	1	12_1	2	3	0.33	minority	jong meisje werd gebladerd , totdat een lege pagina verscheen . Ook was er de	spot	met het autowrak , waaruit nog een bloedende hand stak . ' Alcohol in het	"spot in de betekenis ""plek"", afgeleid van de Engelse term"	sense	NA	NA	other_sense
spot	spot/noun/parool_20020727_62/401	geen	2	1_3	1	4	1	full	"eigen zaak . 	 Dat die droom nu , en nog wel op zo'n hot"	spot	, werkelijkheid is geworden komt door een vriend met oog voor de onroerend-goedmarkt . Jorica	andere betekenis, als in 'populaire plek'; twijfel of de betekenis van 'hot spot' betrekking heeft op 'schijnwerpers'	sense	NA	NA	other_sense
spot	spot/noun/parool_20020727_62/401	geen	3	1_1	1	4	1	full	"eigen zaak . 	 Dat die droom nu , en nog wel op zo'n hot"	spot	, werkelijkheid is geworden komt door een vriend met oog voor de onroerend-goedmarkt . Jorica	plaats	sense	NA	NA	other_sense
spot	spot/noun/parool_20020727_62/401	geen	3	1_4	1	4	1	full	"eigen zaak . 	 Dat die droom nu , en nog wel op zo'n hot"	spot	, werkelijkheid is geworden komt door een vriend met oog voor de onroerend-goedmarkt . Jorica	hier: plaats, locatie	sense	NA	NA	other_sense
spot	spot/noun/parool_20020727_62/401	geen	5	1_2	1	4	1	full	"eigen zaak . 	 Dat die droom nu , en nog wel op zo'n hot"	spot	, werkelijkheid is geworden komt door een vriend met oog voor de onroerend-goedmarkt . Jorica	hierin is spot het engelse woord voor plek	sense	NA	NA	other_sense
