_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
herhalen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.4994886354751061	0.4233337800865527	NA	NA	BOW	NA	bound	221	lex	3_3	1	weight	FOC	138	nav	4_4	NA	267	herhalen
herhalen.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.500286703304356	0.4024634443460652	NA	NA	BOW	NA	bound	221	lex	3_3	1	weight	FOC	221	all	4_4	NA	267	herhalen
herhalen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.5201460254844522	0.24103344416632236	NA	NA	BOW	NA	bound	221	lex	3_3	1	selection	5000	5000	nav	4_4	NA	267	herhalen
herhalen.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.6016822025504834	0.4880443273157935	NA	NA	BOW	NA	bound	221	lex	3_3	1	selection	5000	5000	all	4_4	NA	267	herhalen
herhalen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.4949442237175802	0.34157387722757465	NA	NA	BOW	NA	bound	221	lex	3_3	1	selection	FOC	138	nav	4_4	NA	267	herhalen
herhalen.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.4735282136617481	0.30991817417433903	NA	NA	BOW	NA	bound	221	lex	3_3	1	selection	FOC	221	all	4_4	NA	267	herhalen
herhalen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	-1.0208844590255537	0.5053260376243285	NA	NA	BOW	NA	bound	331	lex	3_3	1	no	5000	5000	nav	4_4	NA	297	herhalen
herhalen.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	-1.1612792165586778	0.806290028419806	NA	NA	BOW	NA	bound	331	lex	3_3	1	no	5000	5000	all	4_4	NA	297	herhalen
herhalen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.020468933758893	0.6066200950945455	NA	NA	BOW	NA	bound	331	lex	3_3	1	no	FOC	228	nav	4_4	NA	297	herhalen
herhalen.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	-0.9736259694653562	0.5820410950631083	NA	NA	BOW	NA	bound	331	lex	3_3	1	no	FOC	331	all	4_4	NA	297	herhalen
herhalen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.14924399219999349	0.8845791574935045	NA	NA	BOW	NA	bound	358	all	3_3	1	weight	5000	5000	nav	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	-0.2849066491826758	1.2084346273797186	NA	NA	BOW	NA	bound	358	all	3_3	1	weight	5000	5000	all	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.0466702133838533	0.9289308397089504	NA	NA	BOW	NA	bound	358	all	3_3	1	weight	FOC	138	nav	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.048147995238916504	0.8306686238356394	NA	NA	BOW	NA	bound	358	all	3_3	1	weight	FOC	358	all	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.03236747214625802	0.8658095010060805	NA	NA	BOW	NA	bound	358	all	3_3	1	selection	5000	5000	nav	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	-0.20143944840578928	1.1738379250999527	NA	NA	BOW	NA	bound	358	all	3_3	1	selection	5000	5000	all	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0020912162356586674	0.9285046195161567	NA	NA	BOW	NA	bound	358	all	3_3	1	selection	FOC	138	nav	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.01926583822644171	0.713121923252318	NA	NA	BOW	NA	bound	358	all	3_3	1	selection	FOC	358	all	4_4	NA	308	herhalen
herhalen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	0.34458589827850167	1.2579308338365331	NA	NA	BOW	NA	bound	536	all	3_3	1	no	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	0.335072310872499	1.840941892654288	NA	NA	BOW	NA	bound	536	all	3_3	1	no	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.2492904389535358	1.2054507402035137	NA	NA	BOW	NA	bound	536	all	3_3	1	no	FOC	228	nav	4_4	NA	312	herhalen
herhalen.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	0.2018733037939579	1.0599042632411273	NA	NA	BOW	NA	bound	536	all	3_3	1	no	FOC	536	all	4_4	NA	312	herhalen
herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.8722649383395275	-0.44749111295031646	NA	NA	BOW	NA	nobound	524	lex	10_10	1	weight	5000	5000	nav	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.1688327182829037	-0.6412845612570578	NA	NA	BOW	NA	nobound	524	lex	10_10	1	weight	5000	5000	all	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.7553447548704293	-0.5714672206495313	NA	NA	BOW	NA	nobound	524	lex	10_10	1	weight	FOC	338	nav	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.7492538134465107	-0.5331286305202289	NA	NA	BOW	NA	nobound	524	lex	10_10	1	weight	FOC	524	all	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.9166005533644567	-0.6807205741284849	NA	NA	BOW	NA	nobound	524	lex	10_10	1	selection	5000	5000	nav	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	-1.2925679686045706	-0.9423735700752741	NA	NA	BOW	NA	nobound	524	lex	10_10	1	selection	5000	5000	all	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.8345115323012343	-0.7972601463194702	NA	NA	BOW	NA	nobound	524	lex	10_10	1	selection	FOC	338	nav	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.8192742472770513	-0.7311929358860538	NA	NA	BOW	NA	nobound	524	lex	10_10	1	selection	FOC	524	all	4_4	NA	308	herhalen
herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.1531536894020866	-1.2184588636207063	NA	NA	BOW	NA	nobound	1310	lex	10_10	1	no	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	-1.2560247850184314	-1.9667543232307592	NA	NA	BOW	NA	nobound	1310	lex	10_10	1	no	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.0500442756034856	-1.3166128088818247	NA	NA	BOW	NA	nobound	1310	lex	10_10	1	no	FOC	976	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	-1.0379462154874854	-1.265525733240297	NA	NA	BOW	NA	nobound	1310	lex	10_10	1	no	FOC	1310	all	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.10725677399402817	-0.38484521342343275	NA	NA	BOW	NA	nobound	778	all	10_10	1	weight	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.30277539744201487	-0.9830432063088899	NA	NA	BOW	NA	nobound	778	all	10_10	1	weight	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.05317941912793409	-0.5037077728342454	NA	NA	BOW	NA	nobound	778	all	10_10	1	weight	FOC	338	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.0244604053514128	-0.4516819989252198	NA	NA	BOW	NA	nobound	778	all	10_10	1	weight	FOC	778	all	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.014967907404823262	-0.8111539074821268	NA	NA	BOW	NA	nobound	778	all	10_10	1	selection	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.22508872566947333	-1.4495147580473338	NA	NA	BOW	NA	nobound	778	all	10_10	1	selection	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.0452141171949327	-0.9297183668291803	NA	NA	BOW	NA	nobound	778	all	10_10	1	selection	FOC	338	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.01282705405600101	-0.8395990404071014	NA	NA	BOW	NA	nobound	778	all	10_10	1	selection	FOC	778	all	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	0.2801943116565256	-1.6641867273905664	NA	NA	BOW	NA	nobound	1828	all	10_10	1	no	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	0.37152247294481067	-2.6147395288838853	NA	NA	BOW	NA	nobound	1828	all	10_10	1	no	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.19138061710635695	-1.592129582471675	NA	NA	BOW	NA	nobound	1828	all	10_10	1	no	FOC	976	nav	4_4	NA	312	herhalen
herhalen.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	0.16199103962578393	-1.6072863496179803	NA	NA	BOW	NA	nobound	1828	all	10_10	1	no	FOC	1828	all	4_4	NA	312	herhalen
herhalen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.7815272874263918	0.08536708732112003	NA	NA	BOW	NA	nobound	359	lex	5_5	1	weight	5000	5000	nav	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	-1.0563994533397372	0.2128681292157877	NA	NA	BOW	NA	nobound	359	lex	5_5	1	weight	5000	5000	all	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.801279295392686	0.058410142063007923	NA	NA	BOW	NA	nobound	359	lex	5_5	1	weight	FOC	230	nav	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.784138959702441	0.06115863599900442	NA	NA	BOW	NA	nobound	359	lex	5_5	1	weight	FOC	359	all	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.8615609042723733	-0.023065963390856845	NA	NA	BOW	NA	nobound	359	lex	5_5	1	selection	5000	5000	nav	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	-1.1222412130900667	0.09549606842326198	NA	NA	BOW	NA	nobound	359	lex	5_5	1	selection	5000	5000	all	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.7854533362328678	-0.07885982544043056	NA	NA	BOW	NA	nobound	359	lex	5_5	1	selection	FOC	230	nav	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.7583986050748347	-0.05956691681144025	NA	NA	BOW	NA	nobound	359	lex	5_5	1	selection	FOC	359	all	4_4	NA	297	herhalen
herhalen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	-1.2586761968742108	-0.13330630810715746	NA	NA	BOW	NA	nobound	668	lex	5_5	1	no	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	-1.8202455085303706	-0.32274401748762077	NA	NA	BOW	NA	nobound	668	lex	5_5	1	no	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-1.2248359006176888	-0.21548792174106185	NA	NA	BOW	NA	nobound	668	lex	5_5	1	no	FOC	491	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	-1.1774134228583584	-0.20313117842945594	NA	NA	BOW	NA	nobound	668	lex	5_5	1	no	FOC	668	all	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.10904199452538194	0.33957141856006584	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.46987550594352356	0.9269199887297499	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.03953293452209644	0.27264034312571506	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	FOC	230	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.04376469613973041	0.24476425570127902	NA	NA	BOW	NA	nobound	552	all	5_5	1	weight	FOC	552	all	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.024649586397042633	0.14827028800835607	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	-0.5718465122695258	0.9962555857855665	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	0.007235696096090539	-0.021253447292628	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	FOC	230	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.01783753773616571	-0.007087510936661457	NA	NA	BOW	NA	nobound	552	all	5_5	1	selection	FOC	552	all	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	0.8156263011632108	-1.0096398768454224	NA	NA	BOW	NA	nobound	986	all	5_5	1	no	5000	5000	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	1.0266491891206153	-1.9690606674781341	NA	NA	BOW	NA	nobound	986	all	5_5	1	no	5000	5000	all	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	0.5830116829115831	-0.9464779115503713	NA	NA	BOW	NA	nobound	986	all	5_5	1	no	FOC	491	nav	4_4	NA	312	herhalen
herhalen.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	0.4635750821385563	-0.9018334476381681	NA	NA	BOW	NA	nobound	986	all	5_5	1	no	FOC	986	all	4_4	NA	312	herhalen
herhalen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.5589816478950383	0.29936497477088836	NA	NA	BOW	NA	nobound	242	lex	3_3	1	weight	5000	5000	nav	4_4	NA	270	herhalen
herhalen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	-0.6648006625797137	0.5653383508497987	NA	NA	BOW	NA	nobound	242	lex	3_3	1	weight	5000	5000	all	4_4	NA	270	herhalen
herhalen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.5531351286279811	0.40855394090651226	NA	NA	BOW	NA	nobound	242	lex	3_3	1	weight	FOC	154	nav	4_4	NA	270	herhalen
herhalen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.5433197703760908	0.39213966329742955	NA	NA	BOW	NA	nobound	242	lex	3_3	1	weight	FOC	242	all	4_4	NA	270	herhalen
herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.57953951508061	0.2565777339144162	NA	NA	BOW	NA	nobound	242	lex	3_3	1	selection	5000	5000	nav	4_4	NA	270	herhalen
herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	-0.6826769802610535	0.5078507872030192	NA	NA	BOW	NA	nobound	242	lex	3_3	1	selection	5000	5000	all	4_4	NA	270	herhalen
